episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.9900906777544806,-29736.212211741004,-14.868106105870503,2000,0,0,0,3.0049182684831925,1.4999047931484943,90.945
2,4000,1,smoke_nominal,0.0,0.9802796484692871,-29740.139173639516,-14.870069586819758,2000,0,0,0,3.011593128006517,1.609437403059079,89.055
3,6000,1,smoke_nominal,0.0,0.9705659371528095,-29623.187350018732,-14.811593675009366,2000,0,0,0,2.9906274353352567,1.7761127855891286,90.105
4,8000,1,smoke_nominal,0.0,0.9609485784846151,-29652.694924388772,-14.826347462194386,2000,0,0,0,2.9868300413456765,1.8565575360216953,90.84
5,10000,1,smoke_nominal,0.0,0.9514266167195177,-29647.207164706422,-14.823603582353211,2000,0,0,0,2.9884251189962083,1.8748997330262738,90.855
6,12000,1,smoke_nominal,0.0,0.9419991055925983,-29760.79653102115,-14.880398265510575,2000,0,0,0,3.0125233759295287,1.657704896181499,87.93
7,14000,1,smoke_nominal,0.0,0.9326651082251682,-29714.21413700039,-14.857107068500195,2000,0,0,0,3.000338476597738,1.6682836937671406,90.81
8,16000,1,smoke_nominal,0.0,0.9234236970316649,-29785.719426036987,-14.892859713018494,2000,0,0,0,3.021373201412497,1.4909326922482606,89.805
9,18000,1,smoke_nominal,0.0,0.9142739536274705,-29544.145368235935,-14.772072684117967,2000,0,0,0,2.9662333661751368,2.078948873422251,90.42
10,20000,1,smoke_nominal,0.0,0.9052149687376466,-29738.043380548053,-14.869021690274026,2000,0,0,0,3.0075207154230257,1.5836246033888337,87.96
11,22000,1,smoke_nominal,0.0,0.8962458421065719,-29758.25519657114,-14.879127598285569,2000,0,0,0,3.015331127228837,1.4570111337579241,91.455
12,24000,1,smoke_nominal,0.0,0.8873656824084785,-29456.06496002533,-14.728032480012665,2000,0,0,0,2.949020145950051,2.09746029972908,89.82
13,26000,1,smoke_nominal,0.0,0.8785736071588736,-29608.513178030626,-14.804256589015313,2000,0,0,0,2.9895287925329384,1.7129965184261573,89.565
14,28000,1,smoke_nominal,0.0,0.8698687426268414,-29386.07859000937,-14.693039295004684,2000,0,0,0,2.936812956373962,2.140634593585472,90.855
15,30000,1,smoke_nominal,0.0,0.8612502237482141,-29575.628869277607,-14.787814434638804,2000,0,0,0,2.975325037848278,2.0019318173107985,91.335
16,32000,2,smoke_dr_0.10,0.1,0.09940199556295311,-29968.771414166466,-14.984385707083232,2000,0,0,0,3.095479571222662,0.573150184225589,36.15
17,34000,2,smoke_dr_0.10,0.1,0.09880796456264762,-24919.9564398,-12.4599782199,2000,0,0,0,2.531734808100834,4.7889164646520115,104.16
18,36000,2,smoke_dr_0.10,0.1,0.09821788059760798,-23455.804969203917,-11.727902484601959,2000,0,0,0,2.408525553566423,5.738167531511923,111.345
19,38000,2,smoke_dr_0.10,0.1,0.09763171744178306,-24817.93310177704,-12.408966550888518,2000,0,0,0,2.5217156555381264,5.072273252481934,100.68
20,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-24017.72993768054,-12.00886496884027,2000,0,0,0,2.435611388495385,5.269824510035008,113.115
