#{"t_start": 1784834735.400919, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
428.859795,65,0.175101
217.111559,37,0.252701
555.039324,81,0.427609
460.533833,67,0.568755
331.161753,54,0.688799
397.447448,63,0.828737
484.067659,71,0.991973
746.906808,102,1.222244
863.390283,116,1.512056
192.328712,36,1.589951
358.135126,55,1.714396
171.05557,32,1.788434
420.599366,64,1.937376
662.79276,93,2.151138
372.67374,56,2.280838
379.016727,57,3.216278
296.58837,50,3.328357
787.886943,109,3.572191
593.034453,85,3.771082
356.785372,56,3.900272
318.869128,51,4.019493
289.324373,46,4.122644
518.793256,73,4.289861
259.591063,44,4.389377
468.167222,71,4.544391
178.833703,33,4.621809
314.239222,50,4.734216
277.944878,49,4.844583
378.363876,58,4.975343
342.771797,53,5.099328
543.50232,80,5.277926
627.54211,89,5.477445
337.287226,52,6.388503
498.615647,73,6.553108
432.087326,66,6.701561
246.929242,41,6.793676
398.841678,63,6.933358
504.276864,74,7.102687
449.57328,68,7.252298
148.468658,28,7.315227
333.000489,52,7.432818
433.605707,67,7.586307
359.1607,55,7.71379
239.284168,43,7.812586
572.04843,84,7.997714
611.680252,87,8.208027
546.614515,80,8.389696
228.460248,38,8.477078
297.573209,51,8.59444
589.275369,86,9.571357
487.987877,72,9.732813
711.975014,98,9.961441
509.559883,73,10.122551
363.627435,56,10.249569
457.112711,69,10.409547
587.604728,87,10.610153
375.227829,61,10.749392
388.672455,64,10.888335
865.537189,117,11.143774
545.977655,80,11.323811
416.354343,62,11.467088
276.079004,52,11.586447
447.64159,66,12.51955
585.734209,82,12.705224
513.68442,75,12.874337
426.204851,65,13.018058
803.87251,110,13.267189
759.09715,105,13.498349
504.162589,77,13.670303
435.810904,66,13.827996
328.737452,51,13.942528
460.742324,70,14.104441
695.029681,102,14.327467
1022.653889,139,14.643308
512.400665,74,15.597724
1548.526603,201,16.04787
645.779696,91,16.249725
935.232749,127,16.538689
757.934139,104,16.768847
500.474964,75,16.937325
774.534363,108,17.184944
550.064898,79,17.360472
541.858963,81,17.543613
512.787156,76,17.712748
546.137899,79,18.67943
955.54142,127,18.964696
723.456026,101,19.195281
945.856404,126,19.478173
726.39953,100,19.705118
435.691379,68,19.858353
865.78433,118,20.128665
655.547862,94,20.340738
512.513121,75,20.511192
908.524544,122,20.782862
587.983598,84,20.968071
569.496809,84,21.941423
1179.211395,155,22.286768
559.506422,80,22.464726
728.863558,100,22.685999
648.073561,92,22.892999
460.686785,71,23.048516
1022.304034,137,23.348165
894.927884,121,23.613254
635.589148,93,23.823205
1055.546844,144,24.926745
907.773974,125,25.212039
1079.957579,142,25.527577
845.791792,116,25.792733
968.241998,129,26.078627
978.27321,132,26.361977
1732.009897,224,26.854278
610.438526,88,27.04606
1764.11277,228,28.339686
1913.43663,244,28.874022
1389.259828,186,29.289447
1135.67618,155,29.623827
1634.133964,212,30.08506
1547.850853,201,31.341739
3188.338242,400,32.219547
1962.960082,253,32.778797
1509.885749,197,34.014634
3028.358933,382,34.848868
3427.435116,429,35.777703
1919.713339,247,37.096449
11909.818269,1462,41.114792
24684.051005,3001,50.076411
24716.696656,3001,59.006756
24715.608373,3001,67.965198
24721.500175,3001,76.902045
24728.481366,3001,85.871177
24724.261691,3001,100.743439
24726.208235,3001,108.893655
24707.843472,3001,117.847875
24405.892738,3001,126.74355
24727.619775,3001,135.577556
24712.215002,3001,144.444904
24726.646011,3001,153.329237
24704.514879,3001,162.12573
24720.484313,3001,170.911201
24641.06703,3001,179.788057
24720.192823,3001,188.608384
