#{"t_start": 1784553574.09711, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
579.731364,82,1.528514
411.298663,63,1.885544
323.812174,51,2.184493
322.362193,50,2.470744
364.527889,58,2.803923
788.072375,109,3.448224
563.743471,82,3.932688
1014.112902,135,4.766269
229.450499,40,5.03164
350.495182,58,5.374833
409.402783,62,5.742212
395.155956,64,6.120247
273.241131,48,6.403213
501.54977,73,6.84259
375.756294,60,8.147759
367.196783,61,8.582062
807.850823,112,9.275425
616.495899,86,9.796906
478.285465,71,10.224662
485.79835,73,10.666481
307.356539,51,10.975795
311.028073,48,11.290674
763.759682,105,11.960794
266.724376,45,12.226224
361.234434,55,12.552269
260.072302,44,12.819139
265.522706,46,13.094184
333.737283,54,13.415064
351.119865,54,13.75163
499.541568,72,14.186837
342.120365,55,15.266336
406.584685,64,15.646573
570.069173,80,16.127114
306.056752,50,16.425304
617.546327,88,17.010931
771.812618,107,17.670525
567.250773,81,18.155652
304.269442,52,18.463566
763.597774,105,19.087332
441.684007,67,19.485409
515.583686,75,19.933985
326.977714,56,20.27018
503.730172,75,20.723408
578.112015,90,21.284437
664.574299,94,22.611735
1601.912353,210,23.891081
722.042544,101,24.495095
377.271297,62,24.866259
425.495278,66,25.315972
748.437957,107,25.962936
361.596785,58,26.305821
760.764942,109,26.983652
464.851913,70,27.521442
451.484083,68,27.937062
683.680259,98,29.449928
622.798439,91,29.999321
1090.988146,146,30.878843
1054.565688,144,31.786724
683.591373,97,32.422358
553.542602,80,32.897312
539.420559,83,33.39881
604.332706,87,33.922593
632.408127,94,34.501123
633.605375,90,35.079907
754.773568,105,35.756491
650.213204,94,37.10044
929.459431,129,37.882354
826.103075,117,38.582805
746.895451,106,39.261438
1070.974433,144,40.146008
708.370999,101,40.756154
930.129343,127,41.557834
600.503299,89,42.10726
793.62908,110,42.788891
1070.986473,145,44.444489
767.532229,107,45.128205
1064.64542,145,46.614654
1013.06468,138,47.596131
1051.469961,142,48.514496
857.654849,119,49.308271
1031.881039,141,50.183545
1320.909681,176,52.022998
1297.492439,174,53.429363
1215.185999,164,54.666906
1306.641112,176,55.791707
1615.100941,213,57.166366
1390.917137,186,58.295198
1526.000428,204,60.307193
3056.290417,408,62.78045
1969.636733,256,64.374346
2662.042236,352,67.389815
22804.784018,3001,87.341646
23833.721264,3001,107.224698
23563.46993,3001,126.421029
23019.426671,3001,146.352762
22941.052684,3001,167.15905
22583.872076,3001,213.985857
22893.996836,3001,233.894249
2982.048168,399,236.964172
17209.177611,2261,252.263503
22930.626873,3001,276.985876
5106.580162,679,281.130202
10694.62189,1444,292.773636
22926.188989,3001,314.737219
22881.343675,3001,337.684104
22596.718354,3001,359.519964
3544.141021,466,362.32818
4025.887641,543,367.373663
2451.548605,332,369.643597
12212.524988,1622,407.058541
2834.302817,379,410.357553
3536.088846,472,413.739395
12572.365178,1667,427.275534
14110.53467,1867,442.344018
3049.979171,405,444.962921
22111.278257,3001,469.00719
8993.120962,1226,477.619049
22808.394073,3001,501.83997
10553.72958,1418,513.396411
22425.082589,3001,536.805787
21633.435707,3001,558.687273
22755.650853,3001,582.061674
9957.984052,1348,592.400236
2918.284101,387,595.183703
7978.194042,1082,628.040319
8670.687784,1192,637.261873
10287.582744,1387,677.466076
12544.620108,1668,705.193857
10665.941362,1433,720.516989
3902.822125,523,723.976789
6617.879203,936,730.735402
22029.024981,3001,755.052901
4268.163505,558,759.464177
21216.764673,3001,783.242569
2784.283762,374,785.949547
3713.63803,488,789.170684
11820.025743,1576,801.958529
20846.091431,3001,825.072999
9536.098587,1294,835.211101
8121.250658,1130,843.404509
3336.098085,444,847.29289
22409.466901,3001,893.389516
11999.87016,1598,905.726401
21096.063126,3001,928.732107
12308.290452,1638,942.039986
7831.970328,1110,951.260598
9989.037113,1352,960.640731
10253.208564,1383,971.618268
2926.818769,396,975.008364
8250.513011,1142,984.453295
7155.794193,983,991.517976
14073.748071,1856,1006.299459
3580.726308,473,1009.272682
9722.370294,1323,1019.872929
3581.633347,474,1023.752529
4553.563674,600,1027.742862
21381.121746,3001,1051.734092
4063.482809,545,1056.186527
21424.146302,3001,1080.382513
3629.150887,483,1083.597095
3790.8332,512,1113.979564
