#{"t_start": 1784553574.106559, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
406.395379,62,1.406153
316.46339,53,1.703624
334.956962,55,2.02611
535.503577,78,2.473618
529.102036,75,2.909402
513.795909,74,3.343886
319.731007,50,3.638709
540.273927,78,4.111871
321.374376,51,4.423938
290.822634,46,4.706948
365.778321,56,5.072502
357.257937,56,5.401966
353.847572,57,5.740016
572.789778,82,6.222116
791.416467,107,6.862561
351.061364,56,8.147738
269.576039,44,8.474237
384.29592,57,8.832026
379.138524,61,9.20372
331.44901,53,9.527539
395.896143,64,9.912495
570.00102,83,10.414825
538.626397,77,10.881907
217.091486,38,11.12934
220.248887,41,11.397945
256.11251,45,11.678306
700.41814,97,12.271226
434.155378,66,12.666303
332.955092,57,13.008072
433.597889,63,13.382373
649.192173,92,13.947466
348.613188,54,14.282244
493.038779,74,15.464157
761.936923,108,16.110493
610.673173,86,16.629308
676.363815,94,17.254154
441.924763,66,17.662208
340.537043,53,17.977081
496.699279,81,18.461027
327.512319,53,18.774408
540.072898,80,19.252481
466.6332,69,19.660898
813.508423,114,20.347093
390.961484,60,20.707979
382.938775,59,21.08337
410.504647,62,22.187552
801.198612,111,22.891467
573.128512,87,23.415992
665.928544,98,24.013555
350.080188,54,24.334086
460.092801,73,24.773169
646.613413,95,25.399959
692.675535,101,26.007814
922.125564,130,26.793348
278.2103,47,27.127533
513.868568,81,27.700168
446.214219,68,28.108706
587.217658,86,29.550644
622.121395,90,30.095231
639.525713,94,30.661027
967.646963,131,31.449761
341.863737,57,31.842243
990.976975,137,32.705007
500.292213,76,33.157877
658.283969,92,33.712568
817.719033,113,34.397674
906.755376,125,35.215013
560.672579,83,35.740231
902.373118,124,37.27273
824.837834,114,37.959606
1228.184473,166,38.989115
735.51163,105,39.62078
690.579221,97,40.226018
940.639299,128,41.015668
691.300282,100,41.6398
756.078205,107,42.311806
641.75688,93,43.628915
1289.404878,172,44.695277
1175.166808,157,46.246739
1035.082996,141,47.246634
1013.80019,138,48.164206
861.561378,121,48.959308
864.322361,124,49.740149
1134.062367,154,50.707922
1537.99562,202,52.863111
1090.440921,147,54.103686
1423.641958,188,55.347372
1212.573515,164,56.414772
1399.160322,186,57.584823
1347.471613,180,59.458289
2343.553228,320,61.391255
1671.65624,222,62.734766
1876.178307,247,64.270929
1571.063392,210,66.444654
3877.258937,513,69.484052
22836.574155,3001,89.433553
24134.714487,3001,109.325278
22979.562387,3001,129.259491
22995.094603,3001,149.186731
22824.893912,3001,170.372722
22943.82177,3001,216.797992
20132.419245,2643,233.87154
12322.211015,1638,245.238431
22573.303687,3001,268.236933
22582.04239,3001,291.873254
14771.853546,1946,306.541916
15235.225746,2000,320.043749
20667.429139,2703,340.742476
22782.76602,3001,362.531351
18470.137126,2427,406.817056
21652.055484,3001,430.389128
12546.067193,1681,444.054104
21940.645831,3001,468.080657
18779.854766,2661,488.826705
22528.7556,3001,510.879065
8977.741836,1247,521.808981
22593.706331,3001,545.374882
10744.796481,1443,555.937954
7900.30152,1102,564.585186
22026.704599,3001,587.200001
8013.913116,1112,595.478043
2912.100133,388,598.284539
2424.530033,326,625.660476
20879.733985,3001,679.766162
2688.86992,361,686.955961
22288.977225,3001,722.930866
14882.276283,1965,738.427191
21205.218166,3001,761.390055
21368.897112,3001,785.452367
4461.726392,603,789.451561
4765.564115,644,794.388372
9238.749244,1261,804.553527
20784.857482,3001,827.420701
10212.974645,1378,839.168486
20687.338113,3001,860.74289
10491.731004,1411,895.260423
21351.229006,3001,919.551456
3536.46,473,922.521141
21661.09862,3001,945.533196
21159.323736,3001,969.654863
13383.930713,1771,983.960677
22074.966865,3001,1006.82756
3082.720463,412,1009.413901
21803.181765,3001,1033.684722
3560.569541,473,1037.552989
4166.869432,547,1040.987333
22406.937682,3001,1065.354142
6105.316889,830,1071.508167
