#{"t_start": 1784553574.126751, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
486.215088,71,1.43797
635.484835,87,1.936658
372.946339,56,2.260576
317.944859,51,2.551813
347.794568,55,2.873308
229.788713,39,3.103488
296.416717,49,3.391156
505.757207,75,3.832134
414.823227,64,4.223119
220.285278,39,4.464781
606.300576,85,5.010946
457.46021,67,5.407502
316.510733,52,5.715357
267.221272,43,5.967144
382.458714,58,6.309398
218.580731,38,6.541749
267.66474,45,6.808953
560.898196,81,8.265627
525.958078,76,8.777321
747.751558,105,9.417377
309.148296,53,9.738267
577.314235,83,10.240376
987.744849,134,11.064777
490.341331,72,11.532625
345.173211,53,11.867461
432.160902,65,12.253311
387.26796,61,12.616481
607.60358,86,13.13166
297.386742,48,13.416955
488.632192,72,13.864494
481.474959,70,14.294385
537.969115,83,15.528565
757.851075,104,16.155244
422.694238,63,16.53317
653.849723,91,17.140165
240.217085,45,17.422567
597.574584,87,17.940301
909.324052,123,18.673187
635.902301,91,19.215823
445.61212,66,19.606037
253.88157,44,19.869735
1144.726881,155,20.813045
350.717885,57,21.166808
573.02234,84,22.430792
543.639985,87,22.963797
587.562411,85,23.475285
398.455729,62,23.856826
249.062681,43,24.113055
706.420636,99,24.706624
349.582879,58,25.06084
703.526841,98,25.702821
768.96769,115,26.397846
1066.86483,145,27.384046
451.240622,71,27.831199
446.365325,67,28.234387
793.454753,111,29.825144
515.860745,80,30.310842
784.387198,108,30.959501
443.920689,72,31.392298
1790.252988,233,32.882258
574.3234,83,33.384159
903.290215,122,34.119321
840.272177,116,34.855483
697.753005,98,35.491932
758.452748,106,36.916526
1270.574701,169,37.942308
414.803924,70,38.360916
752.585471,105,39.026766
483.309889,79,39.499065
880.15085,123,40.261204
631.775769,89,40.806398
801.057361,112,41.512189
711.038223,102,42.155247
580.700339,84,42.665155
850.812898,120,44.162532
1001.293812,135,45.012356
1545.529215,203,46.884084
1037.7472,141,47.89287
702.49592,102,48.536641
1161.92976,157,49.557117
943.195819,127,50.35304
1189.833027,161,52.100217
1448.878803,195,53.69632
1146.031576,154,54.819871
823.277483,114,55.548286
2608.343376,354,57.789927
1517.933606,201,59.788182
2689.420688,350,61.902411
2185.882315,295,63.720092
22101.600714,3001,83.925895
24350.595402,3001,103.789662
23257.888076,3001,123.722458
23058.234498,3001,143.651235
22943.590844,3001,164.251824
22910.703842,3001,211.2927
22756.647584,3001,231.196527
22313.608281,2922,251.078865
22999.142932,3001,275.797846
17876.561202,2343,292.924081
22129.720218,2891,314.217105
22898.225575,3001,337.096745
7413.788778,1008,344.121097
3211.293379,426,346.689445
22902.503342,3001,369.690374
22761.528468,3001,419.250505
13453.945157,1782,433.479659
22798.880521,3001,455.857521
2981.31955,395,459.20611
17252.431192,2258,476.398553
21750.438206,3001,500.581094
22698.744054,3001,523.490121
3106.1363,410,526.068928
22507.202927,3001,550.251357
3738.282696,495,554.255919
21880.723879,3001,576.902622
11904.622407,1587,588.561881
20704.377292,3001,636.453824
20824.232432,3001,703.706119
21806.329848,3001,730.27548
3906.148435,516,735.4283
10934.875018,1467,745.908074
2489.702145,337,748.049014
21978.790259,3001,772.343706
6945.762528,932,779.098861
22229.842904,3001,803.307218
13997.226677,1854,817.861598
10029.772771,1354,827.522878
21724.131316,3001,851.072523
6650.984435,896,857.83012
20787.321323,3001,904.596275
4023.04343,546,908.044858
22151.996752,3001,931.376617
8860.471107,1214,941.678467
6543.06944,881,947.64597
4653.036355,644,953.510304
3295.889296,438,957.136603
21307.355998,3001,979.537813
21388.069615,3001,1003.372222
7369.720924,1003,1010.785695
5464.318464,743,1017.586357
8412.405946,1169,1025.829185
6855.668217,942,1033.974455
22121.942795,3001,1056.986941
12038.648877,1600,1070.207824
5231.39936,722,1074.77198
3432.381418,459,1079.721094
11366.412503,1522,1116.765146
