time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,blend
0.0,0.0,0.0,3.141592653589793,0.0,0.0,0,0.0
0.005,0.0012518269103732565,0.4956793648101925,-3.1397248655394616,0.7388437259175075,124.92482716474885,1,0.0
0.01,0.004890426615863384,0.9549177336311481,-3.134311868453779,1.4181587836236913,123.2703444537986,1,0.0
0.015,0.010786879768656388,1.3988025250182274,-3.1255752050425722,2.0680458618516684,126.63207397219556,1,0.0
0.02,0.018801684247174558,1.802471927258297,-3.113759068875537,2.6500867613819836,123.76979315400035,1,0.0
0.025,0.02877702942393514,2.183041759543942,-3.0991406724303836,3.1888158126513724,124.92173413028402,1,0.0
0.030000000000000002,0.040558994560616624,2.5252936085484667,-3.0819962475632883,3.6606391905960307,122.20328970768257,1,0.0
0.035,0.05400905433893625,2.8502300543772985,-3.0625828422895327,4.096222076455493,124.54493919620435,1,0.0
0.04,0.06904177213697965,3.158301216968321,-3.0410815608849813,4.4956204920301435,127.08337658213205,1,0.0
0.045,0.08549006604323815,3.4168114751155443,-3.0177974165831247,4.80987462580052,121.33231303974908,1,0.0
0.049999999999999996,0.1032025344653385,3.6639176631223833,-2.993013184293761,5.095545462197052,124.81391141592309,1,0.0
0.05499999999999999,0.12204747921774386,3.8701589715728697,-2.9669825149211504,5.309006948962219,120.7155919938695,1,0.0
0.05999999999999999,0.14192209821144824,4.0756820441391595,-2.9399164155466098,5.509564945067951,126.53393800616345,1,0.0
0.06499999999999999,0.16272710345480773,4.242755808502345,-2.912019627504975,5.641996806330604,122.52002115562046,1,0.0
0.06999999999999999,0.18435366709699114,4.404354559033034,-2.8835100854517384,5.75478126592786,126.60013661409798,1,0.0
0.075,0.20674595263198461,4.5492882070755,-2.854526781190507,5.83192221875896,127.57231869164472,1,0.0
0.08,0.22977758801208523,4.660635961822142,-2.825308533652297,5.849633558336129,123.42451748877762,1,0.0
0.085,0.25333602385088844,4.760272432400633,-2.7960718483697584,5.839753084553006,124.47466708500534,1,0.0
0.09000000000000001,0.27734827285845537,4.842535545055287,-2.7669738111270377,5.7947919611355,123.45315374930678,1,0.0
0.09500000000000001,0.3017601451260518,4.920319250306901,-2.738142858177,5.7332740088820655,125.55209041133546,1,0.0
0.10000000000000002,0.3265241349188926,4.983737824730645,-2.7096953045769,5.642011663175197,124.38412633308462,1,0.0
0.10500000000000002,0.35159007645169343,5.041331162560141,-2.6817489085067767,5.533207609319458,125.17361070134238,1,0.0
0.11000000000000003,0.3769254101090221,5.091744132968893,-2.6543948115330713,5.405509552400377,125.14475844185706,1,0.0
0.11500000000000003,0.4025107476894762,5.141481009432562,-2.6277044015595847,5.26800608990732,126.73083075691682,1,0.0
0.12000000000000004,0.42830117656073846,5.1741573118609585,-2.601779772446253,5.099774732687451,122.7757178104938,1,0.0
0.12500000000000003,0.4542743019666553,5.214572673056859,-2.576691991915544,4.933353895764873,126.22043197131725,1,0.0
0.13000000000000003,0.4803993411153027,5.235303801666735,-2.5525191315239004,4.734370429619085,120.50540691410043,1,0.0
0.13500000000000004,0.5066609686753859,5.269131443925205,-2.5293186217661527,4.54438732754884,125.15425184877692,1,0.0
0.14000000000000004,0.5330984036097568,5.305680183389226,-2.5070772394331517,4.35085780058241,126.43998796951703,1,0.0
0.14500000000000005,0.5597049488690471,5.336920001139773,-2.4858362353278114,4.144483256014263,124.81484121958333,1,0.0
0.15000000000000005,0.5864902283983434,5.37713193901012,-2.465615629493858,3.9427228137118724,127.99400595720472,1,0.0
