time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,blend,action_norm,policy_raw
0.05,-0.0642104,-1.4245515,3.0392944,-2.3786075,-150.0,1,0.0,-1.0,-74.4913253
0.1,-0.2218177,-3.3325381,2.8376631,-4.562797,-150.0,1,0.0,-1.0,-71.3082656
0.15,-0.4377981,-4.4651432,2.6301016,-4.1380004,-150.0,1,0.0,-1.0,-59.2845764
0.2,-0.682965,-4.9406743,2.4462614,-3.2208011,-150.0,1,0.0,-1.0,-43.3443107
0.25,-0.9631559,-5.5767927,2.3350677,-2.0773925,-150.0,1,0.0,-1.0,-30.6177845
0.3,-1.2783704,-6.4906849,2.3321027,0.5876204,-150.0,1,0.0,-0.9985419,-3.6115083
0.35000000000000003,-1.5819105,-6.0084538,2.3780627,1.4456732,113.0,1,0.0,0.7533411,0.9806361
0.4,-1.8095655,-3.6929297,2.6152758,5.2399253,150.0,1,0.0,1.0,15.2861022
0.45,-1.856264,-0.1764594,-3.0510156,13.1841402,150.0,1,0.0,1.0,19.0458316
0.5,-1.7687044,1.9911949,-2.2977962,13.8136138,150.0,1,0.0,1.0,15.4152965
0.55,-1.7687044,-0.3464281,-1.7161962,11.0704469,150.0,1,0.0,1.0,25.1403121
0.6,-1.7336806,0.4129215,-1.4269855,16.9389038,150.0,1,0.0,1.0,14.2723741
0.65,-1.5702359,2.3332283,-1.4349308,0.6816912,150.0,1,0.0,1.0,27.5557003
0.7000000000000001,-1.4476524,3.1088864,-1.595427,-4.5568156,150.0,1,0.0,1.0,33.5186882
0.75,-1.231672,4.4411344,-1.9259536,-9.1452827,150.0,1,0.0,1.0,8.7853765
0.8,-1.1090885,1.6944556,-2.5472803,-13.4515066,-150.0,1,0.0,-1.0,-9.6984548
0.85,-1.1032512,-0.5457895,2.7620515,-19.8646049,-150.0,1,0.0,-1.0,-50.4583702
0.9,-1.1149258,0.0967374,1.9066014,-16.6445026,-150.0,1,0.0,-1.0,-16.6503238
0.9500000000000001,-1.0740647,1.1835956,1.2676081,-11.9902639,148.0,1,0.0,0.983752,2.4023869
1.0,-0.9981798,0.5563572,0.8287637,-7.1073932,125.0,1,0.0,0.8308036,1.1907249
1.05,-0.9806678,0.0258693,0.5737595,-3.8305449,150.0,1,0.0,0.999477,4.1243672
1.1,-0.9865051,-1.6642026,0.4343967,-2.8943896,149.0,1,0.0,0.9957262,3.0731234
1.1500000000000001,-0.8872709,1.8727964,0.2816907,-2.7674214,49.0,2,0.6292602,0.3277544,0.3403103
1.2,-0.7705247,2.3360354,0.1764273,-1.8985862,98.0,2,0.9490425,0.6524279,0.7795145
1.25,-0.5954055,3.22442,0.1275021,-1.3413945,83.0,3,0.992996,0.5527055,0.6222686
1.3,-0.4844966,1.9624563,-0.0031781,-1.1671671,-105.0,3,0.9990373,-0.7007015,-0.8686774
1.35,-0.4377981,0.7195159,-0.0413158,-0.2988866,-124.0,3,0.9998677,-0.82458,-1.170961
1.4000000000000001,-0.3444012,0.3191972,-0.0190688,0.3529633,133.0,3,0.9999819,0.8884603,1.4145684
1.45,-0.2568416,2.3592691,-0.0206579,-1.0466808,-96.0,3,0.9999976,-0.6429701,-0.7632208
