time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,blend,action_norm,policy_raw
0.05,-0.1050715,-2.4501895,3.0200209,-2.6069765,-150.0,1,0.0,-1.0,-69.5270462
0.1,-0.2568416,-3.270034,2.8272852,-3.84533,-150.0,1,0.0,-1.0,-72.8495635
0.15,-0.4844966,-4.5258622,2.5989673,-4.06359,-150.0,1,0.0,-1.0,-57.0068664
0.2,-0.7413382,-5.2666501,2.4047491,-3.3584108,-150.0,1,0.0,-1.0,-41.3674011
0.25,-1.0273662,-5.9341149,2.2980031,-1.9931245,-150.0,1,0.0,-1.0,-27.1237525
0.3,-1.3367435,-6.3963718,2.2787294,-0.2601727,-150.0,1,0.0,-1.0,-9.574522
0.35000000000000003,-1.6344462,-5.2090659,2.3454456,1.2630594,-150.0,1,0.0,-0.9978114,-3.4082534
0.4,-1.9263116,-5.6896371,2.5885891,5.9784564,150.0,1,0.0,1.0,23.5108509
0.45,-2.0138714,-1.5010791,3.1326973,12.573987,150.0,1,0.0,1.0,21.6355323
0.5,-2.0313832,-0.6839966,-2.3867843,14.8430805,150.0,1,0.0,1.0,20.0283203
0.55,-2.0488951,-2.5546929,-1.8131296,11.0689182,150.0,1,0.0,1.0,33.2445678
0.6,-2.0372204,0.0241667,-1.4651231,9.0214691,150.0,1,0.0,1.0,20.5506362
0.65,-1.932149,2.1747767,-1.4317526,1.5952624,150.0,1,0.0,1.0,29.360424
