time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,blend,action_norm,policy_raw
0.05,-0.0058373,-0.5139035,2.9785087,0.9033111,-150.0,1,0.0,-1.0,-51.920063
0.1,-0.1167462,-2.5510003,2.9488571,-0.7714219,-150.0,1,0.0,-1.0,-54.2082328
0.15,-0.321052,-4.2731852,2.8139419,-3.0309607,-150.0,1,0.0,-1.0,-54.5014991
0.2,-0.5954055,-5.6108226,2.6538231,-3.2068946,-150.0,1,0.0,-1.0,-41.8562278
0.25,-0.9164574,-6.3761887,2.4922215,-2.8920547,-150.0,1,0.0,-1.0,-30.9569168
0.3,-1.2725331,-7.1261963,2.3765799,-1.9670418,-150.0,1,0.0,-1.0,-15.7781848
0.35000000000000003,-1.6636328,-7.8654508,2.2905902,-2.0152239,-150.0,1,0.0,-1.0,-14.3968524
0.4,-2.083919,-8.3779048,2.2757644,-0.4299364,-150.0,1,0.0,-0.9999686,-5.5309252
0.45,-2.5042052,-7.8322854,2.3187594,1.3966399,-69.0,1,0.0,-0.4590968,-0.4961663
0.5,-2.9303288,-8.9202976,2.3869581,2.1234734,150.0,1,0.0,0.9999999,8.1894111
0.55,-3.1930077,-4.4405169,2.6108281,5.3831262,150.0,1,0.0,1.0,16.8600177
0.6,-3.3039164,-2.6458368,-3.0128781,14.3872509,150.0,1,0.0,1.0,24.1958045
0.65,-3.3214282,-0.2412021,-2.2151646,15.7943668,150.0,1,0.0,1.0,21.0572395
0.7000000000000001,-3.3214282,-0.0155066,-1.6383318,10.9369335,150.0,1,0.0,1.0,18.5961418
0.75,-3.1404719,3.5635538,-1.4285745,9.4232025,148.0,1,0.0,0.9890461,2.6008589
0.8,-3.0178883,2.1900296,-1.2950926,1.9651832,150.0,1,0.0,1.0,31.7519397
0.85,-2.9069795,2.5075654,-1.4222183,-1.9955271,150.0,1,0.0,1.0,40.3378982
0.9,-2.7201857,4.2081937,-1.7384432,-9.370737,150.0,1,0.0,1.0,17.2576808
0.9500000000000001,-2.5742528,2.1636116,-2.3708934,-13.6459083,-149.0,1,0.0,-0.9911681,-2.7090497
1.0,-2.5684156,-0.1616523,2.9577524,-19.7899322,-150.0,1,0.0,-1.0,-42.9184913
1.05,-2.5917649,-0.1997941,2.0148298,-18.3729629,-150.0,1,0.0,-1.0,-23.5100498
1.1,-2.4575066,3.5871479,1.3120856,-13.881258,146.0,1,0.0,0.9747724,2.1801345
1.1500000000000001,-2.4458322,-0.095368,0.7976295,-9.3807935,-150.0,1,0.0,-0.9998244,-4.6699481
1.2,-2.3991336,1.520114,0.5559685,-3.9165701,150.0,1,0.0,0.9999194,5.0593385
1.25,-2.2590382,3.7835435,0.4358793,-2.8445928,150.0,1,0.0,0.9996109,4.2723684
1.3,-2.142292,2.8103985,0.2891036,-3.0673456,17.0,2,0.5478783,0.1128493,0.113332
