time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,blend,action_norm,policy_raw
0.05,-0.0933969,-2.2468278,3.0422596,-1.7175679,-150.0,1,0.0,-1.0,-65.7113494
0.1,-0.2626789,-3.5552778,2.8183898,-5.3001022,-150.0,1,0.0,-1.0,-65.5759506
0.15,-0.4961712,-4.8936777,2.5841417,-5.3676962,-150.0,1,0.0,-1.0,-57.923294
0.2,-0.7530128,-5.1840553,2.3914058,-3.8892309,-150.0,1,0.0,-1.0,-44.9022407
0.25,-1.0507154,-6.0082545,2.2579734,-2.8110572,-150.0,1,0.0,-1.0,-30.5821266
0.3,-1.3717674,-6.5765066,2.2372174,-0.5025818,-150.0,1,0.0,-1.0,-10.1113834
0.35000000000000003,-1.7220059,-6.9099936,2.287625,1.3032571,-34.0,1,0.0,-0.2288994,-0.2330277
0.4,-2.0021967,-5.886487,2.4507091,4.0269103,150.0,1,0.0,1.0,13.4322643
0.45,-2.142292,-1.7475116,2.9132749,10.8205213,150.0,1,0.0,1.0,19.8343868
0.5,-2.0955936,1.3895692,-2.6013085,15.0687026,150.0,1,0.0,1.0,18.0091743
0.55,-2.0430579,2.6678187,-1.9418443,11.9967594,150.0,1,0.0,1.0,16.5201168
0.6,-1.9087997,0.3947179,-1.5779471,5.9231281,150.0,1,0.0,1.0,35.9967842
0.65,-1.8854505,0.5340864,-1.4396979,0.7653486,150.0,1,0.0,1.0,41.924633
0.7000000000000001,-1.7745417,1.7798917,-1.4349308,-0.1265635,150.0,1,0.0,1.0,37.5548019
