time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,blend,action_norm,policy_raw
0.05,-0.1109089,-2.473402,3.0318815,-1.5816006,-150.0,1,0.0,-1.0,-63.1727066
0.1,-0.2743535,-3.5924677,2.82432,-3.5062587,-150.0,1,0.0,-1.0,-67.1967239
0.15,-0.5020085,-4.7176685,2.6123106,-3.4770057,-150.0,1,0.0,-1.0,-51.4798812
0.2,-0.7588501,-5.1209425,2.412162,-2.6772203,-150.0,1,0.0,-1.0,-38.5161933
0.25,-1.0448781,-5.7202081,2.2757644,-2.2370822,-150.0,1,0.0,-1.0,-29.9423599
0.3,-1.36593,-6.5406556,2.2742817,0.3017738,-150.0,1,0.0,-0.999913,-5.0208353
0.35000000000000003,-1.7044939,-6.505836,2.3157942,1.1392248,-128.0,1,0.0,-0.8533889,-1.268494
0.4,-1.9730101,-5.7015366,2.5174252,4.5865154,150.0,1,0.0,1.0,17.2854385
0.45,-2.0372204,-0.5293772,2.9903693,10.4239912,150.0,1,0.0,1.0,18.0082912
0.5,-1.9496608,2.3616659,-2.5282113,14.4296693,150.0,1,0.0,1.0,18.5271797
0.55,-1.8445893,2.9114537,-1.9052958,11.3464765,150.0,1,0.0,1.0,16.3094234
0.6,-1.914637,-1.2872372,-1.5795361,4.4860353,150.0,1,0.0,1.0,37.518547
0.65,-1.8387521,1.0009328,-1.4317526,3.3156931,150.0,1,0.0,1.0,32.4138946
0.7000000000000001,-1.762867,1.7324042,-1.4349308,-0.0767458,150.0,1,0.0,1.0,37.5649833
0.75,-1.5585613,3.8025979,-1.7749919,-7.6734781,150.0,1,0.0,1.0,19.5589866
0.8,-1.3892793,3.1057629,-2.3375229,-11.4578018,-148.0,1,0.0,-0.9853309,-2.4538974
0.85,-1.2666958,0.7369431,3.0481901,-18.807806,-150.0,1,0.0,-1.0,-46.9554939
0.9,-1.3250689,-0.712665,2.1186106,-18.4762306,-150.0,1,0.0,-1.0,-32.9822006
0.9500000000000001,-1.2958824,1.3389958,1.4099361,-14.2018213,43.0,1,0.0,0.2890318,0.2975095
1.0,-1.3133943,0.2431488,0.9295794,-8.9004974,-59.0,1,0.0,-0.3914118,-0.4134662
1.05,-1.2900451,0.1081205,0.6612319,-4.802155,150.0,1,0.0,0.9998891,4.9000849
1.1,-1.1908109,2.1768231,0.4788742,-3.6021971,141.0,1,0.0,0.9371565,1.7141646
1.1500000000000001,-1.079902,2.5742754,0.3187553,-3.6195802,-99.0,2,0.18,-0.6631321,-0.7983835
1.2,-0.9047828,3.0379133,0.2194222,-1.6006823,136.0,2,0.8872926,0.9045581,1.4967437
1.25,-0.7588501,3.2801616,0.1749448,-0.6828886,137.0,2,0.9845086,0.9106507,1.5313228
1.3,-0.60708,3.3332841,0.106746,-0.5154225,131.0,3,0.9978707,0.8746432,1.3525049
1.35,-0.4494728,3.8884329,0.0681988,-1.23708,78.0,3,0.9997074,0.5177728,0.5732919
1.4000000000000001,-0.2860281,2.9260967,-0.0365486,-1.001895,15.0,3,0.9999598,0.0973439,0.0976532
1.45,-0.1576073,0.2570703,-0.0969333,0.4786618,-9.0,3,0.9999945,-0.0612049,-0.0612815
1.5,-0.0583731,1.7692193,-0.0540284,-0.4839726,-58.0,3,0.9999992,-0.3879487,-0.4093832
1.55,0.1109089,2.3221297,-0.0492612,-0.3126329,-130.0,3,0.9999999,-0.8656212,-1.3153433
1.6,0.2159804,1.8276785,0.0014826,0.9569766,-124.0,3,0.9999999,-0.8239415,-1.1689693
1.6500000000000001,0.2451669,1.3276705,0.0578207,0.7737557,-126.0,3,0.9999999,-0.8382696,-1.2153245
1.7,0.30354,1.4428744,0.1467757,1.5769343,42.0,3,0.9999999,0.2767916,0.2842042
1.75,0.3852623,4.2903108,0.2120093,-0.4794322,150.0,3,0.9999999,0.9999317,5.1419262
