time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,blend,action_norm,policy_raw
0.05,-0.0933969,-1.7377021,3.030399,-2.3042488,-150.0,1,0.0,-1.0,-74.0719375
0.1,-0.2685162,-3.7650096,2.8435935,-3.4440639,-150.0,1,0.0,-1.0,-64.3055038
0.15,-0.4903339,-4.5438289,2.5826592,-4.611371,-150.0,1,0.0,-1.0,-59.4915809
0.2,-0.7471755,-5.0242743,2.3988189,-3.8619627,-150.0,1,0.0,-1.0,-45.7729721
0.25,-1.0390409,-5.7677092,2.3009684,-1.8869815,-150.0,1,0.0,-1.0,-27.5893421
0.3,-1.3600928,-6.5511989,2.2772469,-0.4770007,-150.0,1,0.0,-1.0,-10.2283706
0.35000000000000003,-1.6753075,-5.82834,2.3647193,1.9462099,149.0,1,0.0,0.9961804,3.1294155
0.4,-1.8737759,-3.2572472,2.6241712,6.3786787,150.0,1,0.0,1.0,15.7414913
0.45,-1.9963594,-1.7951328,-3.0859751,12.270976,150.0,1,0.0,1.0,22.1561927
0.5,-1.9671728,1.3852796,-2.2977962,14.4670896,150.0,1,0.0,1.0,16.0112056
0.55,-1.9263116,1.0258001,-1.7511558,10.2180271,150.0,1,0.0,1.0,26.4139022
0.6,-1.8912878,1.515009,-1.4253964,3.9978933,150.0,1,0.0,1.0,29.8428096
0.65,-1.8387521,1.7387993,-1.4317526,0.1547297,150.0,1,0.0,1.0,36.6152343
0.7000000000000001,-1.6636328,3.5988605,-1.5620564,-5.7361097,150.0,1,0.0,1.0,27.5673866
0.75,-1.4768389,3.6895918,-1.8814597,-8.05725,150.0,1,0.0,1.0,15.4999952
0.8,-1.3542555,2.3772013,-2.493252,-11.828123,-150.0,1,0.0,-1.0,-8.5719041
0.85,-1.3367435,-0.0253262,2.8332155,-18.8961353,-150.0,1,0.0,-1.0,-50.1294822
0.9,-1.3484182,-0.056516,1.9525613,-17.3328933,-150.0,1,0.0,-1.0,-20.3051414
0.9500000000000001,-1.3133943,1.2703943,1.2779862,-12.6844377,25.0,1,0.0,0.167697,0.1692961
1.0,-1.2783704,0.3841296,0.806525,-9.0903072,-150.0,1,0.0,-0.9999043,-4.9734587
1.05,-1.2783704,0.7001244,0.582655,-4.0538201,150.0,1,0.0,0.9991116,3.8594036
1.1,-1.3425809,-1.2725569,0.394367,-3.6347372,-114.0,1,0.0,-0.7577631,-0.9909408
1.1500000000000001,-1.3367435,-0.3563968,0.295034,-2.1302061,133.0,2,0.795586,0.8876337,1.4106573
1.2,-1.3542555,0.4880313,0.2120093,-1.5027366,126.0,2,0.9719037,0.843293,1.2324657
1.25,-1.2725331,1.7936236,0.1438105,-1.6331185,52.0,3,0.9961381,0.3464365,0.3613885
1.3,-1.2199974,1.635598,0.0815421,-0.7210639,134.0,3,0.9994691,0.8929551,1.4363229
1.35,-1.1849736,1.1962053,0.0400297,-0.6979039,-138.0,3,0.9999271,-0.922761,-1.6073064
1.4000000000000001,-1.0974139,0.9387749,0.0400297,-0.1102414,100.0,3,0.99999,0.6686983,0.8083847
1.45,-1.0156916,1.7629306,0.0103781,-0.4229856,104.0,3,0.9999986,0.6907927,0.8494704
1.5,-0.9456439,1.1418446,-0.0397268,-0.614292,-150.0,3,0.9999999,-0.9968565,-3.2269976
1.55,-0.8230605,1.3653595,-0.0063563,-0.3456537,-46.0,3,0.9999999,-0.3059227,-0.3160409
1.6,-0.7705247,2.1340477,0.0029652,-0.5046977,99.0,3,0.9999999,0.6585806,0.7903029
1.6500000000000001,-0.6888024,1.6568259,-0.0540284,-0.4541656,-109.0,3,0.9999999,-0.7264793,-0.9212311
1.7,-0.6888024,0.3331489,-0.0397268,0.4612512,92.0,3,0.9999999,0.6132924,0.7141818
1.75,-0.6304293,0.0584778,-0.046083,0.4581844,-6.0,3,0.9999999,-0.0383391,-0.0383579
1.8,-0.60708,0.8481784,-0.0079454,-0.3304473,-57.0,3,0.9999999,-0.3815957,-0.4019259
1.85,-0.5895681,1.1868302,-0.0079454,-0.4431151,-23.0,3,0.9999999,-0.1535949,-0.1548201
1.9000000000000001,-0.6362666,-0.2957742,-0.0015891,0.5524855,110.0,3,0.9999999,0.7353125,0.9401966
1.95,-0.6362666,0.0462583,-0.0079454,-0.0009012,-89.0,3,0.9999999,-0.5909703,-0.6791558
2.0,-0.6712904,-0.5070596,0.0103781,0.2043691,-53.0,3,0.9999999,-0.3519917,-0.3677153
2.05,-0.6712904,0.076679,-0.0158907,-0.7630321,-150.0,3,0.9999999,-0.9994293,-4.0807085
2.1,-0.6654531,-0.5316086,0.0044477,-0.0686465,-138.0,3,0.9999999,-0.9199944,-1.5889905
2.15,-0.6129174,0.0284684,0.0163084,-0.2068612,-59.0,3,0.9999999,-0.3930811,-0.415439
2.2,-0.5662189,1.2347105,0.0252039,-0.6512563,38.0,3,0.9999999,0.2549047,0.2606514
2.25,-0.5720562,1.1347683,-0.0143016,-0.5739192,-84.0,3,0.9999999,-0.56299,-0.6371999
2.3000000000000003,-0.5895681,-1.9666195,-0.0540284,1.1587543,-108.0,3,0.9999999,-0.7190977,-0.9057741
2.35,-0.6596158,-1.8812169,0.0088955,0.4957085,-127.0,3,0.9999999,-0.8455813,-1.2404408
2.4,-0.6421039,0.5524549,0.0726466,-0.4244697,132.0,3,0.9999999,0.8827582,1.388127
2.45,-0.5837308,1.3870474,0.0281691,-1.0264859,-99.0,3,0.9999999,-0.6629134,-0.7979934
2.5,-0.5603816,0.8933637,-0.0047672,-0.2858518,93.0,3,0.9999999,0.6187572,0.7229887
2.5500000000000003,-0.5078458,-0.3781826,-0.0143016,0.4427188,21.0,3,0.9999999,0.1433329,0.1443268
2.6,-0.5253577,-0.4532105,0.0029652,0.0804843,-103.0,3,0.9999999,-0.6891579,-0.8463503
2.65,-0.5195205,0.2933894,0.0192736,-0.166292,88.0,3,0.9999999,0.5859575,0.6714875
2.7,-0.6596158,-1.3873176,-0.0095344,0.4520209,-113.0,3,0.9999999,-0.7549933,-0.9844675
2.75,-0.7471755,-2.4595835,0.0163084,1.1650437,128.0,3,0.9999999,0.855281,1.2754987
2.8000000000000003,-0.7471755,-0.5886605,0.0785769,0.182101,140.0,3,0.9999999,0.9361299,1.7057972
2.85,-0.7063143,0.5605645,0.0622685,-0.2984455,143.0,3,0.9999999,0.9559,1.8960732
2.9,-0.5954055,2.9547836,0.0340994,-1.6813242,-106.0,3,0.9999999,-0.7038733,-0.874936
2.95,-0.5837308,0.2288085,-0.022247,0.3958328,125.0,3,0.9999999,0.8364492,1.2092326
3.0,-0.5253577,-1.051052,-0.0524393,0.8937606,38.0,3,0.9999999,0.2514514,0.2569616
3.0500000000000003,-0.5195205,-1.098689,-0.0111235,0.4829073,-78.0,3,0.9999999,-0.5174753,-0.5728856
3.1,-0.4669847,1.1219162,0.0311342,-0.7486085,56.0,3,0.9999999,0.3724862,0.3913067
3.15,-0.5895681,-0.6499521,-0.0079454,0.2706047,-94.0,3,0.9999999,-0.623949,-0.7314457
3.2,-0.5428697,-0.8465053,0.0029652,0.4541054,34.0,3,0.9999999,0.2240899,0.2279581
3.25,-0.6012427,-1.3606297,0.0207562,0.3256962,-54.0,3,0.9999999,-0.3584761,-0.3751361
3.3000000000000003,-0.7179889,-0.13219,0.0637511,-0.3330346,12.0,3,0.9999999,0.0792098,0.0793761
3.35,-0.7238263,-0.445799,0.0237213,0.0369955,-20.0,3,0.9999999,-0.134646,-0.1354687
3.4,-0.8055485,-1.3111805,0.0340994,0.4913477,34.0,3,0.9999999,0.2297002,0.2338729
3.45,-0.7296636,0.3656208,0.0340994,-0.8678295,-147.0,3,0.9999999,-0.9778768,-2.2465755
3.5,-0.7880366,-1.0957261,0.035582,0.711695,136.0,3,0.9999999,0.9034851,1.4908721
