time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,blend,action_norm,policy_raw
0.05,-0.0700477,-1.6109248,3.030399,-2.3588042,-150.0,1,0.0,-1.0,-75.085144
0.1,-0.2451669,-3.7887415,2.7946684,-5.093451,-150.0,1,0.0,-1.0,-67.3075942
0.15,-0.4786593,-4.764296,2.5619029,-4.8695197,-150.0,1,0.0,-1.0,-57.6432533
0.2,-0.7588501,-5.6862573,2.3914058,-2.2855739,-150.0,1,0.0,-1.0,-32.1139106
0.25,-1.0682274,-6.1652064,2.2194263,-2.7738516,-150.0,1,0.0,-1.0,-28.9582271
0.3,-1.4184658,-7.0543432,2.1779139,-0.5889162,-150.0,1,0.0,-1.0,-9.5492925
0.35000000000000003,-1.8387521,-8.1751728,2.2298045,1.6906559,149.0,1,0.0,0.9917989,2.7462663
0.4,-2.1889905,-6.6842594,2.3395154,2.9197134,150.0,1,0.0,0.9999359,5.1733188
0.45,-2.3932964,-2.908535,2.7620515,9.9621515,150.0,1,0.0,1.0,23.225296
0.5,-2.3816218,0.5432302,-2.78723,15.0263824,150.0,1,0.0,1.0,20.3115348
0.55,-2.2998993,3.1649327,-2.0499012,13.9970855,150.0,1,0.0,1.0,13.4371147
0.6,-2.0080339,5.6655058,-1.5843034,7.3955874,150.0,1,0.0,1.0,13.1750068
0.65,-1.9204744,1.6049271,-1.3840806,4.263638,150.0,1,0.0,1.0,28.0867366
0.7000000000000001,-1.8621013,1.5229434,-1.3745461,-0.9673231,150.0,1,0.0,1.0,42.3607292
0.75,-1.7103313,3.0401804,-1.5684127,-5.2256317,150.0,1,0.0,1.0,34.928791
0.8,-1.535212,3.4443762,-1.9815711,-9.6916294,150.0,1,0.0,1.0,11.6164302
0.85,-1.4301404,1.6430302,-2.699831,-14.5934333,-150.0,1,0.0,-1.0,-19.7099914
0.9,-1.4593271,-0.6840132,2.5811765,-19.3508739,-150.0,1,0.0,-1.0,-50.3224105
0.9500000000000001,-1.4593271,0.2531129,1.7598257,-15.2064914,-146.0,1,0.0,-0.9740525,-2.1658842
1.0,-1.3717674,1.583025,1.1297279,-11.969942,-143.0,1,0.0,-0.9531853,-1.8655098
1.05,-1.36593,0.385177,0.7279481,-7.7913136,-150.0,1,0.0,-0.9992678,-3.9561498
1.1,-1.400954,-1.4298453,0.5618989,-3.5649299,150.0,1,0.0,0.9999934,6.3086867
1.1500000000000001,-1.4359778,-0.0095916,0.4017799,-3.6486024,-40.0,1,0.0,-0.2673459,-0.2740033
1.2,-1.3600928,2.3350329,0.3009643,-1.9252467,145.0,2,0.6959934,0.9648038,2.011106
1.25,-1.2024854,3.8679838,0.1764273,-2.3552088,4.0,2,0.9582149,0.0233387,0.0233429
1.3,-1.0098543,3.7395863,0.0667162,-2.0414848,-110.0,3,0.9942567,-0.7325238,-0.9341519
1.35,-0.8580843,1.8058952,-0.0158907,-0.614584,-102.0,3,0.9992105,-0.6826267,-0.8340164
1.4000000000000001,-0.7705247,1.050634,-0.0174798,-0.2071784,-73.0,3,0.9998915,-0.487093,-0.5322419
1.45,-0.5895681,3.6855883,-0.0143016,-1.5791133,-74.0,3,0.9999852,-0.4941002,-0.5414704
1.5,-0.4553101,2.0618109,-0.1191803,-0.7766538,-149.0,3,0.9999979,-0.9909446,-2.696501
1.55,-0.3327266,0.1734988,-0.1112349,0.4544629,-139.0,3,0.9999998,-0.9294246,-1.6541481
1.6,-0.2393296,1.8419972,-0.0492612,-0.5681123,-7.0,3,0.9999999,-0.0478729,-0.0479095
1.6500000000000001,-0.227655,1.3716689,-0.0715082,-0.2343991,-14.0,3,0.9999999,-0.09598,-0.0962764
1.7,-0.1576073,-0.4876873,-0.1032896,0.5791132,-132.0,3,0.9999999,-0.8804282,-1.3776689
1.75,-0.1459327,0.5903699,-0.0270142,-0.2451674,-38.0,3,0.9999999,-0.2519491,-0.2574929
1.8,-0.15177,1.560256,-0.0349596,-0.9328022,-120.0,3,0.9999999,-0.7994994,-1.0972232
1.85,-0.1109089,-0.5317373,-0.0619738,0.7326671,86.0,3,0.9999999,0.5700954,0.6476641
1.9000000000000001,-0.1284208,-2.1064388,-0.0651519,1.0983116,-113.0,3,0.9999999,-0.751851,-0.9771996
1.95,-0.1459327,-0.6313887,0.0326168,0.5543494,149.0,3,0.9999999,0.9962776,3.1423256
2.0,-0.1634446,1.0285985,0.0222387,-0.8560665,7.0,3,0.9999999,0.0467004,0.0467344
2.05,-0.0817223,0.398313,-0.0095344,0.2284882,146.0,3,0.9999999,0.9736417,2.1579267
2.1,-0.1634446,-2.0784261,-0.0254251,1.4116982,106.0,3,0.9999999,0.7043443,0.8758702
2.15,-0.1809566,-0.5425614,0.0074129,0.1261895,85.0,3,0.9999999,0.5678624,0.6443622
2.2,-0.2218177,-0.3113285,0.0029652,-0.0156997,65.0,3,0.9999999,0.4349975,0.4660441
2.25,-0.1867939,-0.0192367,-0.0206579,-0.4709651,-129.0,3,0.9999999,-0.8592904,-1.2906258
2.3000000000000003,-0.3093774,-1.8428823,-0.0031781,0.6427659,-111.0,3,0.9999999,-0.7373034,-0.9445449
2.35,-0.4261235,-1.3680164,0.0340994,0.1348098,-96.0,3,0.9999999,-0.639097,-0.7566458
2.4,-0.4144489,0.7538682,0.0400297,-1.3405514,-147.0,3,0.9999999,-0.9787041,-2.265841
2.45,-0.4786593,-0.7794141,0.0326168,-0.0670868,-96.0,3,0.9999999,-0.6376859,-0.7542639
2.5,-0.5545443,-0.6697791,0.0281691,-0.2467337,-138.0,3,0.9999999,-0.9186271,-1.5801618
2.5500000000000003,-0.5370324,-0.1106445,0.0326168,0.3099146,139.0,3,0.9999999,0.925643,1.6270687
2.6,-0.5720562,-1.2191051,0.0429949,0.5872488,140.0,3,0.9999999,0.9327871,1.6794264
2.65,-0.5895681,-0.3354892,0.0385472,0.1446895,135.0,3,0.9999999,0.8975566,1.4595062
2.7,-0.5253577,0.4178082,0.0074129,-0.6756731,-138.0,3,0.9999999,-0.9229577,-1.608632
2.75,-0.5370324,-0.7543186,-0.0031781,0.5036824,54.0,3,0.9999999,0.362994,0.3803299
2.8000000000000003,-0.4611474,0.7933614,0.0074129,-0.7225304,-118.0,3,0.9999999,-0.7892872,-1.0695383
2.85,-0.4144489,1.735652,-0.0143016,-1.2901334,-145.0,3,0.9999999,-0.9667931,-2.0407013
2.9,-0.4553101,-0.1237806,-0.0270142,0.0407358,-125.0,3,0.9999999,-0.8352827,-1.2053613
2.95,-0.4961712,-1.5360928,-0.0301923,0.7177344,-93.0,3,0.9999999,-0.6227337,-0.7294581
3.0,-0.5311951,-0.9312065,0.0252039,0.1390137,-93.0,3,0.9999999,-0.6230272,-0.7299377
3.0500000000000003,-0.5603816,0.5485635,0.0444775,-0.8104883,-88.0,3,0.9999999,-0.5882898,-0.6750468
3.1,-0.6129174,-0.6701257,0.0074129,0.1235923,-70.0,3,0.9999999,-0.4639544,-0.5023387
3.15,-0.6479413,-0.6567986,0.017791,-0.1198095,-138.0,3,0.9999999,-0.9212849,-1.5974571
3.2,-0.700477,-1.2394956,0.0192736,0.077941,-138.0,3,0.9999999,-0.920292,-1.5909313
3.25,-0.6479413,0.7103466,0.0607859,-0.8276692,-35.0,3,0.9999999,-0.2338838,-0.2382941
3.3000000000000003,-0.6304293,1.3571875,0.0429949,-0.9906317,-47.0,3,0.9999999,-0.3139626,-0.3249354
3.35,-0.6712904,-0.6955468,-0.0095344,0.5390023,25.0,3,0.9999999,0.1694703,0.1711213
3.4,-0.7179889,-2.0290796,-0.0143016,1.0543619,-98.0,3,0.9999999,-0.6552169,-0.7843858
3.45,-0.7413382,-0.5748562,0.0548556,0.0052098,38.0,3,0.9999999,0.2551621,0.2609267
3.5,-0.7705247,0.5942081,0.0622685,-0.4898659,80.0,3,0.9999999,0.5318383,0.592705
3.5500000000000003,-0.8405724,0.2386009,0.0266865,-0.4155766,-133.0,3,0.9999999,-0.8864845,-1.405265
3.6,-0.8288978,-0.5808851,0.0148258,0.3177065,-7.0,3,0.9999999,-0.0457672,-0.0457992
3.65,-0.7355008,0.2691893,0.0370646,-0.2570159,-8.0,3,0.9999999,-0.0534645,-0.0535156
3.7,-0.6654531,1.9476663,0.0444775,-1.1392062,25.0,3,0.9999999,0.1678765,0.1694807
3.75,-0.6771278,1.7032705,0.0044477,-0.5014263,124.0,3,0.9999999,0.8292282,1.1856603
3.8000000000000003,-0.6888024,-0.8612501,-0.0397268,0.9680503,92.0,3,0.9999999,0.6151624,0.7171847
3.85,-0.7821993,-2.091784,-0.0143016,1.1769671,-28.0,3,0.9999999,-0.1866705,-0.1888853
3.9,-0.7705247,-0.4730973,0.0504078,0.2305398,127.0,3,0.9999999,0.8491522,1.2531055
3.95,-0.776362,0.9718435,0.0563381,-0.5455997,105.0,3,0.9999999,0.6998382,0.8669832
4.0,-0.8989455,-0.2062241,0.0385472,0.5583765,148.0,3,0.9999999,0.9891105,2.6038205
4.05,-0.8814335,-0.9744658,0.0044477,0.6405101,55.0,3,0.9999999,0.3686887,0.3869046
4.1,-0.9806678,-1.5242881,0.0311342,0.6153848,-42.0,3,0.9999999,-0.2801553,-0.2878506
4.15,-0.9398067,0.6628703,0.071164,-0.6614869,-56.0,3,0.9999999,-0.3748527,-0.3940573
4.2,-0.8464097,2.9273336,0.0637511,-1.5629528,-23.0,3,0.9999999,-0.1502698,-0.1514165
4.25,-0.7530128,2.602221,-0.0111235,-1.2947035,-126.0,3,0.9999999,-0.8380901,-1.2147209
4.3,-0.776362,-1.1740441,-0.0556175,0.8670282,-74.0,3,0.9999999,-0.4943766,-0.541836
4.3500000000000005,-0.8113859,-0.6293991,-0.0047672,0.1343001,-141.0,3,0.9999999,-0.9382391,-1.7231321
4.4,-0.7588501,1.539235,0.0340994,-0.8400531,-40.0,3,0.9999999,-0.2677844,-0.2744755
4.45,-0.624592,2.2762475,0.0014826,-0.9724069,59.0,3,0.9999999,0.3935791,0.4160282
4.5,-0.60708,0.4006568,-0.0540284,0.1618741,-66.0,3,0.9999999,-0.4430713,-0.4760458
4.55,-0.624592,-1.9221033,-0.0524393,1.2686337,-80.0,3,0.9999999,-0.5313541,-0.5920302
4.6000000000000005,-0.7121516,-1.143602,0.0311342,0.4102441,48.0,3,0.9999999,0.3177953,0.3291929
4.65,-0.6362666,1.4350214,0.0548556,-0.6102168,127.0,3,0.9999999,0.8499924,1.2561254
4.7,-0.7646874,0.1933882,0.0148258,0.1157026,85.0,3,0.9999999,0.5665276,0.6423943
4.75,-0.7471755,-0.9857335,-0.0079454,0.8353683,109.0,3,0.9999999,0.7258983,0.9200019
