#{"t_start": 1784742743.9364586, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
539.171479,78,1.957455
611.694772,85,2.260012
302.821974,49,2.436656
350.546237,57,2.645977
580.053495,81,2.954395
489.928237,72,3.216849
285.376433,48,3.398664
314.271887,51,3.591803
508.4376,74,3.856978
323.350118,52,4.055052
414.876434,63,4.285381
502.252026,77,4.570816
227.456856,38,4.713674
224.640584,38,4.854207
288.357396,46,5.027537
273.878535,45,5.200536
236.397558,41,5.352063
715.175121,99,7.374974
407.845841,63,7.61751
532.025382,77,7.887778
313.788937,50,8.077357
462.089108,72,8.339402
477.601851,69,8.612609
684.125314,95,8.97613
779.86514,107,10.231089
626.452771,90,10.560214
292.342569,48,10.745343
319.110063,50,10.937025
450.459721,69,11.233489
242.719129,43,11.400594
904.045084,123,13.515482
624.537468,90,13.835436
681.970936,98,14.219256
484.694229,73,14.481592
432.592045,66,14.740007
462.913092,73,15.01608
544.126966,82,15.346887
274.902451,48,15.525862
435.231667,67,15.777158
435.560955,68,16.046846
667.797919,93,16.382071
378.568079,58,16.614816
689.903818,98,16.992924
450.300265,65,17.235109
365.462468,55,19.082702
1068.867872,143,20.662498
933.993112,127,21.13255
870.808762,119,21.574659
808.956435,116,21.990257
570.778273,82,22.297993
708.054815,101,22.678843
324.382373,53,22.872572
664.757304,95,23.224892
1238.127983,164,23.840942
1328.411259,176,26.125414
788.653627,110,26.522425
385.978516,60,26.747523
736.143085,105,27.128401
717.511915,100,27.507371
922.358281,126,29.156451
585.771419,85,29.45605
872.610931,123,29.901581
589.042947,86,30.215379
1401.677022,183,32.581323
896.542463,125,33.03427
911.841228,124,33.474094
811.262961,114,33.88788
1282.603832,170,34.494423
1056.336512,144,35.02031
1397.112727,185,35.685482
1594.14281,210,39.926112
1304.854547,174,40.556382
785.690217,111,40.963315
1255.214221,167,41.566234
1254.899249,172,42.179289
1260.214078,167,42.77422
1133.307837,153,45.005482
1508.609745,201,45.718711
1773.627472,234,46.547558
951.797263,132,49.149383
1381.783604,185,49.838057
1192.118069,162,50.439638
2463.310061,330,53.350164
1311.674385,177,54.004817
2287.161764,306,55.102771
2021.772642,271,57.734407
2697.081181,356,65.515719
2573.036471,346,66.802961
4022.316505,529,70.368695
23558.020172,3001,129.057894
22581.206847,3001,188.751733
22912.039632,3001,250.131757
22978.798303,3001,311.210673
23038.258991,3001,376.427172
22919.609506,3001,438.401515
18808.759046,2460,474.174343
22993.478413,3001,534.486362
15266.744153,2005,587.07983
22332.131157,3001,626.404216
14682.171372,1933,677.294032
22555.887447,3001,737.46752
18024.772116,2356,773.056204
16374.192085,2147,805.037437
22700.659623,3001,866.093977
22174.737936,3001,925.646124
10176.40042,1369,956.408464
9601.251626,1316,986.122037
22797.425513,3001,1046.614302
22421.875183,3001,1104.338009
13678.006655,1804,1134.307694
3194.172134,425,1135.936402
22711.318141,3001,1192.589378
21596.242604,3001,1252.561525
21603.558274,3001,1316.624759
21476.712106,3001,1373.069829
5908.240422,805,1377.71007
21939.33374,3001,1435.917888
8118.405075,1133,1464.168866
10082.283519,1361,1492.211877
9393.266123,1273,1520.357093
22332.189645,3001,1576.804255
3628.167564,478,1580.184974
13101.208396,1733,1608.364265
8759.60451,1175,1638.228007
22345.175371,3001,1698.232192
12118.128367,1608,1724.525357
3003.634356,398,1727.645514
22831.010305,3001,1782.617112
3133.215889,425,1785.775488
3045.718964,410,1805.273646
5266.364984,716,1809.604364
12966.161923,1714,1843.643734
5507.238829,735,1866.833069
22197.873779,3001,1905.240233
22488.848956,3001,1961.291104
22733.184368,3001,2016.277567
22180.08218,3001,2078.117617
22469.571509,3001,2139.019652
4439.742706,583,2164.344151
17192.860009,2241,2195.267466
21503.675054,3001,2256.189614
4714.192093,631,2258.554275
