#{"t_start": 1784742743.9542034, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
718.199344,101,2.020967
288.939021,50,2.197315
352.325544,53,2.392705
392.130103,63,2.619407
648.882851,90,2.963595
371.222485,59,3.178351
286.860273,45,3.348546
434.138157,65,3.593236
1142.096036,155,4.16331
523.812862,76,4.440221
272.217458,45,4.618841
247.532842,43,4.767707
413.372539,61,4.999861
172.916103,30,5.108988
616.622707,87,5.433897
302.264039,51,7.282606
362.335255,58,7.506463
606.07854,87,7.815402
429.687766,65,8.061037
280.348112,48,8.234828
473.926733,72,8.500689
533.149908,77,8.797497
235.712107,40,8.965426
213.586483,38,9.131361
491.683689,72,10.22995
612.887338,87,10.548386
461.139234,70,10.818125
568.176642,80,11.127609
403.361737,63,11.39971
421.026429,66,11.640259
466.297606,69,13.556426
437.113735,66,13.790595
406.626268,65,14.024928
403.44848,62,14.274707
748.733557,105,14.672551
516.865893,75,14.960902
925.386946,125,15.447709
471.673058,69,15.708536
828.393305,117,16.15857
314.787698,50,16.33614
334.863925,54,16.551854
261.107737,47,16.739296
748.52262,104,17.131822
838.822932,115,19.193909
421.757507,63,20.485731
726.090461,100,20.851687
820.882714,113,21.26946
407.252645,64,21.511701
701.804172,99,21.872372
407.906837,62,22.103493
630.26529,89,22.424049
989.020882,136,22.936709
284.034407,51,23.11785
999.903066,136,23.626745
708.265867,98,25.644299
746.129724,106,26.015747
943.181404,128,26.487814
418.257303,70,26.751454
798.229095,113,27.167707
745.036675,104,27.561211
632.040948,90,29.06806
1227.159523,165,29.667112
785.016814,108,30.051
860.934793,120,32.192656
905.535477,129,32.657995
665.840724,96,33.004788
1329.127104,179,33.651646
985.268697,136,34.1461
1016.323781,138,34.64086
1180.410213,156,35.201367
853.387715,122,35.634695
876.666407,119,37.872065
1384.697206,186,40.216806
885.235315,123,40.66919
1103.479905,153,41.224833
1358.024902,181,41.868298
1104.894137,153,42.417253
1805.870215,235,44.941985
1575.83668,210,45.686697
1629.821938,215,46.446507
1427.528557,191,49.266459
2416.775578,310,50.418046
1453.635344,195,52.844684
1808.187988,239,53.712863
1758.197763,242,54.582625
2002.846885,260,55.51545
3543.415815,475,65.388808
1969.848413,258,66.341168
1937.725132,255,67.279935
2012.635712,267,69.906343
23812.326336,3001,128.558359
22397.262065,3001,186.49656
6875.373607,907,211.822491
8032.667808,1072,217.667003
22943.452556,3001,283.381055
9105.837616,1215,313.14548
22935.026345,3001,376.670695
19495.015019,2549,413.60858
4651.711465,622,440.919837
2358.879767,320,442.101056
2305.086276,309,443.274785
23110.294583,3001,503.442636
3152.269159,415,506.67985
19272.596234,2518,560.99715
22990.086954,3001,622.237199
5630.483952,768,626.746856
14678.945655,1931,679.311954
3986.542846,538,681.298508
2290.128022,298,682.393786
16010.546699,2101,737.578877
12796.618897,1695,769.061213
2977.677382,391,770.521463
12163.34742,1615,800.508127
22824.886034,3001,861.633255
22815.156889,3001,921.158638
22710.132078,3001,984.44487
22498.916573,3001,1044.911828
22486.523934,3001,1102.696616
3269.934294,436,1104.27016
21670.409354,3001,1160.60197
13458.560549,1780,1190.834996
9751.657929,1317,1219.883407
3486.725916,462,1221.581369
22263.114125,3001,1281.955258
22246.565675,3001,1343.660836
2567.099244,341,1346.558151
3475.664064,457,1348.250543
21350.577129,3001,1406.661321
14209.253689,1872,1459.077918
22117.768794,3001,1496.385128
22426.009365,3001,1554.309325
22601.199625,3001,1610.796853
2666.64192,356,1634.320882
22737.837808,3001,1672.562775
22215.159679,3001,1729.016549
22378.050675,3001,1785.593619
22288.823684,3001,1844.041122
22017.473431,3001,1902.898868
11263.081074,1505,1929.987957
22722.948095,3001,1985.682452
22120.444172,3001,2044.750438
10821.158349,1448,2074.045758
13690.808222,1804,2106.034867
2698.599348,362,2109.057553
22338.355174,3001,2167.681354
22045.079537,3001,2225.890564
5474.371735,746,2252.36098
11943.970554,1587,2281.316224
5670.50571,751,2284.130808
