#{"t_start": 1784742743.9563303, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
467.104964,71,1.914774
291.510481,46,2.073373
493.721036,72,2.334638
614.062241,90,2.665442
554.35747,82,2.978083
243.543799,41,3.12454
357.646917,55,3.33004
295.972647,46,3.506762
328.541703,56,3.70983
442.526486,66,3.949336
275.35228,47,4.129926
413.053823,63,4.358739
255.162686,42,4.509821
432.628416,64,4.751607
411.872823,64,4.993193
442.586974,68,5.249363
263.711264,44,5.41085
518.42369,77,7.356635
595.147249,85,7.674509
687.081973,99,8.036714
497.544639,73,8.300411
342.703933,54,8.504977
960.476871,128,9.012392
411.68686,63,10.098312
397.806398,60,10.318728
505.513466,73,10.591773
371.982375,59,10.816739
256.126223,44,10.98027
421.669641,65,11.272693
450.829742,70,11.531213
379.063756,61,11.75854
867.228931,118,13.838514
555.481473,79,14.150774
801.975279,111,14.555678
359.436172,59,14.79242
693.795803,98,15.157494
351.898628,56,15.391021
446.939708,70,15.656109
499.680678,77,15.957791
530.823986,78,16.244607
645.224464,93,16.601349
431.874731,68,16.865638
313.851826,53,17.065758
367.19294,56,17.269588
904.553731,124,20.42987
995.170621,133,20.920654
675.619863,95,21.268047
1119.460254,151,21.827368
1103.258247,149,22.37017
935.676525,127,22.845736
749.793783,107,23.244283
405.538163,63,23.478629
1077.160532,148,25.676284
801.940034,111,26.075375
550.629988,85,26.387657
1239.629335,164,26.990517
721.178508,100,27.359704
930.711853,128,29.020711
830.598324,113,29.422289
1036.978319,143,29.939844
813.476651,113,30.349504
914.24407,123,32.500253
899.671329,126,32.95644
996.463782,136,33.438913
629.629437,92,33.780871
619.527584,94,34.118184
1132.688782,153,34.675123
834.58699,118,35.088687
924.693851,128,35.551857
785.969229,108,37.746651
1885.148108,255,40.343133
922.786814,128,40.811686
848.182619,117,41.239004
1257.031487,171,41.845348
638.609574,93,42.182049
1027.749194,143,42.690794
1055.368697,145,44.894071
1196.285656,163,45.475521
1611.18577,213,46.225708
1461.044637,194,46.9081
1236.384697,169,49.669534
1174.13977,157,50.257085
1984.51492,263,52.933334
1749.150523,229,53.764424
1430.966041,192,54.453675
1333.582128,179,55.105211
1863.932648,246,57.649711
1872.912642,246,65.03306
4364.270542,550,67.056278
1750.64274,234,69.560153
6188.933224,803,92.38632
23185.620133,3001,131.225015
22483.476395,3001,190.934639
4849.554611,642,215.292196
5524.839456,732,219.878829
22980.757125,3001,283.749475
23062.961461,3001,346.140694
3857.668913,509,349.642617
14285.382668,1882,407.160171
21631.584398,2824,444.424304
14890.039719,1959,499.079981
5028.878175,669,503.195638
12191.217391,1693,534.586301
23099.903431,3001,592.878217
22840.227943,3001,652.645236
14559.764211,1916,682.675757
22730.365897,3001,742.839563
22730.044068,3001,801.537959
22452.945041,3001,862.636443
3711.829646,504,866.114123
22740.036789,3001,925.666155
22187.908966,3001,988.952983
22785.326999,3001,1047.808748
12157.395846,1614,1079.904493
22623.125549,3001,1134.819067
14085.46132,1855,1165.216549
12216.081785,1622,1193.256966
14560.70872,1916,1247.542387
22253.072279,3001,1286.477821
4595.867749,610,1315.52641
3102.438346,410,1317.070176
9494.210873,1303,1344.07519
11090.512353,1482,1372.680355
13570.446007,1792,1405.094833
22795.013331,3001,1463.281178
10115.723412,1361,1491.298655
21539.183152,3001,1549.192792
11954.334404,1588,1577.082325
10824.135036,1449,1605.799489
21859.179532,3001,1666.273083
10018.633809,1350,1672.946421
22097.89973,3001,1729.400464
22201.594819,3001,1785.981547
3562.044787,471,1805.696358
7287.404068,1016,1811.14102
4152.459247,542,1839.180652
7891.693072,1076,1844.807992
3749.035201,509,1867.169305
22836.266225,3001,1925.442043
22012.44275,3001,1961.644319
12841.448852,1700,2010.208908
5067.677547,673,2014.318739
21702.140695,3001,2076.166489
21550.893117,3001,2135.438819
8640.158649,1186,2164.604152
8682.87511,1187,2170.561164
3467.729559,469,2191.755261
4921.371145,662,2195.783737
14816.813183,1944,2229.085216
