time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,blend,action_norm,policy_raw
0.0,0.0220296836456432,0.0,-2.9909299212951264,0.0,120.0,1,0.0,-0.5268536861939261,-0.5857799053192139
0.005,0.025203181262778748,0.05432045896229809,-2.9867964100748683,0.0712021878935376,120.0,1,0.0,-0.508081044612422,-0.5601396560668945
0.01,0.030336216088277766,0.19941522507849196,-2.9801637620752093,0.2600772019330566,120.0,1,0.0,-0.45690182024482623,-0.49338865280151367
0.015,0.03730316388267423,0.40621316008382924,-2.9712441294795555,0.5266903014327431,120.0,1,0.0,-0.3913835201098228,-0.413432776927948
0.02,0.045980859916754616,0.6530072597826995,-2.9602499701282854,0.8409993558572453,120.0,1,0.0,-0.32856045448865345,-0.3412136435508728
0.025,0.05624905900251624,0.9236402465410344,-2.947392635593879,1.1804574844564404,120.0,1,0.0,-0.2778359085697585,-0.2853354215621948
0.03,0.06799088145366054,1.2061401391938555,-2.932880997374726,1.5282098400626452,120.0,1,0.0,-0.23248938417780268,-0.23681949079036713
0.035,0.08109327546382339,1.4916962269526066,-2.916920084407685,1.871739291004646,120.0,1,0.0,-0.18018519029343513,-0.18217408657073975
0.04,0.09544750271785335,1.7738918707225881,-2.8997097375455048,2.201850116605526,120.0,1,0.0,-0.13484420499782288,-0.1356705278158188
0.045,0.11094963592438731,2.048130265743431,-2.881443310392094,2.5119049305631576,120.0,1,0.0,-0.10711994942383897,-0.10753251612186432
0.05,0.12750104507642396,2.3112043596342695,-2.862306459837132,2.797250055592917,120.0,1,0.0,-0.10493972559795245,-0.10532750189304352
0.055,0.14500884366653155,2.560973727327525,-2.8424760738186703,3.0547800694427685,120.0,1,0.0,-0.0995969223525058,-0.09992821514606476
0.06,0.16338626619848395,2.7961202250010206,-2.822119379439318,3.28260435300517,120.0,1,0.0,-0.09844611700588356,-0.0987660139799118
0.065,0.18255295296792695,3.0159612953483967,-2.8013932636773635,3.479787983721492,120.0,1,0.0,-0.09715574054495804,-0.09746317565441132
0.07,0.20243512568166172,3.2203053099834418,-2.780443824230793,3.6461467758888433,120.0,1,0.0,-0.09571833802505778,-0.09601227939128876
0.075,0.22296564639999902,3.4093376181743227,-2.7594061522436224,3.782082054245161,120.0,1,0.0,-0.09412661448298351,-0.09440608322620392
0.08,0.24408396103850277,3.5835292495476057,-2.7384043341464372,3.888445140042398,120.0,1,0.0,-0.09237390712804003,-0.09263800084590912
0.085,0.26573593613687096,3.7435626690858874,-2.717551648265662,3.9664247598910563,120.0,1,0.0,-0.0904542745565536,-0.09070219099521637
0.09,0.2878736031304539,3.8902707567328223,-2.6969509240827256,4.017452863957061,120.0,1,0.0,-0.08836261623064422,-0.08859367668628693
0.095,0.3104548277216339,4.024586417228761,-2.676695028174232,4.043125857114608,120.0,1,0.0,-0.08609517735048718,-0.08630885183811188
0.1,0.33344292327378827,4.147501042480574,-2.6568674404939783,4.045139188260643,120.0,1,0.0,-0.08364973005736343,-0.08384566009044647
0.105,0.35680622679745033,4.260030559468151,-2.637542886991302,4.025233775208163,120.0,1,0.0,-0.08102563739490123,-0.0812036544084549
0.11,0.38051765452820296,4.3631880957842135,-2.6187879987057525,3.9851530065399348,120.0,1,0.0,-0.0782245401307229,-0.07838468253612518
