time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,blend,action_norm,policy_raw
0.0,-0.03408535742070846,0.0,-3.063424519266337,0.0,120.0,1,0.0,-0.413639054921993,-0.4399935007095337
0.005,-0.03073194133858148,0.05742499747720675,-3.0587256258945192,0.08082859530103015,120.0,1,0.0,-0.2907303962291234,-0.299363911151886
0.01,-0.025309980653209902,0.21073955221426188,-3.0511726652718467,0.29556611506665886,120.0,1,0.0,-0.27083315699768573,-0.2777627110481262
0.015,-0.01795335199492049,0.4291526984292651,-3.040995733518038,0.5993226174336203,120.0,1,0.0,-0.2616834623977643,-0.2679147720336914
0.02,-0.008793356692728651,0.6896959567364271,-3.028425864592307,0.9583385507656521,120.0,1,0.0,-0.2637316902214022,-0.27011483907699585
0.025,0.002041349648845097,0.9752717326619049,-3.0136941183004944,1.3472473593607879,120.0,1,0.0,-0.26872722666447624,-0.27549147605895996
0.03,0.01442491206481433,1.273189116575113,-2.9970305409885123,1.747022834111222,120.0,1,0.0,-0.26495180642655025,-0.27142661809921265
0.035,0.028234568254114235,1.574069958229793,-2.978662941411644,2.143445991182521,120.0,1,0.0,-0.2284086371988894,-0.23250986635684967
0.04,0.0433510926179253,1.8710352781373432,-2.958815479850583,2.5259644722303,120.0,1,0.0,-0.17097012977836032,-0.17266583442687988
0.045,0.05965937528414568,2.159102676793555,-2.9377071147907454,2.886846432225791,120.0,1,0.0,-0.14487159077718967,-0.14589805901050568
0.05,0.07704909476076272,2.434741140906176,-2.9155499852274813,3.220553077161212,120.0,1,0.0,-0.1260531344350006,-0.12672720849514008
0.055,0.09541542765548522,2.6955418295104843,-2.8925478254537667,3.523271286034114,120.0,1,0.0,-0.11392328611098126,-0.11442001163959503
0.06,0.11465973347347591,2.93997301686898,-2.8688945121987555,3.792561453211319,120.0,1,0.0,-0.10151265658269873,-0.10186351835727692
0.065,0.13469015627649658,3.1671950535512616,-2.8447728325520867,4.027086752659049,120.0,1,0.0,-0.10039324413366782,-0.10073257982730865
0.07,0.15542209611997404,3.376917430314487,-2.8203535386511067,4.2263990468277255,120.0,1,0.0,-0.09913349810935582,-0.099460169672966
0.075,0.17677851894875965,3.569285064909731,-2.7957947264314535,4.390763980169792,120.0,1,0.0,-0.09772543464254134,-0.09803833067417145
0.08,0.19869009099301727,3.744784940121583,-2.7712415459773467,4.521013596110002,120.0,1,0.0,-0.09616128767253874,-0.09645934402942657
0.085,0.22109513993901778,3.9041673073040637,-2.746826224568692,4.618419219787842,120.0,1,0.0,-0.09443427619960462,-0.09471650421619415
0.09,0.24393945829288202,4.048377927778078,-2.72266836338314,4.684580485273615,120.0,1,0.0,-0.09253819160866969,-0.0928037017583847
0.095,0.26717597339486504,4.178499363526771,-2.698875456266702,4.721328423232809,120.0,1,0.0,-0.09046775320709544,-0.09071578085422516
0.1,0.29076431334944886,4.295700277744233,-2.6755435738364444,4.730641673246518,120.0,1,0.0,-0.08821899471492854,-0.08844892680644989
0.105,0.31467029923852835,4.401192206037363,-2.652758157183134,4.714575376447765,120.0,1,0.0,-0.08578959323061763,-0.08600099384784698
