timesteps,episode_reward,episode_length,reward_per_step,moving_mean_30,episode_success,success_rate_30
336,244.478821,42,5.82092430952381,5.82092430952381,0.0,0.0
384,290.407907,48,6.050164729166667,5.935544519345239,0.0,0.0
440,336.212171,55,6.112948563636364,5.9946792007756144,0.0,0.0
456,373.054317,57,6.544812578947369,6.132212545318553,0.0,0.0
480,387.127078,60,6.452117966666666,6.196193629588175,0.0,0.0
480,400.394574,60,6.6732429,6.275701841323479,0.0,0.0
552,461.353448,69,6.686281855072464,6.334356129001906,0.0,0.0
696,621.24147,87,7.140706551724138,6.435149931842185,0.0,0.0
760,320.899821,53,6.0547136037735845,6.3928792287234515,0.0,0.0
800,337.145127,52,6.483560134615384,6.401947319312645,0.0,0.0
896,322.552801,52,6.20293848076923,6.3838556067177885,0.0,0.0
1008,384.544323,57,6.746391631578947,6.4140669421228855,0.0,0.0
1144,596.322263,88,6.776389352272727,6.441937896749796,0.0,0.0
1232,389.656553,59,6.604348355932203,6.453538643834254,0.0,0.0
1232,440.772914,67,6.578700208955224,6.461882748175652,0.0,0.0
1240,693.206763,98,7.073538397959184,6.500111226287123,0.0,0.0
1312,318.847815,52,6.13168875,6.478439315917292,0.0,0.0
1600,291.807005,46,6.343630543478261,6.470949939670678,0.0,0.0
1600,1060.61659,140,7.575832785714287,6.529101668409815,0.0,0.0
1640,410.583724,62,6.622318129032259,6.533762491440937,0.0,0.0
1648,322.412794,52,6.200246038461539,6.517880755584775,0.0,0.0
1680,586.840065,84,6.98619125,6.539167596240012,0.0,0.0
1688,279.213783,47,5.940718787234042,6.513148082804969,0.0,0.0
1920,595.353387,85,7.004157494117647,6.533606808276333,0.0,0.0
1968,287.101597,46,6.2413390652173915,6.521916098553976,0.0,0.0
2128,401.245425,60,6.68742375,6.528281777455746,0.0,0.0
2136,366.824947,57,6.435525385964913,6.524846355548679,0.0,0.0
2192,520.124787,74,7.0287133378378375,6.542841604916148,0.0,0.0
2280,1426.638036,185,7.711556951351351,6.58314213410357,0.0,0.0
2336,588.880061,87,6.768736333333333,6.589328607411228,0.0,0.0
2344,567.522605,82,6.92100737804878,6.625998043028727,0.0,0.0
2424,206.955319,37,5.593387,6.610772118723172,0.0,0.0
2464,387.803642,62,6.254897451612903,6.615503748322388,0.0,0.0
2560,573.672074,80,7.170900925,6.636373359857476,0.0,0.0
2704,339.759196,53,6.4105508679245276,6.634987789899404,0.0,0.0
2744,463.643462,69,6.719470463768116,6.636528708691675,0.0,0.0
2880,646.232139,93,6.948732677419354,6.645277069436573,0.0,0.0
2880,444.412299,67,6.633019388059702,6.62835416398109,0.0,0.0
2904,324.716138,55,5.9039297818181815,6.623328036582578,0.0,0.0
2936,521.009534,75,6.946793786666667,6.638769158317619,0.0,0.0
3000,481.470038,72,6.687083861111111,6.65490733766235,0.0,0.0
3048,403.318305,61,6.611775491803279,6.650420133003162,0.0,0.0
3056,223.025645,39,5.718606282051282,6.615160697329113,0.0,0.0
3272,322.24475,49,6.5764234693877555,6.61422986777763,0.0,0.0
3280,319.029312,50,6.38058624,6.607626068812457,0.0,0.0
3328,342.975502,53,6.471235886792453,6.587549318440233,0.0,0.0
3336,557.111127,79,7.052039582278481,6.618227679516181,0.0,0.0
3424,408.444966,61,6.695819114754099,6.629967298558708,0.0,0.0
3456,381.152095,57,6.686878859649123,6.600335501023204,0.0,0.0
3568,405.408055,65,6.237047,6.587493130055462,0.0,0.0
3568,434.371815,64,6.787059609375,6.607053582419243,0.0,0.0
3600,243.261287,41,5.933202121951219,6.571953944817617,0.0,0.0
3792,343.07034,58,5.915005862068965,6.571096847312115,0.0,0.0
3800,280.855828,47,5.975655914893617,6.536813461337982,0.0,0.0
3824,299.38934,46,6.508463913043478,6.545717622932184,0.0,0.0
