timesteps,episode_reward,episode_length,reward_per_step,moving_mean_30,episode_success,success_rate_30
296,187.831978,37,5.076539945945946,5.076539945945946,0.0,0.0
320,233.279194,40,5.83197985,5.454259897972973,0.0,0.0
352,264.555406,44,6.012622863636364,5.640380886527436,0.0,0.0
376,293.843927,47,6.251998446808511,5.793285276597705,0.0,0.0
384,304.372944,48,6.341103,5.902848821278164,0.0,0.0
464,382.060381,58,6.587247948275862,6.016915342444446,0.0,0.0
648,565.335252,81,6.979447555555555,6.154419944317461,0.0,0.0
648,271.994617,44,6.181695840909091,6.157829431391416,0.0,0.0
648,542.605136,81,6.698828839506173,6.2179404767375,0.0,0.0
752,272.76797,47,5.803573829787234,6.176503812042474,0.0,0.0
792,305.069052,51,5.9817461176470585,6.158798567097436,0.0,0.0
808,389.41812,61,6.383903606557377,6.177557320385765,0.0,0.0
912,337.188029,56,6.021214803571428,6.165530972938508,0.0,0.0
1032,579.928896,85,6.8226928941176475,6.212471110165589,0.0,0.0
1096,362.234026,56,6.46846475,6.229537352821216,0.0,0.0
1136,409.812609,61,6.718239491803279,6.260081236507595,0.0,0.0
1152,425.457301,63,6.753290492063492,6.289093545657941,0.0,0.0
1216,335.527,53,6.330698113207547,6.291404910521809,0.0,0.0
1288,280.870201,47,5.9759617234042555,6.274802637515622,0.0,0.0
1320,474.086806,71,6.677278957746479,6.2949264535271645,0.0,0.0
1504,271.328861,44,6.166565022727273,6.2888140044414556,0.0,0.0
1512,317.468447,52,6.105162442307693,6.280466206162648,0.0,0.0
1568,457.657958,67,6.830715791044776,6.304390101157524,0.0,0.0
1640,745.572326,104,7.168964673076923,6.340414041654166,0.0,0.0
1648,342.013717,54,6.333587351851851,6.3401409740620736,0.0,0.0
1696,475.259745,70,6.789424928571429,6.357421126158588,0.0,0.0
1888,511.268441,75,6.816912546666667,6.374439326918146,0.0,0.0
1952,338.465698,56,6.044030321428571,6.362639005293518,0.0,0.0
