iter,rollout_source,dataset_size,train_mse,val_mse,val_mae,eval_score,eval_length,eval_terminated_rate,eval_abs_alpha,eval_abs_theta,eval_pwm_norm
0,teacher,40000,0.016473396577768855,0.016647879034280777,0.09829643368721008,10354.190324147048,1397.046875,0.75,0.04579710975666895,1.4084105486067293,0.3324084640754088
1,student,80000,0.02380576336549388,0.02370710590481758,0.10524075293540955,11876.909039634142,1635.59375,0.65625,0.03555534875310515,1.4513304643741198,0.3699977529471807
2,student,120000,0.03177494383244603,0.030780370816588402,0.115877825041612,11498.331596573269,1593.796875,0.6875,0.03582544528882696,1.4462813276877826,0.39484350946493685
3,student,160000,0.03176166841553317,0.030920900389552117,0.11315285623073577,11408.633388683511,1571.09375,0.703125,0.03395114363787892,1.4425169223270844,0.38878996569125
4,student,200000,0.030768755357712507,0.02982145276069641,0.10990072586536408,11155.313360717957,1546.71875,0.71875,0.035198643843618704,1.4466090421558702,0.4111540577120463
5,student,240000,0.028910493899909954,0.029275229215621947,0.10695636989672978,12941.962037660707,1784.6875,0.609375,0.03072155909795197,1.473471909960503,0.37769497176240424
6,student,280000,0.031785696114022884,0.03165812629035541,0.11385540688889367,11779.537667736566,1633.28125,0.671875,0.0331164874276059,1.4583490190330362,0.4043274045773479
7,student,320000,0.031018271570054576,0.03132334151864052,0.11277124971151352,11985.87259302044,1658.828125,0.71875,0.030768900818944567,1.4690068658232842,0.38567339794633343
