#{"t_start": 1784828209.359117, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
293.843927,47,0.116171
272.76797,47,0.219678
474.086806,71,0.36758
654.798309,92,0.557713
588.513973,84,0.749317
494.06926,72,0.899448
391.297074,62,1.030025
283.885502,48,1.131189
312.465003,48,1.238734
465.116071,68,1.388758
247.502306,41,1.477507
894.903139,122,1.749258
344.338825,55,1.874043
195.890138,35,1.950542
342.838705,56,2.074352
368.452894,56,2.196883
371.701713,60,3.120657
271.620362,45,3.217317
490.072382,72,3.376832
337.712384,52,3.495897
425.123123,63,3.636186
657.153537,93,3.84044
379.494766,61,3.987902
242.179264,42,4.085863
553.457929,81,4.262257
371.907101,60,4.3954
464.519192,71,4.553024
654.244022,93,4.761555
363.316247,56,4.886343
389.069056,58,5.023238
463.195984,69,5.174575
413.105286,62,5.309098
622.819106,90,6.293521
605.667287,86,6.482257
297.659656,53,6.603849
1681.188201,218,7.08768
383.562982,61,7.223022
643.591943,92,7.424591
1223.557298,161,7.787433
640.359371,92,7.986888
398.608937,61,8.122008
1453.615861,189,9.326182
1007.745404,134,9.619946
465.571633,70,9.776334
915.705759,126,10.05815
970.953805,130,10.353711
665.17815,93,10.550687
895.936791,121,10.816852
537.483539,82,10.991982
642.27936,95,11.203888
1270.396673,168,12.361597
692.72383,98,12.573815
1588.736784,210,13.032137
680.447061,96,13.244014
764.251304,107,13.480917
1990.981752,255,14.043953
1128.184247,151,14.37748
991.918971,133,15.445595
963.459078,130,15.731759
743.864451,105,15.972508
1749.886366,225,16.453761
1123.357394,149,16.778129
759.187916,104,17.004145
1159.018873,153,17.338197
816.799935,111,18.360692
2310.29717,296,18.993715
3892.686883,486,20.041028
1645.940509,213,21.285344
1187.56972,156,21.619078
2527.87776,321,22.315673
1145.186517,152,22.647067
1809.518058,233,23.153258
1720.055712,222,24.420975
1587.426214,207,24.865512
1886.139671,243,25.390621
1641.760754,212,25.846864
1295.430267,170,26.218447
2464.754995,314,27.674387
2229.618339,284,28.287029
2100.575548,268,28.864222
2010.449885,260,29.432897
2775.755159,350,30.986662
4018.18374,503,32.076424
4191.617776,527,34.001505
4600.70832,576,35.257781
4196.554158,532,37.212275
24673.035705,3001,46.278121
24720.716006,3001,55.468442
24732.376457,3001,64.670393
24742.15927,3001,73.876887
24738.707213,3001,83.057236
24745.202226,3001,92.143433
24745.195711,3001,107.187179
24750.358027,3001,116.442632
24750.607113,3001,125.64653
24735.303749,3001,134.750373
24749.772725,3001,143.745584
24752.090198,3001,152.686711
24745.034298,3001,161.677532
24750.842954,3001,170.814267
24750.311964,3001,179.910464
24750.761417,3001,188.833093
24743.512047,3001,204.340922
24749.916563,3001,213.213669
24746.766751,3001,222.124898
24752.983188,3001,231.004092
24749.27104,3001,239.095571
24749.254016,3001,247.962735
24742.468561,3001,256.891512
24749.550388,3001,265.814167
24753.793036,3001,274.740734
24742.666985,3001,283.733558
24683.712605,3001,293.118547
7722.04384,962,302.912488
24739.643208,3001,312.106798
24739.631741,3001,321.218688
24735.407104,3001,330.322916
24748.218228,3001,339.463306
24745.968082,3001,348.754406
24753.689114,3001,358.047912
24749.398507,3001,366.313131
24749.168371,3001,375.414911
24751.204685,3001,384.374925
24013.649749,3001,393.385897
24733.990259,3001,409.214421
20398.035214,2536,417.345334
24745.853061,3001,426.480676
24728.504272,3001,435.469728
16135.079939,2022,441.459845
24755.73683,3001,449.541076
24749.390026,3001,458.436219
24730.10387,3001,467.356046
24707.927037,3001,476.267973
24714.508226,3001,485.223415
24735.092436,3001,500.840047
24749.006713,3001,509.734483
24686.048916,3001,518.632007
24746.393387,3001,527.885092
24740.378084,3001,537.196159
24690.006826,3001,546.547245
24238.350185,3001,555.768384
24744.513749,3001,564.904535
24737.058933,3001,574.059576
24737.63985,3001,582.420872
24740.562519,3001,591.690176
24710.164297,3001,607.659625
24754.052712,3001,616.732579
24677.220427,3001,625.718239
24753.843123,3001,634.717841
24723.28912,3001,643.743867
24708.725413,3001,652.8396
24730.520916,3001,662.051504
24742.228449,3001,671.202233
24701.169668,3001,680.126223
24745.30241,3001,688.9849
24752.513616,3001,704.32645
24718.303555,3001,713.108907
24683.219903,3001,721.930299
24707.214288,3001,729.958472
24716.483606,3001,738.824991
24742.417777,3001,747.76635
24750.833632,3001,756.682073
24606.319773,3001,765.881591
24754.202311,3001,775.090411
24738.531173,3001,784.365306
24752.684436,3001,793.629689
