trial,score,params_json,run_dir,pruned,failed,is_baseline,timestamp
128,20.829060813585368,"{""ent_coef"": 0.009792568880598406, ""learning_rate"": 0.0001741627472249294, ""target_kl_code"": 1}",runs\search_ppo_t0128_20260722_191958,0,0,0,2026-07-22T17:20:32+00:00
129,186.16224992020136,"{""ent_coef"": 0.001962433179453411, ""learning_rate"": 0.00015289817060569645, ""target_kl_code"": 3}",runs\search_ppo_t0129_20260722_192032,0,0,0,2026-07-22T17:21:13+00:00
130,29.754689928129483,"{""ent_coef"": 0.003979066091220163, ""learning_rate"": 0.0003449485473722937, ""target_kl_code"": 0}",runs\search_ppo_t0130_20260722_192113,0,0,0,2026-07-22T17:21:49+00:00
131,74.89576612671091,"{""ent_coef"": 0.0005554238804342288, ""learning_rate"": 0.00016552230159920007, ""target_kl_code"": 0}",runs\search_ppo_t0131_20260722_192149,0,0,0,2026-07-22T17:22:27+00:00
132,151.77813103789293,"{""ent_coef"": 0.0003451646421255538, ""learning_rate"": 0.00017639136864679815, ""target_kl_code"": 0}",runs\search_ppo_t0132_20260722_192227,0,0,0,2026-07-22T17:23:08+00:00
133,77.26399257671447,"{""ent_coef"": 0.0004536911357859346, ""learning_rate"": 0.00019571317370643257, ""target_kl_code"": 0}",runs\search_ppo_t0133_20260722_192308,0,0,0,2026-07-22T17:23:45+00:00
134,190.88457875383716,"{""ent_coef"": 0.0008528383546267098, ""learning_rate"": 0.0002053047670121778, ""target_kl_code"": 0}",runs\search_ppo_t0134_20260722_192345,0,0,0,2026-07-22T17:24:27+00:00
135,152.54847984457123,"{""ent_coef"": 0.0008053236067477409, ""learning_rate"": 0.00026049881839668013, ""target_kl_code"": 0}",runs\search_ppo_t0135_20260722_192427,0,0,0,2026-07-22T17:25:04+00:00
136,190.79261539140654,"{""ent_coef"": 0.004694567988963245, ""learning_rate"": 0.00015860980325535246, ""target_kl_code"": 0}",runs\search_ppo_t0136_20260722_192504,0,0,0,2026-07-22T17:25:42+00:00
137,40.17530233433249,"{""ent_coef"": 0.000652185026686766, ""learning_rate"": 0.00023430524090746176, ""target_kl_code"": 1}",runs\search_ppo_t0137_20260722_192543,0,0,0,2026-07-22T17:26:19+00:00
138,115.2872717629445,"{""ent_coef"": 0.008750997468732183, ""learning_rate"": 0.00020101109513235335, ""target_kl_code"": 0}",runs\search_ppo_t0138_20260722_192619,0,0,0,2026-07-22T17:26:56+00:00
139,113.7095993286189,"{""ent_coef"": 0.0009973396718943258, ""learning_rate"": 0.00018234529522497358, ""target_kl_code"": 3}",runs\search_ppo_t0139_20260722_192656,0,0,0,2026-07-22T17:27:33+00:00
140,70.62480070909947,"{""ent_coef"": 0.0011440733269790847, ""learning_rate"": 0.00020639399168145386, ""target_kl_code"": 0}",runs\search_ppo_t0140_20260722_192734,0,0,0,2026-07-22T17:28:10+00:00
141,23.104440413258175,"{""ent_coef"": 0.0005048371288467055, ""learning_rate"": 0.0001920628053914279, ""target_kl_code"": 0}",runs\search_ppo_t0141_20260722_192810,0,0,0,2026-07-22T17:28:44+00:00
142,190.90488830764025,"{""ent_coef"": 0.00040910661487929056, ""learning_rate"": 0.00018686426583044746, ""target_kl_code"": 0}",runs\search_ppo_t0142_20260722_192845,0,0,0,2026-07-22T17:29:26+00:00
143,111.37070153504408,"{""ent_coef"": 0.00037465439203033233, ""learning_rate"": 0.00017217952378568147, ""target_kl_code"": 0}",runs\search_ppo_t0143_20260722_192927,0,0,0,2026-07-22T17:30:04+00:00
144,74.76597135342864,"{""ent_coef"": 0.012914605879888142, ""learning_rate"": 0.0002150773391351041, ""target_kl_code"": 0}",runs\search_ppo_t0144_20260722_193005,0,0,0,2026-07-22T17:30:42+00:00
145,111.13426560710913,"{""ent_coef"": 0.0013126684340614815, ""learning_rate"": 0.00016468971476205882, ""target_kl_code"": 0}",runs\search_ppo_t0145_20260722_193042,0,0,0,2026-07-22T17:31:19+00:00
146,23.189489561965434,"{""ent_coef"": 0.011054236560308447, ""learning_rate"": 0.00018660299501583845, ""target_kl_code"": 0}",runs\search_ppo_t0146_20260722_193119,0,0,0,2026-07-22T17:31:54+00:00
147,33.09839651723274,"{""ent_coef"": 0.0004228274477801293, ""learning_rate"": 0.0003360998482935357, ""target_kl_code"": 1}",runs\search_ppo_t0147_20260722_193154,0,0,0,2026-07-22T17:32:30+00:00
148,68.06647835349757,"{""ent_coef"": 0.00242398637325938, ""learning_rate"": 0.0003226948965501718, ""target_kl_code"": 0}",runs\search_ppo_t0148_20260722_193230,0,0,0,2026-07-22T17:33:06+00:00
149,69.13454311192079,"{""ent_coef"": 0.0008380785647226077, ""learning_rate"": 0.00017759535054846242, ""target_kl_code"": 3}",runs\search_ppo_t0149_20260722_193306,0,0,0,2026-07-22T17:33:42+00:00
150,190.86439301668364,"{""ent_coef"": 0.0007106276396591882, ""learning_rate"": 0.00014765926710682265, ""target_kl_code"": 0}",runs\search_ppo_t0150_20260722_193343,0,0,0,2026-07-22T17:34:26+00:00
151,40.80409375367944,"{""ent_coef"": 0.0006307025834023485, ""learning_rate"": 0.00013681448785045485, ""target_kl_code"": 0}",runs\search_ppo_t0151_20260722_193426,0,0,0,2026-07-22T17:35:02+00:00
152,75.2340265013209,"{""ent_coef"": 0.0006680906792044211, ""learning_rate"": 0.00014716807796151188, ""target_kl_code"": 0}",runs\search_ppo_t0152_20260722_193503,0,0,0,2026-07-22T17:35:40+00:00
153,152.56283978011984,"{""ent_coef"": 0.0007594582024305765, ""learning_rate"": 0.0001688751479018292, ""target_kl_code"": 0}",runs\search_ppo_t0153_20260722_193541,0,0,0,2026-07-22T17:36:21+00:00
154,35.68456050907872,"{""ent_coef"": 0.0010058846060833017, ""learning_rate"": 0.00015740090407310404, ""target_kl_code"": 0}",runs\search_ppo_t0154_20260722_193621,0,0,0,2026-07-22T17:36:57+00:00
155,153.41721369713147,"{""ent_coef"": 0.0004927143486166806, ""learning_rate"": 0.0001505378287808392, ""target_kl_code"": 0}",runs\search_ppo_t0155_20260722_193657,0,0,0,2026-07-22T17:37:37+00:00
156,147.77822807290482,"{""ent_coef"": 0.0007220697148113508, ""learning_rate"": 0.000314116631146365, ""target_kl_code"": 2}",runs\search_ppo_t0156_20260722_193738,0,0,0,2026-07-22T17:38:16+00:00
157,71.29428476256555,"{""ent_coef"": 0.019327184799940673, ""learning_rate"": 0.00013413670349984828, ""target_kl_code"": 0}",runs\search_ppo_t0157_20260722_193816,0,0,0,2026-07-22T17:38:54+00:00
158,190.61841528397855,"{""ent_coef"": 0.000576795798298013, ""learning_rate"": 0.0001402919550243917, ""target_kl_code"": 1}",runs\search_ppo_t0158_20260722_193855,0,0,0,2026-07-22T17:39:35+00:00
159,156.07330717846617,"{""ent_coef"": 0.007625666840267832, ""learning_rate"": 0.00012855563551799086, ""target_kl_code"": 0}",runs\search_ppo_t0159_20260722_193935,0,0,0,2026-07-22T17:40:16+00:00
160,107.2554137780849,"{""ent_coef"": 0.0165224032174599, ""learning_rate"": 0.00017005720796413735, ""target_kl_code"": 3}",runs\search_ppo_t0160_20260722_194016,0,0,0,2026-07-22T17:40:53+00:00
161,106.75514714670032,"{""ent_coef"": 0.00032976098803045163, ""learning_rate"": 0.00018585274952980088, ""target_kl_code"": 0}",runs\search_ppo_t0161_20260722_194053,0,0,0,2026-07-22T17:41:31+00:00
162,190.44352080235768,"{""ent_coef"": 0.0004973564540804529, ""learning_rate"": 0.00017801038456751437, ""target_kl_code"": 0}",runs\search_ppo_t0162_20260722_194131,0,0,0,2026-07-22T17:42:12+00:00
163,190.70659225242187,"{""ent_coef"": 0.0004149065630914075, ""learning_rate"": 0.00019211556384961755, ""target_kl_code"": 0}",runs\search_ppo_t0163_20260722_194212,0,0,0,2026-07-22T17:42:52+00:00
164,157.68315480948593,"{""ent_coef"": 0.00045834579067991545, ""learning_rate"": 0.00019822626071018935, ""target_kl_code"": 0}",runs\search_ppo_t0164_20260722_194252,0,0,0,2026-07-22T17:43:31+00:00
165,190.7137008387541,"{""ent_coef"": 0.0005353859243005252, ""learning_rate"": 0.00029802703238133554, ""target_kl_code"": 0}",runs\search_ppo_t0165_20260722_194331,0,0,0,2026-07-22T17:44:11+00:00
166,190.9014937508307,"{""ent_coef"": 0.0017159249627697224, ""learning_rate"": 0.00016133624696727987, ""target_kl_code"": 0}",runs\search_ppo_t0166_20260722_194412,0,0,0,2026-07-22T17:44:52+00:00
167,190.5876691641714,"{""ent_coef"": 0.0015409172899023525, ""learning_rate"": 0.00016364573073862342, ""target_kl_code"": 0}",runs\search_ppo_t0167_20260722_194452,0,0,0,2026-07-22T17:45:33+00:00
168,122.56519644453385,"{""ent_coef"": 0.0017007329835739054, ""learning_rate"": 0.00015686338536915657, ""target_kl_code"": 0}",runs\search_ppo_t0168_20260722_194533,0,0,0,2026-07-22T17:46:12+00:00
169,145.29786533479694,"{""ent_coef"": 0.0020382612073455634, ""learning_rate"": 0.0001458254803555615, ""target_kl_code"": 1}",runs\search_ppo_t0169_20260722_194612,0,0,0,2026-07-22T17:46:51+00:00
170,121.47051760643973,"{""ent_coef"": 0.014897730680274359, ""learning_rate"": 0.0001622612372186898, ""target_kl_code"": 0}",runs\search_ppo_t0170_20260722_194652,0,0,0,2026-07-22T17:47:29+00:00
171,49.588065740713475,"{""ent_coef"": 0.0013862869507417347, ""learning_rate"": 0.00028650694583167943, ""target_kl_code"": 0}",runs\search_ppo_t0171_20260722_194730,0,0,0,2026-07-22T17:48:06+00:00
172,161.36268454234911,"{""ent_coef"": 0.0008589676806489527, ""learning_rate"": 0.00018373406402827114, ""target_kl_code"": 0}",runs\search_ppo_t0172_20260722_194806,0,0,0,2026-07-22T17:48:46+00:00
173,190.83396255925553,"{""ent_coef"": 0.0018020469467188453, ""learning_rate"": 0.0001687159920283037, ""target_kl_code"": 0}",runs\search_ppo_t0173_20260722_194847,0,0,0,2026-07-22T17:49:27+00:00
174,158.97268135701842,"{""ent_coef"": 0.012092313252503456, ""learning_rate"": 0.0001512467512223357, ""target_kl_code"": 0}",runs\search_ppo_t0174_20260722_194927,0,0,0,2026-07-22T17:50:08+00:00
175,190.9164165825357,"{""ent_coef"": 0.0006163092363741561, ""learning_rate"": 0.0001755834889508841, ""target_kl_code"": 3}",runs\search_ppo_t0175_20260722_195008,0,0,0,2026-07-22T17:50:49+00:00
176,149.74287203880147,"{""ent_coef"": 0.0006873626778595281, ""learning_rate"": 0.0001750802058618506, ""target_kl_code"": 3}",runs\search_ppo_t0176_20260722_195049,0,0,0,2026-07-22T17:51:27+00:00
177,148.42693342414003,"{""ent_coef"": 0.005673701106448866, ""learning_rate"": 0.00016258397696174615, ""target_kl_code"": 3}",runs\search_ppo_t0177_20260722_195127,0,0,0,2026-07-22T17:52:04+00:00
