time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,blend
0.0,0.0,0.0,-3.1337387,0.0,100.0,1,0.0
0.005,-0.0291865,-1.400954,3.126604,-1.0964584,100.0,1,0.0
0.01,-0.0350238,-1.3449158,3.1355972,-0.4016373,100.0,1,0.0
0.015,-0.0233492,-0.4617545,3.1400938,-0.0894088,100.0,1,0.0
0.02,-0.0058373,0.489639,3.1370961,-0.2118372,100.0,1,0.0
0.025,-0.0233492,-0.4684468,3.1415927,0.0548393,100.0,1,0.0
0.03,-0.0350238,-0.9164011,-3.132168,0.4940628,100.0,1,0.0
0.035,-0.0233492,-0.1360833,-3.1211724,0.9032778,100.0,1,0.0
0.04,-0.0350238,-0.6638049,-3.1164598,0.9126951,100.0,1,0.0
0.045,-0.0175119,0.3360807,-3.1086058,1.0706394,100.0,1,0.0
0.05,-0.0350238,-0.5851511,-3.0850441,1.9446483,100.0,1,0.0
0.055,-0.0233492,0.1156668,-3.0850441,1.4779328,100.0,1,0.0
0.06,-0.0116746,0.6482883,-3.0614821,2.2542026,100.0,1,0.0
0.065,-0.0175119,0.2125083,-3.0473449,2.3917827,100.0,1,0.0
0.07,0.0,1.0020787,-3.0300662,2.6471312,100.0,1,0.0
0.075,-0.0058373,0.4813891,-3.0159289,2.6904084,100.0,1,0.0
0.08,0.0233492,1.7668097,-2.9970796,2.9494802,100.0,1,0.0
0.085,0.0291865,1.6229661,-2.9845132,2.8447887,100.0,1,0.0
0.09,0.0408612,1.793836,-2.9766592,2.5390307,100.0,1,0.0
0.095,0.0583731,2.2038877,-2.9530971,3.0606486,100.0,1,0.0
0.1,0.0642104,1.9551454,-2.9279644,3.5324604,100.0,1,0.0
0.105,0.0875596,2.6066737,-2.9028318,3.8910374,100.0,1,0.0
0.11,0.1050715,2.821644,-2.8981194,3.183381,100.0,1,0.0
0.115,0.1167462,2.7048313,-2.8604202,4.2289323,100.0,1,0.0
0.12,0.1225835,2.3358626,-2.8494245,3.7417786,100.0,1,0.0
0.125,0.15177,3.1762094,-2.8415706,3.2207429,100.0,1,0.0
0.13,0.1692819,3.254492,-2.8227212,3.3525345,100.0,1,0.0
0.135,0.1809566,3.0337953,-2.7975883,3.7543051,100.0,1,0.0
0.14,0.1984685,3.1462566,-2.785022,3.4564557,100.0,1,0.0
0.145,0.227655,3.7921092,-2.7598891,3.8332853,100.0,1,0.0
0.15,0.2626789,4.5631475,-2.7536058,3.2148945,100.0,1,0.0
0.155,0.2743535,4.0283737,-2.723761,3.8758683,100.0,1,0.0
0.16,0.2860281,3.6219468,-2.7049114,3.8504411,100.0,1,0.0
0.165,0.2977027,3.3130609,-2.7001988,3.1525392,100.0,1,0.0
0.17,0.3093774,3.0783078,-2.6782078,3.4514985,100.0,1,0.0
0.17500000000000002,0.3502385,4.3008494,-2.6656413,3.226334,100.0,1,0.0
0.18,0.3677504,4.1092171,-2.6436502,3.5075826,100.0,1,0.0
0.185,0.3910997,4.2437691,-2.6248006,3.5705442,100.0,1,0.0
0.19,0.4086116,4.0658359,-2.6153759,3.1659986,100.0,1,0.0
0.195,0.4261235,3.9306082,-2.6028096,3.0093426,100.0,1,0.0
0.2,0.4436355,3.827835,-2.5855307,3.1164879,100.0,1,0.0
0.20500000000000002,0.4553101,3.469536,-2.5588274,3.6502919,100.0,1,0.0
0.21,0.4786593,3.7576103,-2.5525441,3.0758194,100.0,1,0.0
0.215,0.5020085,3.9765467,-2.5525441,2.3376228,100.0,1,0.0
0.22,0.5195205,3.8627498,-2.5399777,2.3797771,100.0,1,0.0
0.225,0.548707,4.3366413,-2.5242698,2.5626132,100.0,1,0.0
0.23,0.5662189,4.1364216,-2.5305528,1.6459999,100.0,1,0.0
0.23500000000000001,0.5895681,4.2644433,-2.5164158,1.9295372,100.0,1,0.0
0.24,0.6129174,4.3617396,-2.5054202,1.9942383,100.0,1,0.0
0.245,0.6304293,4.1554937,-2.5054202,1.5156211,100.0,1,0.0
0.25,0.6537786,4.2789411,-2.5022785,1.3026709,100.0,1,0.0
0.255,0.6771278,4.3727579,-2.4928536,1.4424263,100.0,1,0.0
0.26,0.700477,4.4440588,-2.4944245,1.0208388,100.0,1,0.0
0.265,0.7238263,4.4982476,-2.4818582,1.3790212,100.0,1,0.0
0.27,0.7530128,4.8196225,-2.4928536,0.5202776,100.0,1,0.0
0.275,0.7821993,5.0638675,-2.4818582,0.9231896,100.0,1,0.0
0.28,0.8113859,5.2494935,-2.4881412,0.4000379,100.0,1,0.0
0.28500000000000003,0.8405724,5.3905663,-2.4771459,0.8318075,100.0,1,0.0
0.29,0.8580843,4.9374046,-2.4724335,0.8583662,100.0,1,0.0
0.295,0.8814335,4.8731904,-2.4897122,-0.1770179,-100.0,1,0.0
0.3,0.8931082,4.2640075,-2.4928536,-0.285321,-100.0,1,0.0
0.305,0.9047828,3.8010255,-2.4975662,-0.4430479,-100.0,1,0.0
0.31,0.9047828,2.8887794,-2.4959952,-0.2613112,-100.0,1,0.0
0.315,0.9047828,2.1954724,-2.5069909,-0.7263866,-100.0,1,0.0
0.32,0.928132,2.7893218,-2.5242698,-1.3814414,-100.0,1,0.0
0.325,0.9631559,3.8010303,-2.5478317,-2.1808693,-100.0,1,0.0
0.33,0.9806678,3.7293546,-2.5588274,-2.1852507,-100.0,1,0.0
0.335,0.9806678,2.8343095,-2.5855307,-2.9425516,-100.0,1,0.0
0.34,0.9806678,2.1540753,-2.6153759,-3.6689105,-100.0,1,0.0
