time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,observer_blend,action_norm,policy_raw
0.0,-0.24523876341863657,0.0,3.0006353125078915,0.0,149.9999106182958,1,0.0,0.9999994041219719,7.513188362121582
0.005,-0.2406905217645523,0.07776929263505483,3.0078471142778103,0.12344572752436278,149.99992199586222,1,0.0,0.9999994799724149,7.581265449523926
0.01,-0.23331770921615963,0.2857390521804948,3.019515048178553,0.45317438413920996,149.99994964951316,1,0.0,0.9999996643300877,7.800142288208008
0.015,-0.2232801988066337,0.5829449165550074,3.035355962746097,0.923277483141538,149.9999644138429,1,0.0,0.9999997627589526,7.973668098449707
0.02,-0.21073333846905548,0.939084207892547,3.055085371433904,1.4845038407333644,149.99997128175582,1,0.0,0.9999998085450388,8.080880165100098
0.025,-0.19583167658508077,1.331656172798311,3.0784128944509277,2.0998483149403753,149.99996698740335,1,0.0,0.9999997799160223,8.011201858520508
0.03,-0.17873219407584276,1.7438252237974727,3.1050385567006575,2.7412623870564596,149.99993751641384,1,0.0,0.999999583442759,7.69219446182251
0.035,-0.15959672392067267,2.1628430433099983,3.1346504011805454,3.387229902778837,149.99989274196224,1,0.0,0.9999992849464149,7.422027587890625
0.04,-0.13859327085102346,2.5789057902410115,-3.1162614809363003,4.02101465107852,149.99982015860365,1,0.0,0.9999988010573576,7.163608551025391
0.045,-0.115896020312627,2.9843519961632206,-3.081662377386667,4.629432241445918,149.99971721877003,1,0.0,0.9999981147918001,6.937309265136719
0.05,-0.0916839602341972,3.3731265240422488,-3.0450813828083985,5.202029358566106,149.99957008402976,1,0.0,0.9999971338935317,6.727850914001465
0.055,-0.0661382228190939,3.740447896953171,-3.0068649152903073,5.7305717478380025,149.99937019288953,1,0.0,0.9999958012859301,6.536938667297363
0.06,-0.039438449644538714,4.082622793470046,-2.967355468675151,6.20875218678306,149.9992029653781,1,0.0,0.9999946864358539,6.419196128845215
0.065,-0.011758645153719268,4.3969557538303,-2.926884539495954,6.632036470845105,149.99897243556913,1,0.0,0.9999931495704608,6.292171478271484
0.07,0.01673694536085333,4.6817070399136895,-2.88576590421899,6.997573812093687,149.99857583856004,1,0.0,0.9999905055904003,6.128974914550781
0.075,0.045897438475813866,4.936059805663904,-2.8442900155397264,7.30411212291846,149.99806236610027,1,0.0,0.9999870824406685,5.975031852722168
0.08,0.07558802919988805,5.160069509995953,-2.8027200478706815,7.551878526152028,149.99739570598823,1,0.0,0.9999826380399215,5.827183723449707
0.085,0.10569163830606237,5.3545816687006695,-2.7612898042165277,7.742407278066264,149.99660572659985,1,0.0,0.9999773715106657,5.694718360900879
0.09,0.1361094909360104,5.521116706834221,-2.7202033943202983,7.878317641257389,149.99570061475623,1,0.0,0.9999713374317083,5.576525688171387
0.095,0.16676076457248185,5.66173016162306,-2.679636380338509,7.96305872575451,149.9946002653709,1,0.0,0.9999640017691395,5.462584972381592
0.1,0.19758152289316352,5.778861303040868,-2.6397379790641446,8.000644743405347,149.99299493365677,1,0.0,0.9999532995577118,5.332440376281738
0.105,0.22852317852078396,5.875183893314734,-2.600633892471702,7.99540362127223,149.99095631600184,1,0.0,0.9999397087733457,5.204720497131348
0.11,0.25955070348123865,5.953470701367077,-2.5624293995767444,7.951757045576301,149.98849666416842,1,0.0,0.9999233110944562,5.084431171417236
0.115,0.2906407580988604,6.016479274048036,-2.5252124368156497,7.874042428930108,149.98555692637174,1,0.0,0.9999037128424783,4.970637321472168
0.12,0.3217798616877628,6.066862186417119,-2.4890564826320674,7.766379959752319,149.9817495785122,1,0.0,0.9998783305234146,4.853644371032715
0.125,0.35296268929864516,6.107101819257958,-2.4540231336964204,7.632582678993355,149.9772098674614,1,0.0,0.999848065783076,4.74256706237793
0.13,0.3841905409822068,6.139467744987584,-2.420164322890864,7.476104456027362,149.97232857416702,1,0.0,0.9998155238277802,4.645522594451904
0.135,0.41546998397254453,6.165993392918778,-2.387524193527668,7.3000188822983425,149.96579865537905,1,0.0,0.9997719910358602,4.539579391479492
0.14,0.4468116692762565,6.188467194205973,-2.356140647087692,7.107020629883554,149.95670202147124,1,0.0,0.9997113468098082,4.4216437339782715
0.145,0.47822929870853303,6.208434660840072,-2.3260466106402715,6.899442794411459,149.9403348431421,1,0.0,0.9996022322876139,4.261295318603516
0.15,0.5097386786791188,6.22720746724387,-2.297271109722471,6.679283918179629,149.90445350035202,1,0.0,0.9993630233356802,4.025803089141846
0.155,0.5413568906738643,6.245874598962198,-2.2698401300241273,6.44823798452475,149.8394205020488,1,0.0,0.9989294700136586,3.766106605529785
0.16,0.5731015290987915,6.265316548958911,-2.243777330693913,6.207727473310744,149.72288044348826,1,0.0,0.9981525362899218,3.493082284927368
0.165,0.6049898525096824,6.286219332965551,-2.219104767030618,5.958935571493782,149.5112922785981,1,0.0,0.9967419485239873,3.209071397781372
0.17,0.6370380450416467,6.309080670268707,-2.1958434399268265,5.7028298617850846,149.18106752382357,1,0.0,0.9945404501588239,2.9504013061523438
0.17500000000000002,0.6692607630102164,6.334220129299742,-2.1740135312548308,5.440188751528382,148.72160422534128,1,0.0,0.9914773615022752,2.7269530296325684
0.18,0.7016701367239785,6.361800995403302,-2.1536350688672847,5.171636997246074,148.00393792482183,1,0.0,0.9866929194988122,2.502965211868286
0.185,0.7342741292196217,6.391819432240579,-2.134729071539709,4.897650867311857,146.8851817987742,1,0.0,0.9792345453251613,2.2785873413085938
0.19,0.7670730907889862,6.424064198962581,-2.117320036876619,4.618538016862683,144.88936162212096,1,0.0,0.9659290774808064,2.0276379585266113
0.195,0.8000469859495378,6.45799622769017,-2.1014455353436183,4.33435524580151,140.14650732756095,1,0.0,0.9343100488504064,1.6912800073623657
0.2,0.8331376277542115,6.492191928795208,-2.087169073769529,4.044491511001164,131.10821349496035,1,0.0,0.874054756633069,1.3500062227249146
0.20500000000000002,0.8662659590311881,6.523676036830102,-2.07456622347417,3.7471917119553404,122.12451830995968,1,0.0,0.8141634553997312,1.1392561197280884
0.21,0.8993497011143773,6.549173591471405,-2.063710940506663,3.440536298734445,112.01102883443174,1,0.0,0.7467401922295449,0.9655453562736511
0.215,0.932289758748047,6.566067297763008,-2.054685596262116,3.1231663724261858,99.51706397131346,1,0.0,0.6634470931420897,0.798945963382721
0.22,0.9649772346780877,6.571553355005746,-2.0475763263933535,2.793641991546986,87.15054967560036,1,0.0,0.5810036645040024,0.6639764904975891
0.225,0.9973579305799998,6.563038812756352,-2.0424287177721205,2.4506949870983745,84.45405822640325,1,0.0,0.5630270548426883,0.6372541785240173
0.23,1.0294491526224783,6.541313904662861,-2.039236256619284,2.0954016713854298,85.61180048138999,1,0.0,0.5707453365426,0.6486275792121887
0.23500000000000001,1.0612642336802631,6.51054653062107,-2.0379919997095137,1.7311743111809057,82.84381131907477,1,0.0,0.5522920754604985,0.6216734051704407
0.24,1.0928218859319017,6.4736639508550455,-2.0386826823555,1.3605935788741865,85.55448934987768,1,0.0,0.5703632623325179,0.6480610966682434
0.245,1.1241773677910223,6.433130575723222,-2.041266906323358,0.9859110518563157,90.23600019636804,1,0.0,0.6015733346424535,0.6956091523170471
0.25,1.1553951694319293,6.392622024748448,-2.0456928489147472,0.6102220904993501,95.41145719028957,1,0.0,0.6360763812685971,0.7515560984611511
0.255,1.186538358652319,6.355356600606699,-2.051905038577273,0.2363694383050482,100.52695812741736,1,0.0,0.6701797208494491,0.8110693097114563
0.26,1.2176724153808396,6.323676911474511,-2.059841369640337,-0.13333240439750338,106.74487323294501,1,0.0,0.7116324882196334,0.890483558177948
0.265,1.2488723608500194,6.299460520031899,-2.069427517444805,-0.4968158564513284,114.14065149680258,1,0.0,0.7609376766453505,0.9984387159347534
0.27,1.2801815215203458,6.284592663482915,-2.0806059759843265,-0.8519192825618899,115.02342938923272,1,0.0,0.7668228625948847,1.0125699043273926
0.275,1.3115859039676412,6.278902531128495,-2.093356702756707,-1.197862388897497,112.19405219655683,1,0.0,0.7479603479770455,0.968309223651886
0.28,1.3430392563577391,6.279396020711141,-2.107682027900969,-1.5359331302921497,107.2961301565157,1,0.0,0.7153075343767713,0.8979690670967102
0.28500000000000003,1.374479408943175,6.282214635038253,-2.123596597137005,-1.8682161049322175,101.60910087474248,1,0.0,0.6773940058316166,0.8242824673652649
0.29,1.405840511226419,6.283668605550478,-2.1411192492675806,-2.1968905405009664,96.05994045578845,1,0.0,0.6403996030385897,0.7588508725166321
0.295,1.4370634517846168,6.28080656832504,-2.1602651733014167,-2.5238005119044926,91.59352765321107,1,0.0,0.6106235176880738,0.7099149823188782
0.3,1.4680936472166242,6.271751954153683,-2.1810475452253955,-2.8501465856201733,86.91141586702122,1,0.0,0.5794094391134748,0.6615732312202454
0.305,1.4988744839712147,6.2553237372156305,-2.2034830493937703,-3.17672853541407,82.18380386788678,1,0.0,0.5478920257859119,0.615364134311676
0.31,1.5293488384724414,6.23053464064125,-2.2275909788406647,-3.504321609979293,77.53028574609444,1,0.0,0.5168685716406296,0.57205730676651
0.315,1.559452989138441,6.196618705542262,-2.2533991725470925,-3.8336376798291916,71.8504075116015,1,0.0,0.47900271674401,0.521689236164093
0.32,1.5891064099172194,6.152671562456664,-2.280954651298801,-4.165637945193286,64.62395863732567,1,0.0,0.4308263909155045,0.46091097593307495
0.325,1.6182052877357125,6.09717471078143,-2.3103320693301934,-4.502002396480389,55.46433554660481,1,0.0,0.3697622369773654,0.38814765214920044
0.33,1.6466284881525104,6.027824924010715,-2.341630363946595,-4.845372698929911,45.90427768354302,1,0.0,0.3060285178902868,0.31615763902664185
0.335,1.6742165167506564,5.9420287138479315,-2.3749971986364966,-5.19894425501751,31.426127715033793,1,0.0,0.20950751810022528,0.2126561999320984
0.34,1.7007232110386024,5.835922965293238,-2.4106858826779467,-5.567549925758215,9.666740117914152,1,0.0,0.06444493411942769,0.06453437358140945
0.34500000000000003,1.7258205330924306,5.7022769383672145,-2.44905992699747,-5.9600966463911655,-15.385877678580526,1,0.0,-0.1025725178572035,-0.10293453186750412
0.35000000000000003,1.7491246848018531,5.53157380646682,-2.4905720609270343,-6.388774700769539,-42.8591387449987,1,0.0,-0.2857275916333247,-0.2939078211784363
0.355,1.7701993302570136,5.313887940321233,-2.5357652544723037,-6.8671877220553705,-72.26554287698508,1,0.0,-0.4817702858465672,-0.5252870917320251
0.36,1.7885811261199274,5.039148227998948,-2.585244018094799,-7.410050468804998,-99.87758775003053,1,0.0,-0.6658505850002036,-0.8032514452934265
0.365,1.8038327438205735,4.698450964144911,-2.63960481031254,-8.031476032728506,-122.32074988067407,1,0.0,-0.8154716658711605,-1.1431487798690796
0.37,1.8156040215519882,4.286419108140999,-2.699344951306555,-8.741646635433437,-136.4563905973167,1,0.0,-0.909709270648778,-1.5258357524871826
0.375,1.823665458473971,3.8033782176764857,-2.7647982070918222,-9.543242026275818,-144.25365158790112,1,0.0,-0.9616910105860074,-1.967938780784607
0.38,1.8279101163938811,3.255605509356499,-2.836109060190048,-10.430094308970233,-147.92829632430042,1,0.0,-0.9861886421620029,-2.484240770339966
0.385,1.8283641830764157,2.653937028012875,-2.9131970594564836,-11.388113386638967,-149.30920095853227,1,0.0,-0.9953946730568819,-3.035691738128662
0.39,1.8252076588301616,2.0131561051363844,-2.9957104072590437,-12.395485003301001,-149.7198720391308,1,0.0,-0.998132480260872,-3.4876785278320312
0.395,1.8187957812845497,1.3520408665395822,-3.082984698049652,-13.422281142603758,-149.8385925484917,1,0.0,-0.9989239503232781,-3.7635338306427
