time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,observer_blend,action_norm,policy_raw
0.0,-0.018488114192097695,0.0,-2.4883263421942114,0.0,149.99999504232403,1,0.0,0.9999999669488269,8.95917797088623
0.005,-0.015947324270577927,0.04311631003741656,-2.4875096208944094,0.014547806719056311,149.99999819031427,1,0.0,0.9999999879354284,9.463069915771484
0.01,-0.011795526572362465,0.15937672860406038,-2.4862483004310345,0.05174692002939407,149.99999794201847,1,0.0,0.9999999862801232,9.398783683776855
0.015,-0.006097618109615436,0.3271224313638091,-2.4846192882387377,0.10187621319079077,149.99999744995824,1,0.0,0.9999999829997216,9.29159164428711
0.02,0.001084170400436007,0.5302372466602003,-2.482695076222823,0.1578577695079346,149.99999659466954,1,0.0,0.9999999772977969,9.14697551727295
0.025,0.009690336695743151,0.7567673604977292,-2.480543647864495,0.214603927926694,149.99999527103955,1,0.0,0.999999968473597,8.982793807983398
0.03,0.019664130278891547,0.9978838351386565,-2.4782284411202014,0.2685243638614172,149.99999327089046,1,0.0,0.9999999551392698,8.806425094604492
0.035,0.0309515428663665,1.2471025555114192,-2.4758083590924698,0.3171536101107394,149.99998867390983,1,0.0,0.9999999244927322,8.54609203338623
0.04,0.043501271564997016,1.4996975460073205,-2.4733378208240944,0.35886930896963376,149.9999788680694,1,0.0,0.9999998591204626,8.234253883361816
0.045,0.057264659893946836,1.752259594437025,-2.4708668450864613,0.3926788951459953,149.999958862977,1,0.0,0.99999972575318,7.9011921882629395
0.05,0.07219562122699137,2.0023641122752616,-2.4684411606951304,0.4180579582411519,149.99991607640794,1,0.0,0.9999994405093863,7.5446929931640625
0.055,0.08825054865766739,2.248321150858666,-2.4661023376241764,0.4348276882474059,149.9998196763581,1,0.0,0.9999987978423873,7.162269592285156
0.06,0.105388214694968,2.488987234677791,-2.463887933985874,0.4430619197332549,149.99960206227288,1,0.0,0.9999973470818193,6.76649808883667
0.065,0.1235696632983137,2.7236237278733846,-2.461831655111134,0.44301662171505496,149.99908850474478,1,0.0,0.9999939233649652,6.352101802825928
0.07,0.14275809591340483,2.9517902260723288,-2.4599635220851255,0.43507641002330355,149.99791906719796,1,0.0,0.999986127114653,5.939357280731201
