time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,observer_blend,action_norm,policy_raw
0.0,0.019565988746765486,0.0,3.0114356215022973,0.0,149.9999098393989,1,0.0,0.999999398929326,7.50885009765625
0.005,0.02410947297358036,0.07770027113482847,3.018611875890193,0.12287175770624437,149.99994227635207,1,0.0,0.9999996151756805,7.731812953948975
0.01,0.03147282150629776,0.285449414691874,3.0302179598751353,0.4509665376744798,149.99995589969703,1,0.0,0.9999997059979802,7.866413116455078
0.015,0.04149442984818781,0.5822544876547847,3.0459679514409777,0.9185291025029657,149.999969180888,1,0.0,0.9999997945392534,8.045578956604004
0.02,0.05401698809651302,0.9377712828356012,3.065574334003843,1.476396405169341,149.99997460581844,1,0.0,0.9999998307054563,8.142386436462402
0.025,0.06888393579824822,1.329456374542953,3.0887437273330374,2.0876164320202757,149.99996682954784,1,0.0,0.9999997788636523,8.008816719055176
0.03,0.08593642415975603,1.7404396659939825,3.1151734938320548,2.7241819904749227,149.99994349072594,1,0.0,0.9999996232715063,7.742444038391113
0.035,0.10501109905581417,2.157954167570874,-3.1386356377864475,3.364624817807062,149.99990079212162,1,0.0,0.9999993386141441,7.461037635803223
0.04,0.12593897660323816,2.5721993704810537,-3.106638705849435,3.9922773914094947,149.99984464702956,1,0.0,0.9999989643135304,7.2367963790893555
0.045,0.14854559771093861,2.9755434052319893,-3.0723567707054262,4.594054640407739,149.99975854842467,1,0.0,0.9999983903228311,7.0163116455078125
0.05,0.17265250988855516,3.3619886093090177,-3.036132128900519,5.15963773750625,149.99962706370604,1,0.0,0.9999975137580404,6.7989420890808105
0.055,0.19807994593355396,3.7268370658626,-2.998308361315794,5.6809603933750505,149.9994413081833,1,0.0,0.9999962753878887,6.596846580505371
0.06,0.22465038531238968,4.0664996016468935,-2.959223926155747,6.15190867426754,149.99925235541076,1,0.0,0.9999950157027384,6.451181411743164
0.065,0.25219254238550826,4.378396670176946,-2.9192053669584253,6.568153263703005,149.9990484854243,1,0.0,0.9999936565694955,6.330617427825928
0.07,0.28054526966768123,4.660905356288633,-2.8785609602808595,6.927042907643337,149.99862171250405,1,0.0,0.9999908114166937,6.145345687866211
0.075,0.3095609182195223,4.913315381325129,-2.8375755089648176,7.22750251461079,149.99803193934468,1,0.0,0.9999868795956312,5.967241287231445
0.08,0.339107828109191,5.1357689635858925,-2.7965067462005972,7.469899451760188,149.99732210105242,1,0.0,0.9999821473403495,5.813248157501221
0.085,0.3690717923551119,5.329172217172859,-2.755583520997652,7.655862727031158,149.9965014002841,1,0.0,0.999976676001894,5.679581642150879
0.09,0.39935650937504563,5.495077375175686,-2.7150056548856973,7.788058305420641,149.99555688296707,1,0.0,0.9999703792197805,5.560083389282227
0.095,0.4298831655018335,5.635543882378446,-2.674945165308332,7.869937034663204,149.99450102452724,1,0.0,0.9999633401635148,5.453478813171387
0.1,0.46058935395030526,5.752990718123216,-2.6355484648004817,7.9054772548656675,149.99292117054097,1,0.0,0.9999528078036065,5.327202796936035
0.105,0.49142755973077945,5.850052461016004,-2.5969391325432274,7.898942966541769,149.99085337940704,1,0.0,0.9999390225293803,5.199061393737793
0.11,0.5223634175694096,5.92944963478571,-2.5592209125731284,7.85467383776904,149.9883557761683,1,0.0,0.999922371841122,5.078344345092773
0.115,0.5533739009736613,5.9938801180207975,-2.5224806866016456,7.776916376831727,149.98545259027648,1,0.0,0.9999030172685099,4.967038154602051
0.12,0.5844455597098099,6.045934258728195,-2.486791247805055,7.669698581197938,149.98235164142355,1,0.0,0.9998823442761571,4.870418071746826
0.125,0.6155728725648684,6.088033630853576,-2.4522137855838126,7.536745875727989,149.9782903303618,1,0.0,0.9998552688690786,4.7668538093566895
0.13,0.6467567509436077,6.122390865893103,-2.4188000437023125,7.381432517858104,149.97192628313496,1,0.0,0.9998128418875664,4.638305187225342
0.135,0.6780032286051001,6.150987068356802,-2.3865941244502613,7.206761482468585,149.9637311723904,1,0.0,0.9997582078159359,4.510229110717773
0.14,0.7093222869347572,6.175564184342225,-2.3556340138256835,7.015367074453998,149.94637859925896,1,0.0,0.9996425239950598,4.3147053718566895
0.145,0.7407268458851803,6.197626054739517,-2.3259528139165497,6.809530837069389,149.91977649713877,1,0.0,0.9994651766475918,4.113226890563965
0.15,0.7722318804598757,6.218447488575791,-2.2975797423752145,6.59120812325873,149.87243372951693,1,0.0,0.9991495581967795,3.8812382221221924
