time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,observer_blend,action_norm,policy_raw
0.0,0.22008739404235603,0.0,3.0358486653268963,0.0,149.99991938739348,1,0.0,0.9999994625826232,7.564818859100342
0.005,0.22461570760934396,0.07746671125252735,3.0429348788642816,0.12140533608708814,149.99995375087263,1,0.0,0.9999996916724841,7.842625141143799
0.01,0.23195073594686977,0.2845157117887964,3.054385846487797,0.4453646789345789,149.99996250596612,1,0.0,0.9999997500397741,7.9475555419921875
0.015,0.24192733778369413,0.5801382007178959,3.0699101154591943,0.9065718903767089,149.9999738751711,1,0.0,0.9999998258344739,8.128203392028809
0.02,0.2543841896172727,0.93393374237964,3.0892141304700615,1.456142366352394,149.9999772822585,1,0.0,0.9999998485483901,8.198073387145996
0.025,0.26916066578292414,1.3232928984636594,3.1119986434476816,2.057307525307656,149.99996868839182,1,0.0,0.9999997912559455,8.037652015686035
0.03,0.28609424500631064,1.7312934821303072,3.137956021810627,2.6822062928617454,149.99994686096085,1,0.0,0.999999645739739,7.773190498352051
0.035,0.30501874032289006,2.145149072767053,-3.116416431736771,3.30952363779358,149.9999166213552,1,0.0,0.999999444142368,7.547950267791748
0.04,0.32576358630767577,2.555086570404263,-3.085074984978077,3.9227854099546016,149.99986341044374,1,0.0,0.9999990894029582,7.301156044006348
0.045,0.34815431735242636,2.953557227042491,-3.0515392576697162,4.509161395400645,149.9997893848982,1,0.0,0.9999985958993214,7.084630012512207
0.05,0.3720142293904364,3.3347044725194004,-3.0161472049095455,5.058657411968521,149.99968726067266,1,0.0,0.999997915071151,6.886960983276367
0.055,0.39716705221228416,3.694023956290043,-2.97923524115519,5.563595696984929,149.99953196550572,1,0.0,0.9999968797700381,6.685374736785889
0.06,0.42344030703984786,4.028159108309924,-2.941132226320371,6.018294960456464,149.9993639528709,1,0.0,0.999995759685806,6.532009124755859
0.065,0.4506689210080513,4.334782072610628,-2.9021533303720926,6.418871962083305,149.99915935996816,1,0.0,0.999994395733121,6.392563343048096
0.07,0.4786986487245268,4.612517252868142,-2.8625944921541544,6.763098768976399,149.99879306024374,1,0.0,0.9999919537349583,6.2117228507995605
0.075,0.5073889202493723,4.860874325474887,-2.822728047523101,7.050265987629207,149.99827138562864,1,0.0,0.9999884759041909,6.032105922698975
0.08,0.5366148631193522,5.080169320348434,-2.7827998704228105,7.281021722274569,149.9976191947194,1,0.0,0.9999841279647959,5.872045516967773
0.085,0.5662683976506742,5.271424133760311,-2.7430281118857462,7.4571751467204574,149.9968401731191,1,0.0,0.9999789344874606,5.730504989624023
0.09,0.5962584457607998,5.436244826886334,-2.703603394069664,7.581469286893556,149.99591070567013,1,0.0,0.9999727380378008,5.60157585144043
0.095,0.6265103932644538,5.5766860256710205,-2.6646901666931035,7.657337855974269,149.9947930389843,1,0.0,0.9999652869265622,5.480762004852295
0.1,0.6569649944553804,5.695111894435966,-2.6264288723735256,7.688664760808735,149.9932765346044,1,0.0,0.9999551768973627,5.3529558181762695
0.105,0.6875769174754942,5.794063980373304,-2.5889385729274728,7.679563286585448,149.99128276062015,1,0.0,0.9999418850708011,5.223103046417236
0.11,0.7183131088955359,5.876144136285681,-2.5523197404856806,7.634187437241729,149.98902636202385,1,0.0,0.9999268424134924,5.108002662658691
0.115,0.7491511111545721,5.943917673216346,-2.5166570013667355,7.556582200020907,149.98635353279477,1,0.0,0.9999090235519651,4.9990057945251465
