#{"t_start": 1784734704.730466, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
444.303884,69,2.56287
386.315779,58,2.850274
435.033046,66,3.196916
385.301773,59,3.556637
368.329292,57,3.880767
207.154208,37,4.094295
187.872017,36,4.299037
277.600498,45,4.537851
455.356891,66,4.899494
403.111446,61,5.227971
542.573151,78,5.658048
248.417078,40,5.881968
250.463112,41,6.108123
451.053054,69,6.479952
551.695509,78,6.901162
452.34326,66,7.243132
273.498741,45,7.478913
351.230519,55,10.140964
331.210196,52,10.421309
398.620885,61,11.279558
426.241518,65,12.658091
220.307871,37,13.262209
353.635615,56,14.280347
226.138171,39,15.174287
413.939487,62,16.465585
236.273808,40,16.909568
577.70243,81,17.414809
334.939245,50,18.944571
387.813698,60,19.328844
360.808692,58,19.727539
240.535228,42,19.95988
275.081559,49,20.236954
862.184844,117,20.944648
208.224898,37,21.161805
418.003613,63,21.503952
503.595851,78,24.422552
497.187414,74,24.844751
958.444138,127,25.522022
571.106709,82,25.995033
396.045131,62,26.341663
779.941157,108,26.952828
492.503714,75,27.354304
534.400401,78,27.799004
890.042407,121,28.454191
282.701155,48,28.734878
743.933227,106,29.382714
547.038147,86,29.893906
621.244778,88,43.464743
477.484324,71,45.165719
713.271103,101,46.899201
558.664591,83,48.89993
944.274385,130,51.982316
477.524943,71,53.400691
577.779516,85,55.402415
618.666586,90,57.154442
1069.834743,143,59.865034
730.561625,104,61.394575
614.896014,88,61.937148
686.60384,105,64.803254
853.790282,120,65.409143
584.673105,86,65.865545
584.726319,84,66.288156
684.794975,96,66.802772
774.271476,108,68.937432
550.744724,86,69.500367
558.291416,83,71.359846
702.069912,102,73.443247
736.537737,103,74.732904
586.408944,88,77.457109
1302.41488,173,78.340816
1442.650717,191,79.313617
1293.726901,173,80.238275
1028.176512,141,80.95596
1096.808933,149,81.717472
860.752812,118,82.316151
821.455297,118,85.176367
997.862829,137,87.998403
1838.102663,240,89.219481
793.456052,112,89.770552
1072.275793,146,90.512409
991.59494,135,91.197734
1033.721636,142,91.914751
2161.341741,286,95.612443
1441.187141,192,96.550766
1813.948285,238,104.113785
1618.898455,214,105.179982
7407.388654,956,132.269015
