#{"t_start": 1784734704.7585537, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
467.104964,71,2.546184
291.510481,46,2.776187
493.721036,72,3.147363
614.062241,90,3.690335
554.35747,82,4.155793
243.543799,41,4.376273
357.646917,55,4.678417
295.972647,46,4.925681
328.541703,56,5.228889
442.526486,66,5.58486
275.35228,47,5.855682
413.053823,63,6.202568
255.162686,42,6.426136
432.628416,64,6.7715
411.872823,64,7.110761
442.586974,68,7.465404
263.711264,44,7.69067
501.81996,75,10.476201
1600.193825,207,14.304336
729.98306,101,16.499097
735.894909,103,17.280685
297.872803,50,17.598855
473.936966,71,19.258393
279.867608,47,19.590825
459.280877,68,20.001513
324.225595,52,20.283101
316.432849,53,20.592307
380.544181,58,20.961308
547.023601,79,21.390928
661.867915,98,24.432314
829.250215,115,25.062871
368.838138,59,25.387169
581.47005,85,25.861614
464.574364,70,26.261615
872.042181,118,26.926486
459.192616,69,27.296384
1210.490579,163,28.190919
497.601974,76,28.618521
534.385477,76,29.090479
759.207069,105,29.727108
331.052006,54,30.035341
683.619423,98,44.322153
1032.50269,138,46.994256
867.977033,117,49.720895
893.839813,121,52.5901
1005.369365,137,55.585207
1122.691905,149,58.534537
830.330046,116,60.738752
415.119905,68,61.410724
390.003812,64,61.78032
1109.002873,147,64.906072
596.416261,85,65.332977
1243.724782,165,66.187315
555.279669,84,66.642423
453.055329,70,67.005206
1006.116417,136,69.277166
758.463711,115,71.674896
409.750673,65,73.064923
721.971607,103,74.595865
892.322911,124,77.511721
442.93964,67,77.856196
1032.152631,140,78.566865
868.258326,123,79.197017
753.416119,107,79.759895
438.20568,75,80.165081
1408.318842,189,81.12496
609.857374,91,81.591194
718.13501,103,82.119451
805.233162,111,84.936752
1940.357949,260,88.385351
773.086185,113,88.964547
911.279354,125,89.594166
1011.30824,140,90.303574
699.456509,101,90.811225
777.825853,110,91.364913
1013.384723,140,92.070919
2217.263701,323,95.936565
2736.439249,386,104.235942
2071.509795,274,105.602388
6339.39004,821,131.129107
