trial,score,params_json,run_dir,pruned,failed,is_baseline,timestamp
96,-11.68533802880464,"{""exploration_decay"": 467783.19926370383, ""learning_rate"": 0.00072740817454004, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0096_20260722_191356,0,0,0,2026-07-22T17:14:44+00:00
97,-12.466232733546692,"{""exploration_decay"": 517898.1526175399, ""learning_rate"": 0.0008339986441846037, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0097_20260722_191445,0,0,0,2026-07-22T17:15:33+00:00
98,-11.510781679027762,"{""exploration_decay"": 215355.16703924697, ""learning_rate"": 0.0009027244676874332, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0098_20260722_191533,0,0,0,2026-07-22T17:16:21+00:00
99,-14.344846122319879,"{""exploration_decay"": 498795.8060217246, ""learning_rate"": 0.0006489700016351676, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0099_20260722_191621,0,0,0,2026-07-22T17:17:09+00:00
100,-12.702543086495517,"{""exploration_decay"": 319389.012759411, ""learning_rate"": 0.0007514941674153094, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0100_20260722_191709,0,0,0,2026-07-22T17:17:57+00:00
101,-14.926347180519443,"{""exploration_decay"": 441624.6371076062, ""learning_rate"": 0.0006931435171877599, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0101_20260722_191758,0,0,0,2026-07-22T17:18:46+00:00
102,-11.964927259061175,"{""exploration_decay"": 247427.08882392902, ""learning_rate"": 0.0004457660278129229, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0102_20260722_191846,0,0,0,2026-07-22T17:19:34+00:00
103,-14.917724918216997,"{""exploration_decay"": 274478.84539454046, ""learning_rate"": 0.0009310408454474018, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0103_20260722_191934,0,0,0,2026-07-22T17:20:22+00:00
104,-14.9666006291768,"{""exploration_decay"": 222515.98945950496, ""learning_rate"": 0.0008070890118568936, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0104_20260722_192022,0,0,0,2026-07-22T17:21:10+00:00
105,-10.836836820425393,"{""exploration_decay"": 229007.24437592606, ""learning_rate"": 0.0005976237279679796, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0105_20260722_192110,0,0,0,2026-07-22T17:21:59+00:00
106,-14.990680695620574,"{""exploration_decay"": 243847.4738142487, ""learning_rate"": 0.0006503377250713256, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0106_20260722_192159,0,0,0,2026-07-22T17:22:47+00:00
107,-14.912172387129623,"{""exploration_decay"": 230077.42161455983, ""learning_rate"": 0.0005948065686648784, ""use_double_dqn"": 1}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0107_20260722_192247,0,0,0,2026-07-22T17:23:35+00:00
108,-13.575400821863408,"{""exploration_decay"": 264021.089060716, ""learning_rate"": 0.0005208178472860108, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0108_20260722_192335,0,0,0,2026-07-22T17:24:23+00:00
109,-14.800366542933997,"{""exploration_decay"": 220898.3141067258, ""learning_rate"": 0.0005905288466425115, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0109_20260722_192423,0,0,0,2026-07-22T17:25:12+00:00
110,-12.755958624071818,"{""exploration_decay"": 226260.82775130367, ""learning_rate"": 0.0001741243254629001, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0110_20260722_192512,0,0,0,2026-07-22T17:26:00+00:00
111,-14.924783814506576,"{""exploration_decay"": 205737.57023863491, ""learning_rate"": 0.0009510528529388737, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0111_20260722_192600,0,0,0,2026-07-22T17:26:48+00:00
112,-13.81804512261883,"{""exploration_decay"": 483552.90980357124, ""learning_rate"": 0.00041876827365610784, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0112_20260722_192648,0,0,0,2026-07-22T17:27:36+00:00
113,-14.669712373315717,"{""exploration_decay"": 337164.22957201785, ""learning_rate"": 0.0004981858104918566, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0113_20260722_192736,0,0,0,2026-07-22T17:28:24+00:00
114,-14.653106625198681,"{""exploration_decay"": 510630.31749015127, ""learning_rate"": 0.0007058004395845475, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0114_20260722_192824,0,0,0,2026-07-22T17:29:12+00:00
115,-14.130901119766957,"{""exploration_decay"": 313265.74479690084, ""learning_rate"": 0.0004594276387653954, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0115_20260722_192912,0,0,0,2026-07-22T17:30:01+00:00
116,-14.305420904537481,"{""exploration_decay"": 457337.1659727497, ""learning_rate"": 0.000782142199958776, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0116_20260722_193001,0,0,0,2026-07-22T17:30:49+00:00
117,-11.8309949895101,"{""exploration_decay"": 301534.74991557194, ""learning_rate"": 0.0006285522458937476, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0117_20260722_193049,0,0,0,2026-07-22T17:31:38+00:00
118,-13.94469127195456,"{""exploration_decay"": 217220.62092503865, ""learning_rate"": 0.00013830649815228707, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0118_20260722_193138,0,0,0,2026-07-22T17:32:26+00:00
119,-12.132667659662076,"{""exploration_decay"": 211829.8313633232, ""learning_rate"": 0.00056324775667065, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0119_20260722_193226,0,0,0,2026-07-22T17:33:14+00:00
120,-14.650822388321432,"{""exploration_decay"": 282395.3867506773, ""learning_rate"": 0.0004758853086618399, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0120_20260722_193315,0,0,0,2026-07-22T17:34:03+00:00
121,-10.624689980921534,"{""exploration_decay"": 432928.7220397851, ""learning_rate"": 0.00039446788790994714, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0121_20260722_193403,0,0,0,2026-07-22T17:34:52+00:00
122,-13.688328490046672,"{""exploration_decay"": 420959.0074056837, ""learning_rate"": 0.00038333886824207036, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0122_20260722_193452,0,0,0,2026-07-22T17:35:39+00:00
123,-14.883134226407357,"{""exploration_decay"": 439924.92927984876, ""learning_rate"": 0.00035973079910231714, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0123_20260722_193540,0,0,0,2026-07-22T17:36:28+00:00
124,-14.97057713058599,"{""exploration_decay"": 448217.21212562534, ""learning_rate"": 0.00042309912179359243, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0124_20260722_193628,0,0,0,2026-07-22T17:37:16+00:00
125,-14.917418331497991,"{""exploration_decay"": 474082.86828797334, ""learning_rate"": 0.0008647004205134033, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0125_20260722_193717,0,0,0,2026-07-22T17:38:05+00:00
126,-14.698301279388428,"{""exploration_decay"": 235440.34671567226, ""learning_rate"": 0.00040419848539076955, ""use_double_dqn"": 1}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0126_20260722_193805,0,0,0,2026-07-22T17:38:54+00:00
127,-14.901452625764492,"{""exploration_decay"": 257678.90126014885, ""learning_rate"": 0.0003172610488241352, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0127_20260722_193854,0,0,0,2026-07-22T17:39:42+00:00
128,-12.650836555480591,"{""exploration_decay"": 494447.6465699345, ""learning_rate"": 0.00044751426882021445, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0128_20260722_193942,0,0,0,2026-07-22T17:40:30+00:00
129,-12.623370184847978,"{""exploration_decay"": 552340.4999329682, ""learning_rate"": 0.0005003113025513168, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0129_20260722_194030,0,0,0,2026-07-22T17:41:18+00:00
130,-12.756807438542186,"{""exploration_decay"": 408829.1739826466, ""learning_rate"": 0.0005342973196866998, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0130_20260722_194119,0,0,0,2026-07-22T17:42:07+00:00
131,-13.959746350078532,"{""exploration_decay"": 434088.3662406498, ""learning_rate"": 0.00037533821303766354, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0131_20260722_194207,0,0,0,2026-07-22T17:42:55+00:00
132,-14.868824951005413,"{""exploration_decay"": 395563.62767570413, ""learning_rate"": 0.0004037425753146967, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0132_20260722_194255,0,0,0,2026-07-22T17:43:43+00:00
133,-13.03384724332567,"{""exploration_decay"": 375400.55421828566, ""learning_rate"": 0.0003531630137319389, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0133_20260722_194343,0,0,0,2026-07-22T17:44:31+00:00
134,-14.986855608485158,"{""exploration_decay"": 407573.8548883227, ""learning_rate"": 0.00033753240003999146, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0134_20260722_194431,0,0,0,2026-07-22T17:45:19+00:00
135,-12.379468225284551,"{""exploration_decay"": 418380.5903976213, ""learning_rate"": 0.00038748250794473817, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0135_20260722_194519,0,0,0,2026-07-22T17:46:07+00:00
136,-14.89774722244858,"{""exploration_decay"": 459597.71725212154, ""learning_rate"": 0.00041774563495434775, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0136_20260722_194607,0,0,0,2026-07-22T17:46:55+00:00
137,-14.90675103178728,"{""exploration_decay"": 249722.80589210318, ""learning_rate"": 0.0004302579248176176, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0137_20260722_194656,0,0,0,2026-07-22T17:47:44+00:00
138,-14.214754930847537,"{""exploration_decay"": 241994.69552980078, ""learning_rate"": 0.0002118916352632391, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0138_20260722_194744,0,0,0,2026-07-22T17:48:32+00:00
139,-14.478047809685961,"{""exploration_decay"": 350224.59508183895, ""learning_rate"": 0.00047817979775572776, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0139_20260722_194832,0,0,0,2026-07-22T17:49:21+00:00
140,-14.854816286551166,"{""exploration_decay"": 427636.87167030486, ""learning_rate"": 0.0008363491703544121, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0140_20260722_194921,0,0,0,2026-07-22T17:50:09+00:00
141,-12.632681923367834,"{""exploration_decay"": 200265.28559709407, ""learning_rate"": 0.00025233049010445387, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0141_20260722_195009,0,0,0,2026-07-22T17:50:57+00:00
142,-11.900454121805287,"{""exploration_decay"": 204263.12924742926, ""learning_rate"": 0.00036893560961081856, ""use_double_dqn"": 0}",C:\Users\kreml\AI-Enabled-PKU\lab3\2.DQN\train\runs\search_dqn_t0142_20260722_195057,0,0,0,2026-07-22T17:51:46+00:00
