episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.991486921255807,-29710.60479034895,-14.855302395174474,2000,0,0,0,3.0001884454896905,1.8047974184932856,90.69
2,4000,1,smoke_nominal,0.0,0.9830463875663735,-29731.63953851422,-14.86581976925711,2000,0,0,0,3.0038732085401114,1.6326645122410568,91.23
3,6000,1,smoke_nominal,0.0,0.974677780731736,-29640.409059941456,-14.820204529970727,2000,0,0,0,2.9862768720486983,1.66039578707593,88.74
4,8000,1,smoke_nominal,0.0,0.9663804878199838,-29785.596089885792,-14.892798044942896,2000,0,0,0,3.0281676311221863,1.411312221751941,90.885
5,10000,1,smoke_nominal,0.0,0.9581539011223672,-29666.83712548898,-14.83341856274449,2000,0,0,0,2.9902911464803164,1.871639260360514,90.87
6,12000,1,smoke_nominal,0.0,0.9499974181087872,-29702.688342643778,-14.85134417132189,2000,0,0,0,3.0009411308286955,1.6973693503134073,90.45
7,14000,1,smoke_nominal,0.0,0.9419104413836661,-29714.166556633285,-14.857083278316642,2000,0,0,0,3.003684038021456,1.6707833778446084,89.085
8,16000,1,smoke_nominal,0.0,0.9338923786421921,-29537.628970980448,-14.768814485490223,2000,0,0,0,2.9617150513253017,1.9452179104382694,87.525
9,18000,1,smoke_nominal,0.0,0.9259426426269383,-29758.828413322342,-14.87941420666117,2000,0,0,0,3.012163336443661,1.4668757302805788,88.86
10,20000,1,smoke_nominal,0.0,0.9180606510848511,-29661.22654848357,-14.830613274241784,2000,0,0,0,2.99005685923028,1.8339650589361112,90.615
11,22000,1,smoke_nominal,0.0,0.9102458267246045,-29747.43922498513,-14.873719612492565,2000,0,0,0,3.0119432522905254,1.4865462317499787,91.785
12,24000,1,smoke_nominal,0.0,0.9024975971743188,-29733.03804951672,-14.86651902475836,2000,0,0,0,3.008648959121002,1.7031681778426242,90.18
13,26000,1,smoke_nominal,0.0,0.8948153949396382,-29599.606163693352,-14.799803081846676,2000,0,0,0,2.9792972272347633,1.9673951207094524,88.725
14,28000,1,smoke_nominal,0.0,0.8871986573621676,-29591.10603646222,-14.79555301823111,2000,0,0,0,2.9758097751258705,1.8981324788131446,90.585
15,30000,1,smoke_nominal,0.0,0.8796468265782614,-29631.48242069745,-14.815741210348726,2000,0,0,0,2.9911331104759173,1.8309698905805636,90.045
16,32000,2,smoke_dr_0.10,0.1,0.09940199556295311,-29958.696802241684,-14.979348401120841,2000,0,0,0,3.0889665293194177,0.5939949653037992,63.21
17,34000,2,smoke_dr_0.10,0.1,0.09880796456264762,-25573.794090288684,-12.786897045144341,2000,0,0,0,2.575034521065188,4.777874034983841,97.335
18,36000,2,smoke_dr_0.10,0.1,0.09821788059760798,-27186.97062211507,-13.593485311057535,2000,0,0,0,2.695779138182442,3.4840559825777793,94.89
19,38000,2,smoke_dr_0.10,0.1,0.09763171744178306,-26501.157347938002,-13.250578673969,2000,0,0,0,2.617041158484456,3.3496373994901862,106.26
20,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-22226.59419859964,-11.11329709929982,2000,0,0,0,2.320209401560814,5.840867032838022,124.155
