time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,blend
0.0,0.0,0.0,-3.1242358,0.0,100.0,1,0.0
0.005,0.0,0.0,-3.135281,-1.2182875,100.0,1,0.0
0.01,0.0116746,1.2877101,3.1415927,-1.2426037,100.0,1,0.0
0.015,0.0175119,1.2213931,-3.1305475,0.6609535,100.0,1,0.0
0.02,-0.0058373,-2.0276257,-3.1273915,0.6445386,100.0,1,0.0
0.025,-0.0350238,-4.1286659,-3.1258137,0.4631129,100.0,1,0.0
0.03,-0.0642104,-5.0709824,-3.1210799,0.7298444,100.0,1,0.0
0.035,-0.0525358,-0.9866248,-3.1021451,2.4158356,100.0,1,0.0
0.04,-0.0408612,0.8452087,-3.1005673,1.2575395,100.0,1,0.0
0.045,-0.0583731,-1.5524891,-3.0911002,1.6082303,100.0,1,0.0
0.05,-0.0642104,-1.3401466,-3.0753211,2.4617171,100.0,1,0.0
0.055,-0.0408612,1.9743646,-3.0658535,2.1483566,100.0,1,0.0
0.06,-0.0350238,1.5293578,-3.0469188,3.0520384,100.0,1,0.0
0.065,-0.0175119,2.6174824,-3.0374515,2.4130892,100.0,1,0.0
0.07,-0.0116746,1.8177958,-3.0200946,2.9967336,100.0,1,0.0
0.075,0.0116746,3.390702,-3.0074715,2.7363598,100.0,1,0.0
0.08,0.0350238,4.0961503,-2.9885368,3.3157577,100.0,1,0.0
0.085,0.0350238,1.8371233,-2.9774913,2.7054312,100.0,1,0.0
0.09,0.0350238,0.8239499,-2.9538228,3.8240243,100.0,1,0.0
0.095,0.0642104,3.5888173,-2.9459333,2.5852878,100.0,1,0.0
0.1,0.0642104,1.6095844,-2.9206871,3.9441511,100.0,1,0.0
0.105,0.0933969,3.941174,-2.9033303,3.6834149,100.0,1,0.0
0.11,0.0992342,2.4114713,-2.8859734,3.5664746,100.0,1,0.0
0.115,0.1109089,2.3692555,-2.8796617,2.2957394,100.0,1,0.0
0.12,0.1225835,2.3503208,-2.8638828,2.7700648,100.0,1,0.0
0.125,0.1284208,1.6979745,-2.8402142,3.8530128,100.0,1,0.0
0.13,0.15177,3.3369612,-2.8260135,3.2944121,100.0,1,0.0
0.135,0.1692819,3.4281935,-2.8055007,3.7401077,100.0,1,0.0
0.14,0.1809566,2.8252546,-2.7881438,3.5919013,100.0,1,0.0
0.145,0.1926312,2.5548365,-2.7644753,4.2216062,100.0,1,0.0
0.15,0.2101431,3.077409,-2.7486965,3.6337897,100.0,1,0.0
0.155,0.2393296,4.5994939,-2.7234501,4.4144306,100.0,1,0.0
0.16,0.2685162,5.2821493,-2.7171385,2.6760475,100.0,1,0.0
0.165,0.2743535,3.0128972,-2.706093,2.4185211,100.0,1,0.0
0.17,0.2860281,2.6389975,-2.6808466,3.8693826,100.0,1,0.0
0.17500000000000002,0.30354,3.1151535,-2.6761131,2.2575299,100.0,1,0.0
0.18,0.3327266,4.6164226,-2.6524448,3.6231145,100.0,1,0.0
0.185,0.3502385,4.0020318,-2.6429774,2.6692171,100.0,1,0.0
0.19,0.3735877,4.3703308,-2.6193089,3.8077823,100.0,1,0.0
0.195,0.379425,2.6039497,-2.6145751,2.2299284,100.0,1,0.0
0.2,0.396937,3.0994346,-2.6003739,2.5665113,100.0,1,0.0
0.20500000000000002,0.4202862,3.965516,-2.5751278,3.9357299,100.0,1,0.0
0.21,0.4436355,4.3539571,-2.5877509,0.3728499,100.0,1,0.0
0.215,0.4611474,3.8843128,-2.5735499,1.7335853,100.0,1,0.0
0.22,0.4844966,4.3175373,-2.5609266,2.1698641,100.0,1,0.0
0.225,0.5136832,5.1556916,-2.5546152,1.6693333,100.0,1,0.0
0.23,0.5311951,4.2438907,-2.5419919,2.1410472,100.0,1,0.0
0.23500000000000001,0.5545443,4.4788045,-2.5325245,2.0045099,100.0,1,0.0
0.24,0.5778935,4.5841636,-2.5341024,0.7249854,100.0,1,0.0
0.245,0.6012427,4.6314167,-2.5199012,1.8915443,100.0,1,0.0
0.25,0.624592,4.6526165,-2.5183234,1.0223948,100.0,1,0.0
0.255,0.6596158,5.9498248,-2.508856,1.5027942,100.0,1,0.0
0.26,0.682965,5.243916,-2.5199012,-0.5442843,-100.0,1,0.0
0.265,0.682965,2.3518962,-2.5183234,-0.0700742,-100.0,1,0.0
0.27,0.6946397,2.3425385,-2.5072782,1.1868592,100.0,1,0.0
0.275,0.6946397,1.0506285,-2.5072782,0.5323064,100.0,1,0.0
0.28,0.7179889,3.0466265,-2.5214791,-1.3276227,-100.0,1,0.0
0.28500000000000003,0.7238263,2.0102684,-2.5230572,-0.7695024,-100.0,1,0.0
0.29,0.7471755,3.477025,-2.5277907,-0.8672338,-100.0,1,0.0
0.295,0.7588501,2.8471586,-2.5293686,-0.5629916,-100.0,1,0.0
0.3,0.776362,3.2085137,-2.5435698,-1.8188901,-100.0,1,0.0
0.305,0.7997112,4.0144381,-2.5625047,-2.9042989,-100.0,1,0.0
0.31,0.8113859,3.0881886,-2.5798614,-3.2170147,-100.0,1,0.0
0.315,0.8230605,2.672759,-2.5987961,-3.5313315,-100.0,1,0.0
0.32,0.8464097,3.774152,-2.6335098,-5.4127283,-100.0,1,0.0
0.325,0.9514812,13.2820987,-2.6603343,-5.3863482,-100.0,1,0.0
0.33,0.9573185,6.6008777,-2.6903142,-5.7225651,-100.0,1,0.0
0.335,0.9573185,2.9604935,-2.7344954,-7.4397468,-100.0,1,0.0
0.34,0.9631559,1.9716378,-2.7660531,-6.8175516,-100.0,1,0.0
0.34500000000000003,0.9689932,1.5281361,-2.8212797,-9.1491622,-100.0,1,0.0
0.35000000000000003,0.9689932,0.685369,-2.8575711,-8.1063365,-100.0,1,0.0
0.355,0.9689932,0.307388,-2.9159536,-10.075283,-100.0,1,0.0
0.36,0.9631559,-0.5059931,-2.9585566,-9.2178773,-100.0,1,0.0
0.365,0.9631559,-0.2269379,-3.0169386,-10.5737562,-100.0,1,0.0
0.37,0.9573185,-0.7456382,-3.0674316,-10.3117074,-100.0,1,0.0
0.375,0.9398067,-2.2659819,-3.135281,-12.1085891,-100.0,1,0.0
0.38,0.9222947,-2.9478626,3.1057739,-10.0776929,-100.0,1,0.0
0.385,0.9164574,-1.9659663,3.0430915,-11.4337129,-100.0,1,0.0
0.39,0.9047828,-2.169449,2.9833938,-11.7126684,-100.0,1,0.0
0.395,0.8814335,-3.5484175,2.9386203,-10.191657,-100.0,1,0.0
0.4,0.8755962,-2.2353217,2.8789226,-11.1556062,-100.0,1,0.0
0.405,0.852247,-3.5779614,2.8177326,-11.7525606,-100.0,1,0.0
0.41000000000000003,0.8405724,-2.8924285,2.7595274,-11.6910486,-100.0,1,0.0
0.41500000000000004,0.8288978,-2.5849606,2.7043068,-11.3342676,-100.0,1,0.0
0.42,0.8288978,-1.1593548,2.6505789,-11.0096025,-100.0,1,0.0
0.425,0.8230605,-1.1638271,2.5938661,-11.1932353,-100.0,1,0.0
0.43,0.8055485,-2.4535396,2.5505852,-9.7940425,-100.0,1,0.0
0.435,0.8113859,-0.4565559,2.4908876,-10.9772768,-100.0,1,0.0
0.44,0.8055485,-0.8486219,2.4535763,-9.0387468,-100.0,1,0.0
0.445,0.7938739,-1.66832,2.4058182,-9.321597,-100.0,1,0.0
0.45,0.8172231,1.8271781,2.3535828,-9.9422969,-100.0,1,0.0
0.455,0.8113859,0.1756394,2.304332,-9.891488,-100.0,1,0.0
0.46,0.8055485,-0.5650823,2.2729907,-7.893279,-100.0,1,0.0
0.465,0.7880366,-2.185009,2.2341873,-7.8201441,-100.0,1,0.0
0.47000000000000003,0.7821993,-1.6238265,2.1983685,-7.4581499,-100.0,1,0.0
0.47500000000000003,0.776362,-1.3721426,2.1625502,-7.2957429,-100.0,1,0.0
0.48,0.7705247,-1.2592625,2.1237463,-7.5522017,-100.0,1,0.0
0.485,0.7588501,-1.8524857,2.0909128,-7.008706,-100.0,1,0.0
0.49,0.7471755,-2.1185529,2.0700185,-5.4480447,-100.0,1,0.0
0.495,0.7355008,-2.237884,2.0371847,-6.0650177,-100.0,1,0.0
0.5,0.7238263,-2.2913975,2.0147984,-5.1893706,-100.0,1,0.0
0.505,0.7179889,-1.6715483,1.9924116,-4.7966957,-100.0,1,0.0
0.51,0.7121516,-1.3935459,1.9595776,-5.772901,-100.0,1,0.0
0.515,0.700477,-1.9127119,1.940176,-4.7291502,-100.0,1,0.0
0.52,0.6888024,-2.1455643,1.923759,-3.9318086,-100.0,1,0.0
0.525,0.6712904,-2.8938486,1.8954028,-4.8911175,-100.0,1,0.0
0.53,0.6654531,-1.9417476,1.8894329,-2.8521442,-100.0,1,0.0
0.535,0.6421039,-3.4462933,1.8789858,-2.4314935,-100.0,1,0.0
0.54,0.624592,-3.4772255,1.8625689,-2.9013097,-100.0,1,0.0
0.545,0.6129174,-2.8472488,1.8580917,-1.7950794,-100.0,1,0.0
0.55,0.5954055,-3.208554,1.8640614,-0.1466282,-100.0,1,0.0
0.555,0.5895681,-2.0828928,1.8536143,-1.2180827,-100.0,1,0.0
0.56,0.5662189,-3.509597,1.8416748,-1.8632398,-100.0,1,0.0
0.5650000000000001,0.5545443,-2.8617672,1.8461521,-0.341821,-100.0,1,0.0
0.5700000000000001,0.5428697,-2.5712091,1.8536143,0.6697809,100.0,1,0.0
0.5750000000000001,0.5253577,-3.0847568,1.8551068,0.4650196,100.0,1,0.0
0.58,0.5136832,-2.6712198,1.8580917,0.5377937,100.0,1,0.0
0.585,0.5078458,-1.8418985,1.8789858,2.5458276,100.0,1,0.0
0.59,0.5370324,2.3931846,1.8819707,1.471036,100.0,1,0.0
0.595,0.5311951,0.4294867,1.8968952,2.3059217,100.0,1,0.0
0.6,0.5195205,-1.0950818,1.9148045,3.0096135,100.0,1,0.0
0.605,0.4903339,-3.7104239,1.9446534,4.642136,100.0,1,0.0
0.61,0.4611474,-4.8834013,1.9625626,4.0573925,100.0,1,0.0
0.615,0.4669847,-1.5463488,1.993904,5.2766876,100.0,1,0.0
0.62,0.4611474,-1.3373939,2.0147984,4.6712474,100.0,1,0.0
0.625,0.4319608,-3.8190941,2.0416622,5.0581331,100.0,1,0.0
0.63,0.4027743,-4.9321398,2.0774807,6.2193617,100.0,1,0.0
0.635,0.3735877,-5.4313406,2.1192691,7.3986377,100.0,1,0.0
0.64,0.3677504,-3.0798127,2.1625502,8.0921916,100.0,1,0.0
0.645,0.3677504,-1.3812959,2.196876,7.4154877,100.0,1,0.0
0.65,0.3910997,1.955912,2.2401571,8.0997495,100.0,1,0.0
0.655,0.3852623,0.2333698,2.2983622,10.0527629,100.0,1,0.0
0.66,0.379425,-0.5391869,2.3297038,7.9656372,100.0,1,0.0
0.665,0.4027743,2.3335943,2.3938786,10.6510791,100.0,1,0.0
0.67,0.396937,0.4027605,2.452084,11.1970605,100.0,1,0.0
0.675,0.4202862,2.7560577,2.5177516,12.2650213,100.0,1,0.0
0.68,0.4261235,1.8799484,2.5655097,10.7685804,100.0,1,0.0
0.685,0.4377981,2.1308665,2.6386394,12.8959093,100.0,1,0.0
0.6900000000000001,0.4553101,2.8872599,2.7102766,13.6853933,100.0,1,0.0
0.6950000000000001,0.472822,3.2265024,2.7834062,14.2040996,100.0,1,0.0
