episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.9903356494919452,-29593.750165187917,-14.796875082593958,2000,0,0,0,2.977605701845308,1.9103814239362933,88.53
2,4000,1,smoke_nominal,0.0,0.9807647921477969,-29790.932148633612,-14.895466074316806,2000,0,0,0,3.029315968139648,1.4028260136198782,90.915
3,6000,1,smoke_nominal,0.0,0.9712865235123938,-29697.020781036168,-14.848510390518085,2000,0,0,0,3.0034771973419847,1.6642226246787937,90.39
4,8000,1,smoke_nominal,0.0,0.961899947880296,-29833.048235950046,-14.916524117975023,2000,0,0,0,3.04089679154558,1.3260321806808752,89.895
5,10000,1,smoke_nominal,0.0,0.95260417821114,-29825.115661619333,-14.912557830809666,2000,0,0,0,3.03008346021868,1.358316806425122,90.795
6,12000,1,smoke_nominal,0.0,0.9433983360458127,-29700.388548041374,-14.850194274020687,2000,0,0,0,3.000269901838027,1.6294180870918713,91.035
7,14000,1,smoke_nominal,0.0,0.934281551423436,-29745.473090277002,-14.872736545138501,2000,0,0,0,3.0082292854493957,1.6716235152591146,89.28
8,16000,1,smoke_nominal,0.0,0.9252529627991546,-29649.529658279702,-14.82476482913985,2000,0,0,0,2.9879555778231115,1.8215741980322981,90.72
9,18000,1,smoke_nominal,0.0,0.916311716962719,-29640.624265753853,-14.820312132876927,2000,0,0,0,2.9897948088208364,1.8747873746245398,89.58
10,20000,1,smoke_nominal,0.0,0.9074569689578569,-29654.858845119477,-14.827429422559739,2000,0,0,0,2.9936461661786216,1.8335485486218495,88.89
11,22000,1,smoke_nominal,0.0,0.8986878820024239,-29569.172483347153,-14.784586241673576,2000,0,0,0,2.9711546331744203,1.9616522874582611,90.525
12,24000,1,smoke_nominal,0.0,0.8900036274093259,-29248.667044761034,-14.624333522380518,2000,0,0,0,2.9160090919288497,2.511256247309159,88.11
13,26000,1,smoke_nominal,0.0,0.881403384508209,-29556.433896279697,-14.778216948139848,2000,0,0,0,2.980998989319739,1.8050778708218587,89.61
14,28000,1,smoke_nominal,0.0,0.8728863405679036,-29451.34182730694,-14.72567091365347,2000,0,0,0,2.962804480941804,2.069864358682443,92.07
15,30000,1,smoke_nominal,0.0,0.8644516907196219,-29393.238142243248,-14.696619071121624,2000,0,0,0,2.9314309436972925,2.332130375377813,90.645
16,31346,2,smoke_dr_0.10,0.1,0.09959710450475727,-20086.835197473774,-14.92335453006967,1346,0,0,0,3.041911826866402,0.8253413909259445,90.20059435364041
17,33346,2,smoke_dr_0.10,0.1,0.09900177710430838,-26922.788591815483,-13.461394295907741,2000,0,0,0,2.710114179262143,3.5265478185695103,93.72
18,35346,2,smoke_dr_0.10,0.1,0.09841040535304797,-18893.2991216679,-9.44664956083395,2000,0,0,0,2.1237520995840207,7.951676483136128,97.755
19,37346,2,smoke_dr_0.10,0.1,0.09782296296768979,-23813.81613696301,-11.906908068481505,2000,0,0,0,2.4631842521752763,5.3118320824993495,89.685
20,39346,2,smoke_dr_0.10,0.1,0.09723942383958661,-22823.90919720805,-11.411954598604025,2000,0,0,0,2.3555669824733285,5.995323389594765,102.84
21,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-6634.615825767073,-10.144672516463414,654,0,0,0,2.2385073931875556,6.591929262935928,113.89908256880734
