episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.99096294050461,-29660.12439032313,-14.830062195161565,2000,0,0,0,2.991025076446113,1.8329778197746518,90.63
2,4000,1,smoke_nominal,0.0,0.9820076312037376,-29751.896659605613,-14.875948329802807,2000,0,0,0,3.007655925690032,1.6382056638805185,91.08
3,6000,1,smoke_nominal,0.0,0.9731333325764904,-29676.105957534135,-14.838052978767067,2000,0,0,0,2.9917354449358466,1.860278379848774,91.95
4,8000,1,smoke_nominal,0.0,0.96433931179176,-29792.608736600167,-14.896304368300083,2000,0,0,0,3.0271243925287163,1.4294461227483508,89.895
5,10000,1,smoke_nominal,0.0,0.9556248426477056,-29635.118398090923,-14.817559199045462,2000,0,0,0,2.978407757997915,1.7719802350375522,90.105
6,12000,1,smoke_nominal,0.0,0.946989205511785,-29658.391897436675,-14.829195948718338,2000,0,0,0,2.993229515516836,1.753163825115232,88.515
7,14000,1,smoke_nominal,0.0,0.9384316872613276,-29633.8980434761,-14.81694902173805,2000,0,0,0,2.991017598778549,1.7042989524876482,91.275
8,16000,1,smoke_nominal,0.0,0.9299515812246465,-29648.868609023462,-14.824434304511731,2000,0,0,0,2.9903197360445772,1.8654945809694055,89.325
9,18000,1,smoke_nominal,0.0,0.9215481871226807,-29654.987735048835,-14.827493867524417,2000,0,0,0,2.988162852282059,1.6887551007881145,90.63
10,20000,1,smoke_nominal,0.0,0.9132208110111679,-29734.853934841853,-14.867426967420926,2000,0,0,0,3.0161630910009563,1.5709383580510323,90.57
11,22000,1,smoke_nominal,0.0,0.9049687652233392,-29620.85691324131,-14.810428456620656,2000,0,0,0,2.985875764247726,1.8369083335483072,88.845
12,24000,1,smoke_nominal,0.0,0.8967913683131312,-29611.191879831058,-14.805595939915529,2000,0,0,0,2.980750673206935,1.8181150993483466,91.485
13,26000,1,smoke_nominal,0.0,0.8886879449989145,-29639.10374751578,-14.81955187375789,2000,0,0,0,2.9903892415604596,1.807246035657682,91.395
14,28000,1,smoke_nominal,0.0,0.8806578261077275,-29718.034483348776,-14.859017241674389,2000,0,0,0,3.0032285803940884,1.5225768613962982,90.69
15,30000,1,smoke_nominal,0.0,0.8727003485200187,-29616.824290253768,-14.808412145126884,2000,0,0,0,2.977067634186803,1.9021419319885655,91.65
16,32000,2,smoke_dr_0.10,0.1,0.09940199556295311,-29977.16987223254,-14.988584936116268,2000,0,0,0,3.104643487370511,0.44268486214629277,35.865
17,34000,2,smoke_dr_0.10,0.1,0.09880796456264762,-24764.126334637305,-12.382063167318652,2000,0,0,0,2.5065567018334343,4.90925716903159,96.045
18,36000,2,smoke_dr_0.10,0.1,0.09821788059760798,-27121.871718189614,-13.560935859094807,2000,0,0,0,2.6737810373593036,3.3394934380158614,93.39
19,38000,2,smoke_dr_0.10,0.1,0.09763171744178306,-23537.130973541953,-11.768565486770976,2000,0,0,0,2.4116261143252102,5.44650013845648,103.635
20,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-19331.648465613776,-9.665824232806887,2000,0,0,0,2.1409342829708167,7.8246994677113,103.125
