time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,blend
0.0,0.0,0.0,3.141592653589793,0.0,0.0,0,0.0
0.005,0.0014028895778176694,0.5554945963974521,-3.139499472534946,0.828002427758349,140.0,1,0.0
0.01,0.005499136515849671,1.0774982273671787,-3.1334055680494624,1.600246227287677,140.0,1,0.0
0.015,0.0121234778742105,1.5668572191100187,-3.1235904424421506,2.3164319286582478,140.0,1,0.0
0.02,0.0211143805572414,2.024211000605567,-3.1103353813943193,2.976139935870588,140.0,1,0.0
0.025,0.032312968182252766,2.4499867676870664,-3.0939240644338017,3.5788407439401198,140.0,1,0.0
0.030000000000000002,0.04556205964914109,2.8444468510704524,-3.0746429320149113,4.123978108740791,140.0,1,0.0
0.035,0.060705543746057244,3.207773167897552,-3.0527810036565883,4.611101478550227,140.0,1,0.0
0.04,0.07758823591246086,3.5401729477989945,-3.0286289613277666,5.040023304872802,140.0,1,0.0
0.045,0.09605628279960662,3.8419893857662055,-3.0024774367818576,5.410975922700592,140.0,1,0.0
0.049999999999999996,0.11595809862602681,4.113801139452423,-2.9746145674196125,5.724743372410679,140.0,1,0.0
0.05499999999999999,0.13714574116270667,4.356496637483733,-2.9453230004012423,5.982747325350406,140.0,1,0.0
0.05999999999999999,0.15947657465902998,4.57131336528078,-2.9148766119514242,6.1870736106381425,140.0,1,0.0
0.06499999999999999,0.18281503205903932,4.7598381727464005,-2.8835372522208083,6.340435753606238,140.0,1,0.0
0.06999999999999999,0.2070342850949594,4.923971014101838,-2.851551817748593,6.446082311124108,140.0,1,0.0
0.075,0.23201765707724162,5.065859930615937,-2.8191498974095643,6.507663169687466,140.0,1,0.0
0.08,0.25765966149906233,5.187818373685558,-2.7865421486965287,6.529074531486035,140.0,1,0.0
0.085,0.2838589911733268,5.2892384578973415,-2.753930117124265,6.5101110889677525,139.12786971361248,1,0.0
0.09000000000000001,0.3105347179678613,5.378719499231385,-2.7214837870331876,6.46336527055305,140.0,1,0.0
0.09500000000000001,0.3376247572000288,5.4553372415088655,-2.6893439396373147,6.388126498447644,140.0,1,0.0
0.10000000000000002,0.3650702769086746,5.521259298088761,-2.6576441341182107,6.287909985287274,140.0,1,0.0
0.10500000000000002,0.39282286115619824,5.578479341027545,-2.6265010973903804,6.165926935791812,140.0,1,0.0
0.11000000000000003,0.42084357638542724,5.628794001833843,-2.59601631951896,6.025058559711622,140.0,1,0.0
0.11500000000000003,0.4491019571567351,5.6737932508460185,-2.566277721311927,5.867852227151099,140.0,1,0.0
0.12000000000000004,0.4775749712699828,5.714861261646648,-2.5373612979939586,5.69653391910826,140.0,1,0.0
0.12500000000000003,0.5062460091570268,5.7531847810046575,-2.5093326714341098,5.513031509215362,140.0,1,0.0
0.13000000000000003,0.5351039283127386,5.78976637596638,-2.482248508661118,5.319004288205938,140.0,1,0.0
0.13500000000000004,0.5641421716146306,5.825440432327864,-2.4561577847468645,5.115875188996916,140.0,1,0.0
0.14000000000000004,0.5933579690769003,5.860890304991243,-2.431102883281467,4.904863179718724,140.0,1,0.0
0.14500000000000005,0.6227516258072028,5.896665496610931,-2.407120538095499,4.687014155454978,140.0,1,0.0
0.15000000000000005,0.6523258943347556,5.93319813316451,-2.384242626455851,4.463229338245365,140.0,1,0.0
0.15500000000000005,0.6820854266124872,5.970818306723375,-2.3624968275974583,4.234290693193015,140.0,1,0.0
0.16000000000000006,0.7120362994259851,6.009768074416814,-2.3419071619978915,4.000883211737008,140.0,1,0.0
0.16500000000000006,0.7421856062869925,6.050214052393461,-2.322494426950442,3.763614133905627,140.0,1,0.0
0.17000000000000007,0.772541108843089,6.092258639829692,-2.304276543275408,3.5230293113990934,140.0,1,0.0
0.17500000000000007,0.8031109411661179,6.13594996476126,-2.287268826812313,3.279626979788027,140.0,1,0.0
0.18000000000000008,0.8339033608225238,6.181290672387154,-2.2714841969198956,3.033869232323406,140.0,1,0.0
0.18500000000000008,0.8649265412635394,6.228245686600299,-2.256933332745276,2.786191485694284,140.0,1,0.0
0.19000000000000009,0.8961884007260434,6.276749073590801,-2.2436247866108006,2.537010210744417,140.0,1,0.0
0.1950000000000001,0.9276964634586112,6.326710127272865,-2.2315650625623595,2.286729176225723,140.0,1,0.0
