iter,rollout_source,dataset_size,train_mse,val_mse,val_mae,eval_score,eval_length,eval_terminated_rate,eval_abs_alpha,eval_abs_theta,eval_pwm_norm
0,teacher,40000,0.0006639376774223314,0.0007557128556072712,0.014915943145751953,5546.824628631887,730.453125,0.78125,0.1816631488828927,0.49139754875880703,0.037114875248580745
1,student,80000,0.003053997707967129,0.0033274213429540394,0.02982356108725071,20688.64655270069,2701.328125,0.140625,0.01761600002355452,1.6805032858482651,0.12624149044638766
2,student,120000,0.004430386582734408,0.004712374348193407,0.038763500461975735,21337.52691127569,2788.828125,0.203125,0.014612940624216557,1.7060757027706757,0.15279364571539883
3,student,160000,0.005219117195035021,0.005134956758469343,0.040311770260334015,22774.093331571774,2972.921875,0.015625,0.012396842534592223,1.7338229936266452,0.10698745802257772
4,student,200000,0.0060009108962152495,0.006006156694144011,0.045924809098243716,21216.13846333297,2768.515625,0.15625,0.014602917512307884,1.6809894786114974,0.15461191712720607
5,student,240000,0.00553880277845376,0.005600881097217401,0.044671592553456624,20761.846660456733,2709.375,0.15625,0.015457408449023187,1.6776563112990248,0.14732674098687848
6,student,280000,0.0059574390235807625,0.005999365310583796,0.04695684196267809,20868.553751872405,2723.90625,0.15625,0.015399702668120498,1.675983400118,0.14850186081626654
7,student,320000,0.006522790220579211,0.00649716629460454,0.05130450761318207,22293.850631411766,2909.1875,0.09375,0.012437567407967205,1.7130497560917828,0.12521224720699642
