episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.9937638514055732,-29723.578924703226,-14.861789462351613,2000,0,0,0,3.0071465360608998,1.662319388086055,89.85
2,4000,1,smoke_nominal,0.0,0.987566631288916,-29755.220704844432,-14.877610352422217,2000,0,0,0,3.0176512878995294,1.4906921874923622,89.04
3,6000,1,smoke_nominal,0.0,0.9814080966432496,-29747.04743696391,-14.873523718481954,2000,0,0,0,3.0095554771919324,1.6287152786331922,89.595
4,8000,1,smoke_nominal,0.0,0.9752880059787385,-29785.71198476178,-14.89285599238089,2000,0,0,0,3.020245582957765,1.4818510297295586,91.11
5,10000,1,smoke_nominal,0.0,0.9692061193130217,-29818.910876066566,-14.909455438033284,2000,0,0,0,3.033285389344008,1.3487289462880452,90.6
6,12000,1,smoke_nominal,0.0,0.9631621981618012,-29687.990868551053,-14.843995434275527,2000,0,0,0,2.998251543300129,1.7090485183087867,90.315
7,14000,1,smoke_nominal,0.0,0.9571560055294915,-29761.191498071843,-14.88059574903592,2000,0,0,0,3.014576438782991,1.5710851768500385,91.77
8,16000,1,smoke_nominal,0.0,0.9511873058999265,-29612.058128842174,-14.806029064421088,2000,0,0,0,2.976425933896163,1.9251372419426702,91.185
9,18000,1,smoke_nominal,0.0,0.9452558652271237,-29704.992819482708,-14.852496409741354,2000,0,0,0,3.006739647409737,1.5815761146070593,90.705
10,20000,1,smoke_nominal,0.0,0.9393614509261072,-29763.36303841634,-14.88168151920817,2000,0,0,0,3.0199276115813474,1.5162263804842147,90.63
11,22000,1,smoke_nominal,0.0,0.9335038318637877,-29643.90318547317,-14.821951592736585,2000,0,0,0,2.9872315132961638,1.8386128582202714,90.09
12,24000,1,smoke_nominal,0.0,0.9276827783498989,-29712.43331264096,-14.856216656320479,2000,0,0,0,3.0010309928467516,1.828054710514971,90.27
13,26000,1,smoke_nominal,0.0,0.9218980621279907,-29688.220680600723,-14.844110340300361,2000,0,0,0,2.994828205067578,1.7854323008321624,90.105
14,28000,1,smoke_nominal,0.0,0.9161494563664795,-29770.40173832113,-14.885200869160565,2000,0,0,0,3.0190595510787626,1.538908382642107,91.56
15,30000,1,smoke_nominal,0.0,0.9104367356497525,-29693.054176310558,-14.846527088155279,2000,0,0,0,2.994167222900067,1.7228267024201431,91.17
16,32000,2,smoke_dr_0.10,0.1,0.09940199556295311,-12280.577078409671,-6.140288539204835,2000,0,0,0,1.721882157606733,10.797173914384821,143.745
17,34000,2,smoke_dr_0.10,0.1,0.09880796456264762,-27630.32745581781,-13.815163727908905,2000,0,0,0,2.765918806778265,3.326560621219219,79.77
18,36000,2,smoke_dr_0.10,0.1,0.09821788059760798,-26414.213581906384,-13.207106790953192,2000,0,0,0,2.6199846259144044,4.372769959635818,95.775
19,38000,2,smoke_dr_0.10,0.1,0.09763171744178306,-24084.67348551326,-12.04233674275663,2000,0,0,0,2.4387371153882413,5.547324747641527,103.68
20,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-19635.5664414006,-9.8177832207003,2000,0,0,0,2.1584164861167547,7.688995067994801,112.41
