episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.993642344836617,-29724.189353599104,-14.862094676799552,2000,0,0,0,3.0073406566115946,1.629625589938375,90.675
2,4000,1,smoke_nominal,0.0,0.98732514991265,-29858.939171988386,-14.929469585994193,2000,0,0,0,3.0441080651027033,1.3347139770594223,90.315
3,6000,1,smoke_nominal,0.0,0.9810481577383591,-29838.462890963237,-14.91923144548162,2000,0,0,0,3.036235975649407,1.3186523927110931,90.015
4,8000,1,smoke_nominal,0.0,0.9748111124626742,-29811.23415844071,-14.905617079220356,2000,0,0,0,3.0265958343752155,1.4678419445885558,89.145
5,10000,1,smoke_nominal,0.0,0.9686137598627662,-29669.63452570636,-14.834817262853178,2000,0,0,0,2.9944510019184016,1.7200780768870818,89.535
6,12000,1,smoke_nominal,0.0,0.9624558473336853,-29805.89311403073,-14.902946557015364,2000,0,0,0,3.0334384853232286,1.3736713348002563,91.065
7,14000,1,smoke_nominal,0.0,0.9563371238780639,-29683.10763698389,-14.841553818491944,2000,0,0,0,2.994146400138151,1.655004457049711,89.205
8,16000,1,smoke_nominal,0.0,0.9502573400958869,-29645.441115718757,-14.822720557859379,2000,0,0,0,2.9890655691110446,1.8674350490693508,90.525
9,18000,1,smoke_nominal,0.0,0.9442162481743256,-29683.944317640184,-14.841972158820091,2000,0,0,0,2.9990223122786444,1.7118011870170666,88.965
10,20000,1,smoke_nominal,0.0,0.9382136018776366,-29674.96638346832,-14.83748319173416,2000,0,0,0,2.9927921394698282,1.8180223351934373,90.045
11,22000,1,smoke_nominal,0.0,0.932249156537126,-29656.140648229328,-14.828070324114664,2000,0,0,0,2.993233225864625,1.7053446473469598,88.395
12,24000,1,smoke_nominal,0.0,0.9263226690411759,-29721.306367474113,-14.860653183737057,2000,0,0,0,3.003142486687448,1.7004505256953306,89.355
13,26000,1,smoke_nominal,0.0,0.9204338978253351,-29758.105681733647,-14.879052840866823,2000,0,0,0,3.017048875069457,1.612842784884726,88.41
14,28000,1,smoke_nominal,0.0,0.9145826028624737,-29788.566117412003,-14.894283058706002,2000,0,0,0,3.01803820838412,1.510646548697406,90.465
15,30000,1,smoke_nominal,0.0,0.9087685456529987,-29580.054908828704,-14.790027454414352,2000,0,0,0,2.975268204529927,1.9665717735531751,90.93
16,31480,2,smoke_dr_0.10,0.1,0.09955709340122348,-22115.52064984083,-14.94291935800056,1480,0,0,0,3.0680920480059863,0.7182010818276376,90.48648648648648
17,33480,2,smoke_dr_0.10,0.1,0.09896203185430176,-26027.079099335315,-13.013539549667657,2000,0,0,0,2.6413857103082936,4.306088645337417,84.57
18,35480,2,smoke_dr_0.10,0.1,0.09837092419010643,-24441.429130278324,-12.220714565139161,2000,0,0,0,2.4591201051209897,6.011266773975038,93.225
19,37480,2,smoke_dr_0.10,0.1,0.09778374413708843,-25164.998953969643,-12.582499476984822,2000,0,0,0,2.5349877965849115,4.9929415888989155,94.155
20,39480,2,smoke_dr_0.10,0.1,0.0972004655982599,-24429.80476626892,-12.21490238313446,2000,0,0,0,2.483231689677754,5.341441078624255,97.47
21,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-5624.619770514871,-10.816576481759366,520,0,0,0,2.276699559809243,7.3130373062260245,98.07692307692308
