timesteps,episode_reward,episode_length,reward_per_step,moving_mean_30,episode_success,success_rate_30
720,274.814404,45,6.106986755555556,6.106986755555556,0.0,0.0
736,277.242482,46,6.02701047826087,6.066998616908213,0.0,0.0
752,286.831013,47,6.102787510638297,6.078928248151574,0.0,0.0
832,320.42045,52,6.161931730769231,6.099679118805989,0.0,0.0
896,368.673593,56,6.5834570178571425,6.19643469861622,0.0,0.0
928,377.396231,58,6.506831568965517,6.248167510341102,0.0,0.0
992,406.395383,62,6.554764241935484,6.291967043426014,0.0,0.0
1104,444.303884,69,6.439186724637681,6.310369503577473,0.0,0.0
1136,486.215117,71,6.84810023943662,6.3701173631173775,0.0,0.0
1136,467.104964,71,6.578943154929577,6.390999942298597,0.0,0.0
1216,523.076275,76,6.882582565789474,6.43568927170686,0.0,0.0
1232,507.384956,77,6.589415012987013,6.448499750146873,0.0,0.0
1248,539.171479,78,6.912454858974359,6.484188604672064,0.0,0.0
1296,577.64995,81,7.131480864197531,6.53042376606674,0.0,0.0
1312,579.731498,82,7.06989631707317,6.566388602800502,0.0,0.0
1520,218.596891,37,5.908024081081081,6.525240820193037,0.0,0.0
1568,335.753744,52,6.456802769230769,6.521215052489374,0.0,0.0
1616,718.199344,101,7.110884594059406,6.553974471465486,0.0,0.0
1760,416.947458,63,6.618213619047618,6.557355479232967,0.0,0.0
1840,316.46338,53,5.97100716981132,6.528038063761885,0.0,0.0
1872,291.510481,46,6.337184369565218,6.5189497926096625,0.0,0.0
1936,470.44684,69,6.818070144927536,6.532546172260475,0.0,0.0
1968,538.289671,78,6.901149628205128,6.54857240947546,0.0,0.0
2032,386.315779,58,6.6606168793103455,6.553240929051914,0.0,0.0
2128,373.954093,57,6.560598122807018,6.553535216802119,0.0,0.0
2176,236.203298,41,5.761056048780487,6.5230552488012865,0.0,0.0
2240,392.521664,59,6.652909559322033,6.527864667709463,0.0,0.0
2256,426.281709,64,6.660651703125,6.532607061831447,0.0,0.0
