time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,blend
0.0,0.0,0.0,3.0869948,0.0,-150.0,1,0.0
0.005,-0.0058373,-0.2918654,3.0869948,0.0,-150.0,1,0.0
0.01,-0.0116746,-0.5107645,3.0869948,0.0,-150.0,1,0.0
0.015,-0.0116746,-0.3830734,3.0869948,0.0,-150.0,1,0.0
0.02,-0.0175119,-0.5791705,3.0781409,-0.4426956,-150.0,1,0.0
0.025,-0.0175119,-0.4343779,3.0796167,-0.2582312,-150.0,1,0.0
0.03,-0.0291865,-0.9095142,3.0707628,-0.636369,-150.0,1,0.0
0.035,-0.0350238,-0.9740011,3.0633847,-0.8461818,-150.0,1,0.0
0.04,-0.0408612,-1.0223662,3.0530557,-1.1510868,-150.0,1,0.0
0.045,-0.0525358,-1.3505053,3.0545313,-0.7895365,-150.0,1,0.0
0.05,-0.0642104,-1.59661,3.0338726,-1.6250889,-150.0,1,0.0
0.055,-0.0700477,-1.4893229,3.0264945,-1.5877218,-150.0,1,0.0
0.06,-0.0875596,-1.9925885,3.0132138,-1.8548229,-150.0,1,0.0
0.065,-0.0992342,-2.0781719,3.0014088,-1.9813699,-150.0,1,0.0
0.07,-0.1109089,-2.1423599,3.0058357,-1.2646796,-150.0,1,0.0
0.075,-0.1225835,-2.1905007,2.9777992,-2.3503394,-150.0,1,0.0
0.08,-0.1400954,-2.5184719,2.965994,-2.3530073,-150.0,1,0.0
0.085,-0.1576073,-2.76445,2.9409086,-3.0190279,-150.0,1,0.0
0.09,-0.1692819,-2.6570689,2.9172985,-3.4447767,-150.0,1,0.0
0.095,-0.1926312,-3.160263,2.9010667,-3.3951714,-150.0,1,0.0
0.1,-0.2159804,-3.5376591,2.8863107,-3.2841768,-150.0,1,0.0
0.105,-0.227655,-3.2369749,2.8789327,-2.8320377,-150.0,1,0.0
0.11,-0.2510043,-3.5951924,2.853847,-3.3783125,-150.0,1,0.0
0.115,-0.2743535,-3.8638555,2.8346638,-3.4928922,-150.0,1,0.0
0.12,-0.2977027,-4.0653543,2.8140053,-3.6525938,-150.0,1,0.0
0.125,-0.3152146,-3.924611,2.7874441,-4.0675082,-150.0,1,0.0
