episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.9958625575756108,-29729.258237478207,-14.864629118739103,2000,0,0,0,3.010271543576233,1.6210578898328254,90.42
2,4000,1,smoke_nominal,0.0,0.991742250716602,-29703.364732283888,-14.851682366141944,2000,0,0,0,2.999023339721615,1.6793938389597818,89.385
3,6000,1,smoke_nominal,0.0,0.9876390084545904,-29780.74513065594,-14.89037256532797,2000,0,0,0,3.0238214056699886,1.4881962182048614,90.21
4,8000,1,smoke_nominal,0.0,0.9835527601151135,-29720.43061093965,-14.860215305469824,2000,0,0,0,3.0079752411790537,1.5844891677151327,91.035
5,10000,1,smoke_nominal,0.0,0.9794834353164139,-29746.324099682497,-14.873162049841248,2000,0,0,0,3.0130317124745414,1.668074171892442,91.155
6,12000,1,smoke_nominal,0.0,0.9754309639682255,-29651.50563048314,-14.82575281524157,2000,0,0,0,3.002792658862747,1.6633489998652462,89.91
7,14000,1,smoke_nominal,0.0,0.9713952762705672,-29718.879514564815,-14.859439757282408,2000,0,0,0,3.002158030443084,1.605021077873723,90.105
8,16000,1,smoke_nominal,0.0,0.9673763027125405,-29684.921325693365,-14.842460662846683,2000,0,0,0,2.9996391414592045,1.7870728766012358,90.555
9,18000,1,smoke_nominal,0.0,0.9633739740711318,-29811.099181824007,-14.905549590912004,2000,0,0,0,3.0320188255611313,1.3903457495671088,91.59
10,20000,1,smoke_nominal,0.0,0.9593882214100208,-29719.845481398195,-14.859922740699098,2000,0,0,0,3.0010638133641896,1.689719133051571,91.02
11,22000,1,smoke_nominal,0.0,0.9554189760783924,-29619.916031417357,-14.809958015708679,2000,0,0,0,2.979352358362283,1.9613703066070884,90.285
12,24000,1,smoke_nominal,0.0,0.951466169709755,-29660.495110824,-14.830247555411999,2000,0,0,0,2.9953722509602105,1.7166358021781827,92.205
13,26000,1,smoke_nominal,0.0,0.947529734220762,-29763.665706424992,-14.881832853212495,2000,0,0,0,3.011128792985618,1.5819218702470084,87.975
14,28000,1,smoke_nominal,0.0,0.9436096018100406,-29251.306153878926,-14.625653076939463,2000,0,0,0,2.901529988720976,2.6797462330318127,89.79
15,30000,1,smoke_nominal,0.0,0.939705704957022,-29684.62652870547,-14.842313264352736,2000,0,0,0,2.9958640527280638,1.7350492709924303,90.015
16,31521,2,smoke_dr_0.10,0.1,0.09954485476811763,-22760.39094209874,-14.964096608874911,1521,0,0,0,3.0878324210536974,0.5283891956221975,89.64497041420118
17,33521,2,smoke_dr_0.10,0.1,0.09894987454071702,-23336.701601614932,-11.668350800807467,2000,0,0,0,2.412207650965559,5.78133765833775,102.36
18,35521,2,smoke_dr_0.10,0.1,0.09835884765571576,-24260.84672086279,-12.130423360431395,2000,0,0,0,2.4624193154343494,5.046563093030388,107.055
19,37521,2,smoke_dr_0.10,0.1,0.09777174784515498,-20804.656329147307,-10.402328164573653,2000,0,0,0,2.224035698632962,6.984934924586623,120.42
20,39521,2,smoke_dr_0.10,0.1,0.09718854901561316,-20912.469953900603,-10.456234976950302,2000,0,0,0,2.2319677904733166,7.0421284582246315,114.33
21,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-5886.260793498934,-12.288644662837022,479,0,0,0,2.4767746620575797,5.197872126847809,116.05427974947808
