episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.9922377348285886,-29821.411305375736,-14.910705652687868,2000,0,0,0,3.0338871878182245,1.3699160557920809,90.09
2,4000,1,smoke_nominal,0.0,0.9845357827308422,-29425.065046822627,-14.712532523411314,2000,0,0,0,2.9365219729744623,2.25623865604386,89.175
3,6000,1,smoke_nominal,0.0,0.9768936750720548,-29550.58163508742,-14.77529081754371,2000,0,0,0,2.974272439942688,2.0371395896923983,89.475
4,8000,1,smoke_nominal,0.0,0.9693109468588291,-29713.482109775494,-14.856741054887747,2000,0,0,0,2.997122846984025,1.6782592279834345,89.91
5,10000,1,smoke_nominal,0.0,0.9617871367107823,-29683.576201732183,-14.841788100866092,2000,0,0,0,2.9951665172890825,1.7548896869166886,90.735
6,12000,1,smoke_nominal,0.0,0.9543217868324739,-29658.471661702883,-14.829235830851442,2000,0,0,0,2.9883909828475526,1.8116658034418573,89.16
7,14000,1,smoke_nominal,0.0,0.9469144429855495,-29636.46574491154,-14.81823287245577,2000,0,0,0,2.9868687722424876,1.929707479564277,89.94
8,16000,1,smoke_nominal,0.0,0.9395646544611033,-29725.148853464292,-14.862574426732147,2000,0,0,0,3.0055978751106505,1.6445736254750583,91.2
9,18000,1,smoke_nominal,0.0,0.9322719740522533,-29752.74511509441,-14.876372557547205,2000,0,0,0,3.0138908063367844,1.6233837322585778,89.145
10,20000,1,smoke_nominal,0.0,0.9250359580269305,-29728.394207810343,-14.864197103905171,2000,0,0,0,3.004143686724095,1.652679400084367,91.545
11,22000,1,smoke_nominal,0.0,0.9178561661008803,-29540.268790353446,-14.770134395176724,2000,0,0,0,2.96679306321275,1.993293356806083,90.735
12,24000,1,smoke_nominal,0.0,0.9107321614108717,-29664.822771938103,-14.832411385969051,2000,0,0,0,2.99053399310847,1.7122067744045235,89.97
13,26000,1,smoke_nominal,0.0,0.9036635104881163,-29736.303061493356,-14.868151530746678,2000,0,0,0,3.0049385674551097,1.6099326569078751,89.73
14,28000,1,smoke_nominal,0.0,0.8966497832318943,-29632.808488340757,-14.816404244170378,2000,0,0,0,2.9867731434686475,1.7068454633093455,88.965
15,30000,1,smoke_nominal,0.0,0.8896905528833826,-29576.771907064878,-14.788385953532439,2000,0,0,0,2.9727892024817946,1.968756275901168,88.935
16,32000,2,smoke_dr_0.10,0.1,0.09940199556295311,-29943.624887846396,-14.971812443923199,2000,0,0,0,3.085688164885023,0.6730932880285038,63.09
17,34000,2,smoke_dr_0.10,0.1,0.09880796456264762,-26740.89602959234,-13.37044801479617,2000,0,0,0,2.637845857465805,3.92232680567892,104.82
18,36000,2,smoke_dr_0.10,0.1,0.09821788059760798,-24060.604024575223,-12.030302012287612,2000,0,0,0,2.453905253571494,4.817805041172292,122.445
19,38000,2,smoke_dr_0.10,0.1,0.09763171744178306,-18519.95050165626,-9.25997525082813,2000,0,0,0,2.0849705213112437,7.995016554217089,128.22
20,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-17820.034476705325,-8.910017238352662,2000,0,0,0,2.045768064451261,8.355935980534058,124.065
