episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.9960948415634134,-29756.177866993232,-14.878088933496615,2000,0,0,0,3.0113316769440326,1.497121198626472,89.94
2,4000,1,smoke_nominal,0.0,0.9922049486547695,-29496.584747078956,-14.748292373539478,2000,0,0,0,2.9567207715278325,2.090066409256005,90.105
3,6000,1,smoke_nominal,0.0,0.9883302616000893,-29701.638605184246,-14.850819302592123,2000,0,0,0,2.996100502351761,1.7288613396815882,90.45
4,8000,1,smoke_nominal,0.0,0.984470720958663,-29647.597265560777,-14.823798632780388,2000,0,0,0,2.9794162180553205,1.9198675746835407,91.05
5,10000,1,smoke_nominal,0.0,0.9806262675221388,-29787.964326375462,-14.893982163187731,2000,0,0,0,3.02653552380416,1.4537772442433061,92.25
6,12000,1,smoke_nominal,0.0,0.9767968423136143,-29817.25522216603,-14.908627611083014,2000,0,0,0,3.031634941567019,1.388735248700543,90.135
7,14000,1,smoke_nominal,0.0,0.9729823865867318,-29723.98938035068,-14.861994690175338,2000,0,0,0,3.009336819708673,1.7116119022200968,89.625
8,16000,1,smoke_nominal,0.0,0.969182841824777,-29696.18146732961,-14.848090733664804,2000,0,0,0,2.997488887479327,1.7293190648957193,91.635
9,18000,1,smoke_nominal,0.0,0.9653981497397816,-29727.206880464957,-14.86360344023248,2000,0,0,0,3.006858798562843,1.6027356423240717,89.52
10,20000,1,smoke_nominal,0.0,0.9616282522716286,-29758.697104246145,-14.879348552123073,2000,0,0,0,3.0152958293918144,1.4989020044592507,88.935
11,22000,1,smoke_nominal,0.0,0.957873091587162,-29773.76259490513,-14.886881297452565,2000,0,0,0,3.0155896867927203,1.4928433537161172,89.805
12,24000,1,smoke_nominal,0.0,0.9541326100792998,-29806.870595557648,-14.903435297778824,2000,0,0,0,3.024852060971164,1.517525504993428,88.71
13,26000,1,smoke_nominal,0.0,0.9504067503661496,-29616.808097227156,-14.808404048613578,2000,0,0,0,2.984442188246954,1.8850505544409408,89.34
14,28000,1,smoke_nominal,0.0,0.946695455290129,-29682.68731809457,-14.841343659047284,2000,0,0,0,2.9940698276341307,1.665473542887827,89.97
15,30000,1,smoke_nominal,0.0,0.9429986679170881,-29688.14508472506,-14.84407254236253,2000,0,0,0,2.994877771299336,1.8131802740194876,92.415
16,32000,2,smoke_dr_0.10,0.1,0.09940199556295311,-29955.81706895285,-14.977908534476425,2000,0,0,0,3.0928815146489685,0.5647109620753842,36.03
17,34000,2,smoke_dr_0.10,0.1,0.09880796456264762,-24066.867920083958,-12.033433960041979,2000,0,0,0,2.455582138641653,5.703896610835613,103.74
18,35882,2,smoke_dr_0.10,0.1,0.09825258645568101,-22088.103389808293,-11.736505520620772,1882,0,0,0,2.421943651498992,5.724475679721881,118.66099893730075
19,37482,2,smoke_dr_0.10,0.1,0.09778315891407827,-20405.516273439338,-12.753447670899586,1600,0,0,0,2.5623104027166534,4.6471146253771005,113.3625
20,39482,2,smoke_dr_0.10,0.1,0.09719988426376036,-21629.372251613848,-10.814686125806924,2000,0,0,0,2.2813681844064053,6.589341332933172,111.39
21,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-5963.933013402799,-11.513384195758299,518,0,0,0,2.383583733629006,6.100589581346209,117.62548262548262
