episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.9909285184577328,-29622.882062496516,-14.811441031248258,2000,0,0,0,2.983415672569965,1.9520268626516708,89.955
2,4000,1,smoke_nominal,0.0,0.9819394110669888,-29673.02190195288,-14.836510950976441,2000,0,0,0,2.9943609635759403,1.8142989474160012,89.655
3,6000,1,smoke_nominal,0.0,0.9730319298241694,-29771.99022759173,-14.885995113795865,2000,0,0,0,3.0154150854215365,1.5772657851674186,91.32
4,8000,1,smoke_nominal,0.0,0.9642053335179688,-29673.662239642836,-14.836831119821419,2000,0,0,0,2.9861695061851368,1.8681870125191002,90.825
5,10000,1,smoke_nominal,0.0,0.955458887667697,-29588.10945253935,-14.794054726269675,2000,0,0,0,2.972003328060389,2.03874583493656,90.0
6,12000,1,smoke_nominal,0.0,0.946791864462161,-29817.265777792527,-14.908632888896264,2000,0,0,0,3.0302975615730294,1.3434155348362125,89.505
7,14000,1,smoke_nominal,0.0,0.9382035426991031,-29831.894162724202,-14.9159470813621,2000,0,0,0,3.036398040436836,1.3840286824900037,91.005
8,16000,1,smoke_nominal,0.0,0.9296932077251868,-29636.944698102387,-14.818472349051193,2000,0,0,0,2.985414273118581,1.8781888595488654,90.81
9,18000,1,smoke_nominal,0.0,0.9212601513765302,-29720.721754228412,-14.860360877114207,2000,0,0,0,3.003401676583229,1.69007793517026,91.08
10,20000,1,smoke_nominal,0.0,0.9129036719197772,-29599.35297265527,-14.799676486327634,2000,0,0,0,2.9709993676100366,1.984699510117961,90.555
11,22000,1,smoke_nominal,0.0,0.9046230739937052,-29628.93050885625,-14.814465254428125,2000,0,0,0,2.97690679342374,1.8244623171495535,90.765
12,24000,1,smoke_nominal,0.0,0.8964176685513623,-29455.765492666338,-14.727882746333169,2000,0,0,0,2.9469038355410686,2.2294826792088243,89.1
13,26000,1,smoke_nominal,0.0,0.8882867728027299,-29554.996315855446,-14.777498157927722,2000,0,0,0,2.9646229266535085,2.065831796110262,91.44
14,28000,1,smoke_nominal,0.0,0.8802297101579074,-29551.208743010648,-14.775604371505324,2000,0,0,0,2.9843243400061055,1.8535563074861106,89.34
15,30000,1,smoke_nominal,0.0,0.8722458101708099,-29647.258706575274,-14.823629353287638,2000,0,0,0,2.988659824426451,1.8255537890595024,90.39
16,32000,2,smoke_dr_0.10,0.1,0.09940199556295311,-23850.021175583737,-11.925010587791869,2000,0,0,0,2.3938669200951224,6.8937174133885915,66.855
17,34000,2,smoke_dr_0.10,0.1,0.09880796456264762,-24683.010095401205,-12.341505047700602,2000,0,0,0,2.516359828987497,4.769171491242099,104.79
18,36000,2,smoke_dr_0.10,0.1,0.09821788059760798,-26316.02457000931,-13.158012285004656,2000,0,0,0,2.622415419779525,3.9560332401996012,101.115
19,38000,2,smoke_dr_0.10,0.1,0.09763171744178306,-21453.431261262016,-10.726715630631007,2000,0,0,0,2.3065696374339106,6.6188635443425525,101.565
20,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-18125.797335567106,-9.062898667783553,2000,0,0,0,2.0598774527985326,8.357598592775132,109.56
