time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,blend
0.0,0.04644348407321957,-0.45218329402762786,3.0552177315811857,-0.6308700864444928,-120.0,1,0.0
0.005,0.04310915079794094,-0.8770314287803592,3.0505799483035148,-1.2166907068511663,-120.0,1,0.0
0.01,0.0377179659392939,-1.275004668338485,3.0431267378499918,-1.7569789596648202,-120.0,1,0.0
0.015,0.03040306706486115,-1.6466022449901876,3.0330865244661442,-2.2514626185609155,-120.0,1,0.0
0.02,0.021295035571723554,-1.9923469152076576,3.020688608557622,-2.7000634067546776,-120.0,1,0.0
0.025,0.010521769514862634,-2.3127917720726208,3.006162176209619,-3.1029090305904585,-120.0,1,0.0
0.03,-0.002085510022541103,-2.724682486022559,2.9893008555415657,-3.6319006923311807,-150.0,1,0.0
0.035,-0.016671121005747632,-3.10421975079577,2.9699402056863082,-4.102697187721336,-150.0,1,0.0
0.04,-0.033074846724395465,-3.452049917482625,2.948369991852152,-4.515857916703378,-150.0,1,0.0
0.045,-0.05114014038106458,-3.7690033522478767,2.924876002973887,-4.8724233359758635,-150.0,1,0.0
0.05,-0.07071516535033164,-4.056139900976371,2.8997375287605784,-5.1739569959868525,-150.0,1,0.0
0.055,-0.09165401672558013,-4.3147747536292025,2.873224710879593,-5.422552399023125,-150.0,1,0.0
0.06,-0.11381801224571145,-4.546479929145867,2.8455959595798888,-5.620799786145643,-150.0,1,0.0
0.065,-0.1370769285241242,-4.753061251308512,2.8170956327041905,-5.771715374696057,-150.0,1,0.0
0.07,-0.16131006828174768,-4.9365146856544815,2.7879521454383926,-5.878641639351236,-150.0,1,0.0
0.075,-0.18640707098824066,-5.098968592142697,2.758376625853762,-5.945130909676058,-150.0,1,0.0
0.08,-0.21226841543108377,-5.242619514139822,2.728562166541238,-5.974825461102445,-150.0,1,0.0
0.085,-0.23880560029553372,-5.369668687842967,2.698683659727412,-5.971345740410702,-150.0,1,0.0
0.09,-0.2659410213275696,-5.482264951683201,2.668898152434581,-5.93819523305349,-150.0,1,0.0
0.095,-0.2936075871205044,-5.582457725154491,2.639345624981951,-5.878686750102205,-150.0,1,0.0
0.1,-0.32174812881098885,-5.672161720362732,2.610150081160551,-5.79589143973753,-150.0,1,0.0
0.105,-0.350314662955308,-5.753133393415319,2.5814208389898194,-5.692609144256217,-150.0,1,0.0
0.11,-0.3792675637986471,-5.826957993424349,2.553253922524986,-5.571357020707898,-150.0,1,0.0
0.115,-0.4083525827896424,-5.807458265956773,2.526009449783067,-5.325578350922288,-120.0,1,0.0
0.12,-0.43734661408758635,-5.7906330805513315,2.5000059216309527,-5.075123003967641,-120.0,1,0.0
0.125,-0.46626397344503107,-5.77683864725598,2.4752646957174287,-4.820776291896164,-120.0,1,0.0
0.13,-0.4951204599636545,-5.766315476795153,2.4518035508434064,-4.563189658229974,-120.0,1,0.0
0.135,-0.5239328262438606,-5.759207425441648,2.429637282173018,-4.302909516415061,-120.0,1,0.0
0.14,-0.5527183375982972,-5.755578290519535,2.408778164180694,-4.0404013817374445,-120.0,1,0.0
0.145,-0.581694713156072,-5.834652230791644,2.389013597696046,-3.864191894484651,-150.0,1,0.0
0.15,-0.6110620553230339,-5.912039452332229,2.3701477862892464,-3.681053766092631,-150.0,1,0.0
0.155,-0.6408129803575707,-5.988146706846761,2.352213139132793,-3.4918647229062523,-150.0,1,0.0
0.16,-0.6709419481661472,-6.063306225597356,2.335237902586293,-3.2974146103722646,-150.0,1,0.0
0.165,-0.701444912063007,-6.137784562417016,2.3192465641895907,-3.0984192965090713,-150.0,1,0.0
0.17,-0.7323190111765202,-6.211790802825263,2.3042601910619593,-2.895533007696044,-150.0,1,0.0
0.17500000000000002,-0.763562302268886,-6.285484119917089,2.290296710468728,-2.689359136853327,-150.0,1,0.0
0.18,-0.7949884511112867,-6.285594680881853,2.27755409812017,-2.4077814015891494,-120.0,1,0.0
0.185,-0.8264241899250829,-6.289269500592354,2.2662177794857072,-2.12687416061328,-120.0,1,0.0
0.19,-0.8578865827970347,-6.296206213218843,2.256283898893659,-1.84684182010575,-120.0,1,0.0
0.195,-0.8893911921150564,-6.306106966269264,2.2477475317941824,-1.5679074964256574,-120.0,1,0.0
0.2,-0.9209521077708052,-6.318681020799666,2.2406025919635626,-1.2903126535707332,-120.0,1,0.0
0.20500000000000002,-0.9525819886003724,-6.333647055603194,2.234841741341162,-1.0143164292034603,-120.0,1,0.0
0.21,-0.9842921147061102,-6.350735221940867,2.2304563038259033,-0.7401947379626976,-120.0,1,0.0
0.215,-1.0146613658479937,-5.800673878451079,2.228757287713206,0.05910514035472503,120.0,1,0.0
0.22,-1.0423324277657313,-5.270774204503153,2.231035148626514,0.8510675166894718,120.0,1,0.0
0.225,-1.0673961088427826,-4.757088487314124,2.237260657580425,1.6386369701890546,120.0,1,0.0
0.23,-1.09154915715042,-4.903624771639344,2.245902163016293,1.8170235810779918,-150.0,1,0.0
0.23500000000000001,-1.1164274436883461,-5.0472132015645705,2.2554209948682056,1.9894725912454982,-150.0,1,0.0
0.24,-1.1420166737525093,-5.188032252861983,2.2657860554213975,2.1554230944309936,-150.0,1,0.0
0.245,-1.168303454688411,-5.326264238711749,2.276963487679714,2.314332422080444,-150.0,1,0.0
0.25,-1.1952753142653,-5.4620949151719005,2.288916769068729,2.4656772390405552,-150.0,1,0.0
0.255,-1.2212368302160972,-4.923990764171487,2.3032828105512113,3.281522939236179,120.0,1,0.0
0.26,-1.2445270495660523,-4.392989630522187,2.321742059718215,4.103402577238329,120.0,1,0.0
0.265,-1.2651728111131884,-3.86564494426914,2.3443312553810784,4.933930279796141,120.0,1,0.0
0.27,-1.28298848906778,-3.260376767409812,2.371306849871961,5.858937294829802,150.0,1,0.0
0.275,-1.297770805717216,-2.6516535457151678,2.402949563040397,6.801295078515175,150.0,1,0.0
0.28,-1.3094930245878538,-2.0357459907169186,2.4393536025887625,7.763912189187641,150.0,1,0.0
