episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.9952649517713296,-29717.378047868035,-14.858689023934017,2000,0,0,0,3.005241356366994,1.6323306779081108,90.12
2,4000,1,smoke_nominal,0.0,0.9905523466675117,-29623.724369608128,-14.811862184804063,2000,0,0,0,2.97868606690086,1.928692011913638,90.705
3,6000,1,smoke_nominal,0.0,0.9858620783128923,-29703.16989038109,-14.851584945190545,2000,0,0,0,3.0011853586009214,1.6847920872083122,89.97
4,8000,1,smoke_nominal,0.0,0.9811940408360151,-29664.328014930827,-14.832164007465414,2000,0,0,0,2.9889163600060287,1.77430027785365,89.745
5,10000,1,smoke_nominal,0.0,0.9765481288672324,-29680.018892246284,-14.840009446123142,2000,0,0,0,2.99042155280282,1.7811294107872473,90.21
6,12000,1,smoke_nominal,0.0,0.9719242375363258,-29673.72608311169,-14.836863041555846,2000,0,0,0,2.9975536508331904,1.6945589409524882,89.385
7,14000,1,smoke_nominal,0.0,0.96732226247014,-29726.647759535863,-14.86332387976793,2000,0,0,0,3.002460091705619,1.7178931318295734,90.03
8,16000,1,smoke_nominal,0.0,0.962742099790226,-29775.623259312517,-14.887811629656259,2000,0,0,0,3.018157773030095,1.507047440295403,90.465
9,18000,1,smoke_nominal,0.0,0.9581836461104967,-29718.13055749833,-14.859065278749165,2000,0,0,0,3.003163910739658,1.6004435383672033,90.435
10,20000,1,smoke_nominal,0.0,0.9536467985348932,-29618.155629987847,-14.809077814993923,2000,0,0,0,2.9913788404694683,1.731366740665118,88.53
11,22000,1,smoke_nominal,0.0,0.9491314546550621,-29744.240682415257,-14.872120341207628,2000,0,0,0,3.012317596662874,1.529696018712265,89.7
12,24000,1,smoke_nominal,0.0,0.9446375125480438,-29716.60516709118,-14.85830258354559,2000,0,0,0,3.003317564436391,1.6729830186291843,87.855
13,26000,1,smoke_nominal,0.0,0.940164870773972,-29798.594514628312,-14.899297257314156,2000,0,0,0,3.0299574512758385,1.3191558261880731,89.145
14,28000,1,smoke_nominal,0.0,0.935713428373784,-29740.709568252205,-14.870354784126102,2000,0,0,0,3.0098835617999646,1.6853240807264056,89.835
15,30000,1,smoke_nominal,0.0,0.9312830848669413,-29746.552315652327,-14.873276157826163,2000,0,0,0,3.0099283779922703,1.6165967316802412,90.915
16,31411,2,smoke_dr_0.10,0.1,0.09957769390167251,-21099.441805158218,-14.953537778283641,1411,0,0,0,3.07043259727564,0.6343927952995162,89.97873848334514
17,33411,2,smoke_dr_0.10,0.1,0.09898249547485441,-26501.957475947063,-13.250978737973531,2000,0,0,0,2.675110308886334,3.803687146010072,97.92
18,35411,2,smoke_dr_0.10,0.1,0.0983912518402603,-26637.585887603476,-13.318792943801737,2000,0,0,0,2.6549592457898807,3.7441717557778738,95.43
19,37411,2,smoke_dr_0.10,0.1,0.09780393672029802,-28298.718285071616,-14.149359142535808,2000,0,0,0,2.797331160884879,2.623443178697419,94.695
20,39411,2,smoke_dr_0.10,0.1,0.09722052401197664,-25326.811093331387,-12.663405546665693,2000,0,0,0,2.535444391266458,4.664943085825387,101.4
21,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-7702.86088195421,-13.077862278360287,589,0,0,0,2.5850708487438485,3.8114676822379856,102.68251273344652
