#{"t_start": 1784742608.9046643, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
425.032769,62,0.147189
713.255284,99,0.38075
410.484307,60,0.529005
214.9879,39,0.623671
290.278782,49,0.745052
369.985146,56,0.882115
367.852245,58,1.024949
462.837081,69,1.187797
539.57651,77,1.365581
564.471449,83,1.544988
594.528126,84,1.739924
576.465976,81,1.914903
287.250234,46,2.015909
604.383011,87,2.205209
432.486089,64,2.342391
434.158245,64,3.267711
258.104534,43,3.360577
644.098151,92,3.563274
377.963514,60,3.699874
383.150512,59,3.830827
330.329566,53,3.959055
522.758295,77,4.130482
200.328203,37,4.211809
207.177628,38,4.297323
523.517239,79,4.471816
518.37573,75,4.635778
361.109482,56,4.758213
283.866097,46,4.861154
398.163936,62,4.995209
363.014858,55,5.550566
354.836699,53,5.669234
292.019385,48,5.775638
315.811261,52,6.705899
443.342301,69,6.862887
309.984169,49,6.986336
265.216645,46,7.090891
408.389232,64,7.232577
1161.007869,155,7.588878
421.705245,64,7.73456
758.215596,108,7.982242
791.671924,111,8.223722
490.134796,74,8.384085
456.354725,68,8.534207
860.018451,118,8.802239
366.261699,59,8.93107
147.884753,29,9.794662
843.51539,115,10.053702
710.925063,100,10.282048
1280.120184,169,10.654537
689.834302,97,10.867009
734.363653,103,11.101339
757.02652,106,11.852259
656.401444,90,12.053392
520.464597,78,12.226229
433.259983,67,12.378271
437.546962,66,12.523591
533.496871,78,13.50775
413.019883,60,13.638986
587.667701,82,13.825362
354.300563,55,13.945985
576.95758,82,14.129773
853.699151,116,14.397589
698.448074,97,14.615914
332.121392,52,14.747683
569.727139,80,14.930477
542.611146,77,15.105639
919.986551,124,15.391385
816.025219,113,15.641798
536.31722,81,16.624244
576.859735,85,16.808348
361.953017,60,16.937211
819.874692,117,17.197218
1678.967673,219,18.429458
708.201424,99,18.648216
1227.379457,162,19.012008
905.057222,126,19.293158
1520.863765,201,20.531482
3349.935912,421,21.437144
837.85993,115,21.68173
625.757362,90,21.872325
2181.5709,285,22.499408
1611.037573,213,23.740098
412.634368,62,23.885181
2043.080322,259,27.968563
1934.258171,258,28.505337
