#{"t_start": 1784715513.786154, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
444.303884,69,1.933967
386.315779,58,2.245129
435.033173,66,2.599201
385.514144,59,3.093321
408.0454,62,3.544799
311.216967,54,4.041524
514.817794,75,4.80674
381.625506,60,5.280856
425.90862,62,5.821745
369.886315,58,6.402051
214.150813,37,6.739625
330.153457,50,7.195623
307.328485,49,7.580058
279.934965,47,8.040893
276.781418,45,8.489398
278.219148,47,9.019242
379.590571,59,9.758485
589.017672,83,13.580791
404.981049,63,14.240394
620.67503,90,15.16027
275.563345,44,15.555268
281.521874,48,16.015615
172.628691,32,16.368594
307.050146,50,16.878718
350.667328,54,17.45375
274.985357,47,17.841086
254.503295,45,18.29237
397.195688,58,21.059679
379.941256,59,21.570439
378.90599,60,22.279712
309.871821,51,22.897063
289.410886,47,23.472613
313.655857,50,24.055992
525.598297,82,24.879369
569.515315,81,25.854483
618.55762,87,29.701328
395.404473,62,30.146768
595.256966,85,30.804944
275.752308,49,31.183951
391.241697,59,31.538349
561.355995,82,32.189183
712.718227,100,32.897274
423.877683,63,33.247709
715.856709,100,34.05164
930.196427,127,35.102708
380.132881,62,35.660905
1063.346435,142,37.013593
551.784375,79,40.477529
372.895636,57,43.277132
444.072747,69,43.904544
493.610544,73,44.531966
669.97653,93,45.312542
643.115657,95,46.014352
613.442711,90,46.826643
559.765051,81,47.542741
706.810711,100,48.388645
663.453355,92,49.211101
663.103654,96,49.991586
851.78996,120,51.025448
482.346446,73,53.888653
853.296621,119,54.718034
935.942314,126,55.642985
593.344153,86,56.28444
416.822275,67,56.793758
753.084149,108,57.522692
614.281314,88,60.887069
807.231594,111,62.054073
925.32425,129,63.397702
832.221778,119,64.624115
448.229547,71,69.326325
1524.474941,203,71.400708
1825.671531,239,73.868278
1177.885007,159,75.515815
1460.62444,200,77.572418
1047.290108,143,79.040733
1054.781604,143,84.467829
3300.077368,438,95.68767
1358.568407,184,97.564819
1133.809072,153,98.896224
2492.731782,339,103.760674
2040.999166,276,105.627673
2732.347798,363,126.198719
3834.815835,509,135.289677
6052.188906,788,147.358466
