#{"t_start": 1784715513.7707512, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
406.395381,62,1.917148
316.46338,53,2.176124
334.956963,55,2.490628
561.289708,81,3.097753
600.546456,86,3.801809
559.002829,81,4.564882
237.395236,40,4.955359
606.901626,85,5.627236
343.85738,57,6.186825
265.332761,46,6.649216
525.479605,76,7.318328
370.826537,57,7.798828
454.136302,68,8.457308
474.510942,70,9.260071
507.96495,76,10.098949
340.836656,55,13.681811
416.436899,63,14.340739
189.934207,35,14.707244
421.086691,64,15.311582
371.990617,58,15.85906
549.55551,80,16.651512
499.49972,73,17.466393
601.238099,84,18.225933
356.213002,58,18.783895
443.314653,68,21.600133
688.454083,96,22.743313
501.237647,75,23.641743
347.609254,55,24.246677
225.50991,39,24.632055
229.543193,40,25.079182
387.426391,59,25.767907
264.028723,46,26.376974
640.716565,90,30.030153
388.859329,61,30.458943
364.69617,57,30.942651
431.093898,64,31.37492
552.396608,85,32.039986
374.32919,57,32.42093
329.307484,51,32.749578
845.611324,114,33.475252
399.673861,62,33.996702
687.938874,95,34.774944
541.62294,82,35.508183
701.916497,98,36.471934
380.357723,59,36.999714
516.596094,74,40.422695
561.488794,85,43.477053
428.260156,65,44.053668
848.505085,116,45.037509
511.506258,74,45.617799
758.509682,106,46.496497
462.081263,72,47.144788
607.712624,90,47.925719
305.368468,49,48.318894
458.824403,70,48.949507
711.578981,101,49.827299
1737.583406,225,53.945101
817.79911,113,54.731956
902.491135,126,55.655848
728.697192,103,56.440648
1342.619331,175,57.687168
570.718431,85,61.027101
417.823433,65,61.714995
1668.26125,220,64.020174
530.821872,80,64.84672
1207.584917,163,70.490286
1581.427658,209,72.622221
1061.798548,146,74.155485
780.72294,111,75.29852
1293.95956,172,77.060859
882.651808,123,78.332128
965.12038,140,83.725185
1433.703745,193,92.460318
2164.715158,286,95.365195
1603.926979,212,97.526686
1326.151325,180,99.09313
1589.143136,214,103.056569
2317.286925,309,105.044738
1962.008082,263,124.494414
2552.674029,341,127.947477
4929.559513,650,138.527618
