#{"t_start": 1784715513.8206058, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
368.673593,56,1.835034
664.829613,93,2.334387
282.08199,50,2.617138
513.375428,77,3.261276
386.323607,59,3.730307
547.647768,78,4.462155
354.067543,54,4.979091
278.779498,46,5.315657
256.17593,42,5.693924
398.033681,61,6.300734
347.462101,55,6.786694
379.669724,62,7.35214
843.086395,116,8.435324
259.642269,44,8.926759
329.72226,53,9.590459
528.024363,75,10.280627
668.619223,94,14.34045
496.727048,70,15.069863
263.034239,44,15.445629
610.998039,87,16.324382
321.516003,50,16.832783
668.818605,93,17.736246
417.294173,64,18.359837
381.998268,59,21.121418
459.317906,66,21.750922
536.498159,77,22.673737
651.14443,91,23.773938
422.505622,64,24.403245
1185.084396,158,26.29536
287.82942,48,29.65029
554.271466,80,30.216844
355.749695,54,30.635267
615.639762,89,31.304444
304.518154,52,31.673332
699.916025,99,32.41804
561.575605,81,32.957683
592.269402,86,33.479915
587.387553,88,34.267781
478.904545,70,34.798065
351.291933,55,35.301745
1066.264657,142,36.648641
534.930053,77,37.333614
345.334821,55,40.600081
869.029502,119,43.938851
469.08087,70,44.555526
1036.236221,139,45.67701
954.528479,129,46.74983
462.613728,69,47.37936
421.694521,67,47.962309
650.052213,92,48.72914
629.622627,90,49.516023
503.990707,77,50.097196
710.212301,98,50.994863
537.602837,79,53.898704
1175.608213,159,55.045304
971.665082,132,56.008254
604.518527,86,56.659989
1163.607518,157,57.79761
1354.835337,180,62.190376
725.455149,102,63.240469
631.340968,90,64.173193
1051.249456,142,69.598521
946.234411,131,70.942331
723.871032,101,71.970389
725.353005,107,73.071102
1165.073,157,74.726753
1344.07202,178,76.544633
1398.598196,185,78.451006
1166.946032,159,84.045628
1550.168267,207,92.902795
1213.485061,167,94.597743
1234.273287,165,96.279122
1359.40154,182,98.164637
1030.752753,140,99.217475
3371.886999,451,104.714238
2790.0772,369,125.02347
1903.535145,256,127.639086
3898.29235,511,136.75187
