#{"t_start": 1784715513.802245, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
320.42045,52,1.836079
470.44684,69,2.18598
202.705446,35,2.390992
566.392572,84,2.967299
399.365379,63,3.45016
359.276556,56,3.960115
360.864102,58,4.524514
484.661416,74,5.170601
337.243747,54,5.618099
225.005392,40,6.021052
310.955274,49,6.498056
342.280447,54,6.954071
713.177319,99,7.847386
459.945044,67,8.50546
405.631096,63,9.233562
265.097742,43,9.786997
591.89642,85,13.618873
477.782227,75,14.410024
460.169003,67,15.104402
301.291036,51,15.548563
244.170118,42,15.947945
239.817898,41,16.402201
239.009325,42,16.812305
455.803146,68,17.551446
448.331625,70,18.15817
300.695201,49,18.635571
471.630804,72,21.464143
217.685523,39,21.919018
348.817388,54,22.573923
352.201245,55,23.246192
552.054098,83,24.181851
239.004032,42,24.590858
749.46787,104,25.802493
1088.602657,145,30.09018
373.791251,58,30.501086
396.077316,65,31.057723
363.76396,57,31.410076
311.506252,51,31.820201
372.355866,56,32.221199
1337.703279,177,33.374319
388.943802,59,33.824438
667.462649,93,34.598908
247.297346,45,34.990536
864.443848,118,36.083273
229.61556,39,36.488188
395.928968,60,37.025735
330.273469,52,40.241553
689.260876,98,43.419463
550.132594,80,44.13367
395.380044,60,44.657097
620.978817,91,45.409616
937.109437,127,46.411289
518.286292,76,47.095795
1226.074049,164,48.501981
369.853383,61,49.046555
361.735976,55,49.506014
417.869978,64,50.012346
463.993193,70,50.581119
596.034053,87,53.684835
1071.440124,144,54.672745
716.778696,99,55.426093
804.64055,116,56.249986
864.691591,120,57.116263
560.038045,82,57.731131
855.440294,120,61.443766
562.335092,82,62.339251
628.138394,90,63.269772
803.975809,112,64.427331
905.937812,124,69.665085
1590.449742,214,71.849928
1248.260718,167,73.577425
1465.10927,194,75.598629
517.064312,77,76.384903
808.980195,118,77.598253
665.641931,97,78.599013
983.312309,136,83.956121
1094.912845,152,92.267657
1211.329969,165,93.933339
1771.647081,242,96.3962
971.679555,136,97.822827
1422.21075,192,99.341502
835.90455,119,102.612092
3425.894584,454,105.800203
2655.523555,349,126.258474
2137.104591,280,133.060529
7217.147036,936,146.594926
