episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.9918398633476295,-29723.399718941506,-14.861699859470752,2000,0,0,0,3.0061413548056466,1.5374829385092799,88.68
2,4000,1,smoke_nominal,0.0,0.9837463811799292,-29790.35611976579,-14.895178059882895,2000,0,0,0,3.02176473004657,1.4772770003067155,89.46
3,6000,1,smoke_nominal,0.0,0.9757190090427413,-29691.073481468255,-14.845536740734127,2000,0,0,0,3.000574953568309,1.6312858008428248,90.78
4,8000,1,smoke_nominal,0.0,0.9677572069291759,-29766.868487304768,-14.883434243652385,2000,0,0,0,3.016572486082872,1.562876731639829,90.42
5,10000,1,smoke_nominal,0.0,0.959860439243284,-29647.239526557147,-14.823619763278574,2000,0,0,0,2.9843492300418304,1.7808349269098505,91.44
6,12000,1,smoke_nominal,0.0,0.9520281747640277,-29644.916747587977,-14.822458373793989,2000,0,0,0,2.984001999483804,1.8396793053230007,91.545
7,14000,1,smoke_nominal,0.0,0.9442598866095443,-29652.20809337908,-14.826104046689538,2000,0,0,0,2.984863228621439,1.7932814637600523,89.94
8,16000,1,smoke_nominal,0.0,0.9365550522017032,-29583.636427941445,-14.791818213970723,2000,0,0,0,2.9738549488614523,1.9644412466603176,90.165
9,18000,1,smoke_nominal,0.0,0.928913153230951,-29707.168969266153,-14.853584484633076,2000,0,0,0,3.005244102878228,1.6261832419395363,89.55
10,20000,1,smoke_nominal,0.0,0.921333675621445,-29715.55829406008,-14.85777914703004,2000,0,0,0,3.0005163865370097,1.5677740741607367,88.44
11,22000,1,smoke_nominal,0.0,0.9138161094964707,-29594.900891003996,-14.797450445501998,2000,0,0,0,2.974138139606646,1.9970517147922549,91.2
12,24000,1,smoke_nominal,0.0,0.9063599491441421,-29677.564603294544,-14.838782301647273,2000,0,0,0,3.000946864412726,1.6758075747671943,89.64
13,26000,1,smoke_nominal,0.0,0.898964692983382,-29692.943222668084,-14.846471611334042,2000,0,0,0,2.9981287330155264,1.7516968145160485,90.885
14,28000,1,smoke_nominal,0.0,0.8916298435301805,-29487.92801299401,-14.743964006497004,2000,0,0,0,2.9492992306847574,2.24560334778089,88.98
15,30000,1,smoke_nominal,0.0,0.8843549073641289,-29636.596585440417,-14.818298292720208,2000,0,0,0,2.9826134228786594,1.868360684035246,88.47
16,32000,2,smoke_dr_0.10,0.1,0.09940199556295311,-29967.9171153578,-14.9839585576789,2000,0,0,0,3.0969385826816156,0.5224115577429201,62.775
17,34000,2,smoke_dr_0.10,0.1,0.09880796456264762,-25643.193914933436,-12.821596957466717,2000,0,0,0,2.5734908685666715,4.6216641243995635,98.865
18,36000,2,smoke_dr_0.10,0.1,0.09821788059760798,-26149.454990748596,-13.074727495374297,2000,0,0,0,2.5991171119276117,3.68917980576485,107.475
19,38000,2,smoke_dr_0.10,0.1,0.09763171744178306,-24994.292084105407,-12.497146042052703,2000,0,0,0,2.5146329004037233,5.17643541379608,100.71
20,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-25496.612700280988,-12.748306350140494,2000,0,0,0,2.543608511719074,4.20090881462765,109.74
