episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.9935168309915137,-29608.047984441087,-14.804023992220543,2000,0,0,0,2.977260366133052,1.959986071652088,88.62
2,4000,1,smoke_nominal,0.0,0.9870757355369741,-29663.85612079101,-14.831928060395505,2000,0,0,0,2.9949275910160558,1.898147672574639,90.915
3,6000,1,smoke_nominal,0.0,0.9806764405933769,-29752.140815428516,-14.876070407714257,2000,0,0,0,3.007448579262635,1.5160381340885314,88.485
4,8000,1,smoke_nominal,0.0,0.974318674889674,-29816.17025078123,-14.908085125390615,2000,0,0,0,3.032659118438433,1.399091243983944,89.25
5,10000,1,smoke_nominal,0.0,0.968002168915274,-29736.9669576545,-14.86848347882725,2000,0,0,0,3.0165587163841483,1.582389967209394,89.865
6,12000,1,smoke_nominal,0.0,0.961726654908617,-29662.954916176473,-14.831477458088237,2000,0,0,0,2.9847044944188266,1.796682898844744,88.905
7,14000,1,smoke_nominal,0.0,0.9554918668458239,-29553.079923712845,-14.776539961856422,2000,0,0,0,2.966328406093866,1.994685691073145,91.86
8,16000,1,smoke_nominal,0.0,0.9492975404294205,-29649.80937784284,-14.824904688921421,2000,0,0,0,2.9878256982705618,1.8740902377452007,91.56
9,18000,1,smoke_nominal,0.0,0.9431434130771323,-29675.038365159817,-14.837519182579909,2000,0,0,0,2.996101551223839,1.7527311598266861,90.96
10,20000,1,smoke_nominal,0.0,0.9370292239107549,-29719.273308482272,-14.859636654241136,2000,0,0,0,3.0058316037523864,1.6987638126220843,90.78
11,22000,1,smoke_nominal,0.0,0.9309547137450936,-29752.438305850243,-14.87621915292512,2000,0,0,0,3.010195306927522,1.5182198642015314,89.97
12,24000,1,smoke_nominal,0.0,0.9249196250769776,-29825.20747251266,-14.91260373625633,2000,0,0,0,3.0313043204992254,1.412993920969441,90.78
13,26000,1,smoke_nominal,0.0,0.9189237020743437,-29711.69062428282,-14.85584531214141,2000,0,0,0,3.012416782166912,1.6026845968629473,89.985
14,28000,1,smoke_nominal,0.0,0.9129666905653914,-29561.039775803183,-14.780519887901592,2000,0,0,0,2.975993452373778,1.978639902100831,90.87
15,30000,1,smoke_nominal,0.0,0.9070483380278086,-29609.880752787474,-14.804940376393738,2000,0,0,0,2.9769971584972756,1.931210312986764,89.625
16,32000,2,smoke_dr_0.10,0.1,0.09940199556295311,-29966.962901753683,-14.983481450876841,2000,0,0,0,3.094231328712071,0.5265614624803115,35.85
17,34000,2,smoke_dr_0.10,0.1,0.09880796456264762,-25836.13799377813,-12.918068996889065,2000,0,0,0,2.5933920564831054,4.264632820786242,105.105
18,36000,2,smoke_dr_0.10,0.1,0.09821788059760798,-24513.251837432806,-12.256625918716404,2000,0,0,0,2.5033448012071187,5.177806362643914,109.755
19,38000,2,smoke_dr_0.10,0.1,0.09763171744178306,-22887.103881864372,-11.443551940932187,2000,0,0,0,2.374688788781341,6.1546290533735775,97.08
20,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-17893.73304013017,-8.946866520065084,2000,0,0,0,2.048720109257404,8.24965048620195,108.42
