timesteps,episode_reward,episode_length,reward_per_step,moving_mean_30,episode_success,success_rate_30
368,278.573006,46,6.055934913043479,6.055934913043479,0.0,0.0
376,293.778185,47,6.250599680851064,6.153267296947272,0.0,0.0
416,332.417862,52,6.392651192307692,6.233061928734078,0.0,0.0
432,339.277373,54,6.282914314814815,6.2455250252542625,0.0,0.0
528,443.660476,66,6.722128424242425,6.340845705051895,0.0,0.0
648,188.167606,35,5.376217314285714,6.180074306590865,0.0,0.0
656,201.904416,35,5.7686976,6.121306205649313,0.0,0.0
656,569.211535,82,6.941604085365854,6.22384344061388,0.0,0.0
696,185.860559,35,5.310301685714285,6.122338801180592,0.0,0.0
720,605.565811,90,6.728509011111112,6.1829558221736445,0.0,0.0
760,662.301701,95,6.971596852631579,6.254650461306184,0.0,0.0
944,433.342177,64,6.770971515625,6.297677215832752,0.0,0.0
976,226.617589,40,5.665439725000001,6.249043562691771,0.0,0.0
1016,411.261129,61,6.741985721311475,6.284253716878893,0.0,0.0
1056,303.838717,51,5.957621901960784,6.262478262551018,0.0,0.0
1096,345.827829,55,6.287778709090909,6.264059540459762,0.0,0.0
1192,381.409162,59,6.46456206779661,6.275853806773694,0.0,0.0
1208,413.283116,64,6.4575486875,6.285947966814044,0.0,0.0
1344,277.449879,46,6.031519108695653,6.272556974281497,0.0,0.0
1440,326.538497,53,6.161103716981132,6.266984311416478,0.0,0.0
1568,555.067519,78,7.116250243589743,6.307425546281872,0.0,0.0
1680,848.648472,115,7.379551930434783,6.356158563743367,0.0,0.0
1704,579.23402,81,7.151037283950617,6.390718508100204,0.0,0.0
1712,418.125463,63,6.636912111111111,6.400976574892326,0.0,0.0
1792,614.923875,87,7.068090517241378,6.427661132586288,0.0,0.0
1840,563.000868,81,6.950628,6.447775242871431,0.0,0.0
1952,505.959557,76,6.6573625921052635,6.455537737287499,0.0,0.0
1968,181.464206,33,5.498915333333333,6.4213726514319935,0.0,0.0
2024,376.158736,57,6.5992760701754385,6.427507252078319,0.0,0.0
2088,307.652797,51,6.032407784313726,6.4143372698195,0.0,0.0
2136,230.595606,43,5.3626885116279075,6.3912290564389815,0.0,0.0
2200,412.339502,61,6.759663967213115,6.4081978659843815,0.0,0.0
2224,292.782144,48,6.099628,6.398430426240793,0.0,0.0
2384,327.393656,52,6.296031846153847,6.398867677285427,0.0,0.0
2448,231.139311,39,5.926648999999999,6.372351696477346,0.0,0.0
2568,376.632253,60,6.277204216666666,6.402384593223377,0.0,0.0
2584,482.942838,70,6.8991834,6.440067453223377,0.0,0.0
2672,359.743453,56,6.423990232142857,6.4228136581159445,0.0,0.0
2680,387.681759,60,6.46136265,6.461182356925469,0.0,0.0
2752,728.854679,100,7.288546790000001,6.479850282888433,0.0,0.0
2792,314.172653,51,6.160248098039216,6.452805324402019,0.0,0.0
2832,303.213929,48,6.3169568541666665,6.437671502353409,0.0,0.0
2840,1305.876973,175,7.462154131428571,6.497561982567694,0.0,0.0
3032,360.363048,56,6.435054428571428,6.487330939476359,0.0,0.0
3160,398.367041,61,6.530607229508196,6.506430450394605,0.0,0.0
3184,296.993726,49,6.061096448979591,6.498874375057562,0.0,0.0
3224,384.070797,59,6.509674525423729,6.500378123645132,0.0,0.0
3272,309.940379,54,5.7396366481481484,6.476447722333403,0.0,0.0
3328,673.326603,95,7.087648452631579,6.511652033797934,0.0,0.0
3328,399.34586,62,6.441062258064516,6.52098398516738,0.0,0.0
3376,590.918264,87,6.792163954022989,6.510181108848488,0.0,0.0
3472,341.651902,55,6.211852763636363,6.47125780328854,0.0,0.0
3608,247.205632,42,5.885848380952381,6.429084839855267,0.0,0.0
3616,335.14653,54,6.206417222222222,6.4147350102256375,0.0,0.0
3664,247.950162,42,5.903575285714286,6.375917835841401,0.0,0.0
3704,448.714913,68,6.598748720588236,6.364188526527676,0.0,0.0
3816,516.323986,74,6.9773511621621624,6.374854812196239,0.0,0.0
3976,269.789488,45,5.995321955555555,6.391401699603648,0.0,0.0
4128,680.652261,94,7.240981499999999,6.4127918805977995,0.0,0.0
4152,361.458495,56,6.454615982142857,6.426865487192105,0.0,0.0
4176,783.393606,106,7.3905057169811315,6.494459394037211,0.0,0.0
4192,639.429371,90,7.104770788888889,6.505962954759736,0.0,0.0
4248,476.496992,73,6.52735605479452,6.520220556586221,0.0,0.0
4296,601.369999,86,6.992674406976744,6.543441975280317,0.0,0.0
4328,270.746709,44,6.153334295454545,6.550998151795468,0.0,0.0
4376,435.249968,70,6.217856685714286,6.549019900763722,0.0,0.0
4440,230.950642,39,5.921811333333333,6.516440831874832,0.0,0.0
4544,267.925501,44,6.089215931818182,6.505281688530676,0.0,0.0
4592,249.050849,43,5.791880209302326,6.482965607174088,0.0,0.0
4720,469.102107,68,6.898560397058823,6.469966060742715,0.0,0.0
4792,571.531445,80,7.1441430624999995,6.502762559558075,0.0,0.0
4792,397.297736,62,6.408028,6.505798264419186,0.0,0.0
4792,239.269707,44,5.437947886363637,6.438324722917022,0.0,0.0
4832,202.823682,36,5.633991166666666,6.4116226141868635,0.0,0.0
5008,569.136964,85,6.695728988235294,6.4171266728111,0.0,0.0
5048,375.063087,57,6.580054157894737,6.434425263108272,0.0,0.0
5088,223.388223,37,6.037519540540541,6.4186867636121665,0.0,0.0
5104,640.959083,91,7.043506406593406,6.462149088893673,0.0,0.0
5152,352.799547,54,6.533324944444445,6.443671638620769,0.0,0.0
5264,363.96743,59,6.168939491525423,6.4346008797361325,0.0,0.0
5384,464.490334,69,6.731743971014493,6.432586880302515,0.0,0.0
5384,280.853928,47,5.975615489361702,6.42471230449336,0.0,0.0
5432,250.093855,43,5.816136162790698,6.42238856388797,0.0,0.0
5544,388.88632,62,6.27236,6.424586656480562,0.0,0.0
5592,404.076382,61,6.6242029836065575,6.448607579743639,0.0,0.0
5640,160.352381,32,5.01101190625,6.3956830192656975,0.0,0.0
5752,525.822812,75,7.010970826666667,6.39680367474918,0.0,0.0
5920,1050.225696,141,7.448409191489361,6.445239915946973,0.0,0.0
5936,473.602733,69,6.863807724637681,6.432667456768231,0.0,0.0
5952,580.890589,86,6.754541732558139,6.442664981782074,0.0,0.0
5960,442.973098,66,6.711713606060606,6.420038578084724,0.0,0.0
5984,339.896329,55,6.179933254545454,6.389210660273277,0.0,0.0
6304,477.171036,69,6.915522260869565,6.402149533809112,0.0,0.0
6368,313.506392,51,6.147184156862745,6.373966525471977,0.0,0.0
6408,351.279605,57,6.162800087719298,6.374282051880802,0.0,0.0
6416,706.919271,97,7.2878275360824745,6.409947746893077,0.0,0.0
6456,793.705498,108,7.349124981481482,6.457524868498015,0.0,0.0
6584,520.570886,75,6.9409451466666665,6.485915842326297,0.0,0.0
6776,763.933214,107,7.139562747663551,6.5308385936050035,0.0,0.0
6784,239.908803,41,5.851434219512195,6.495934387686783,0.0,0.0
6864,854.000036,116,7.362069275862069,6.503198594798851,0.0,0.0
6976,518.380212,76,6.820792263157895,6.516957403570782,0.0,0.0
7048,361.933276,58,6.240228896551724,6.543700103910385,0.0,0.0
7080,579.030493,83,6.976271,6.588442765021496,0.0,0.0
7176,306.108704,49,6.247116408163265,6.573489012352427,0.0,0.0
7304,433.991534,66,6.575629303030303,6.57334151719028,0.0,0.0
7376,435.604414,64,6.80631896875,6.598968164797261,0.0,0.0
7480,304.499302,50,6.08998604,6.567184152577482,0.0,0.0
7528,465.401112,69,6.744943652173913,6.574238109501797,0.0,0.0
7560,1088.323982,144,7.557805430555555,6.620533640802803,0.0,0.0
7576,426.107667,66,6.4561767727272725,6.611348067526562,0.0,0.0
7664,1297.855834,170,7.634446082352941,6.666642420626271,0.0,0.0
7736,477.396702,70,6.819952885714286,6.700102978057056,0.0,0.0
7736,273.963316,45,6.08807368888889,6.6939601010200205,0.0,0.0
7920,295.562597,49,6.031889734693877,6.674216326056264,0.0,0.0
7928,274.813585,46,5.9742083695652175,6.706322874833437,0.0,0.0
8024,268.154332,45,5.958985155555556,6.6712566857964,0.0,0.0
8128,452.797715,69,6.562285724637681,6.641719236901344,0.0,0.0
