episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.996389207330466,-29705.801391048168,-14.852900695524085,2000,0,0,0,3.004268034525895,1.589207820763175,89.715
2,4000,1,smoke_nominal,0.0,0.9927914655355088,-29634.215588412146,-14.817107794206073,2000,0,0,0,2.9850012843823697,1.8315539452042535,90.03
3,6000,1,smoke_nominal,0.0,0.9892067274439551,-29706.7990064438,-14.853399503221901,2000,0,0,0,3.000387751857186,1.6054677525304373,88.65
4,8000,1,smoke_nominal,0.0,0.9856349460551274,-29669.376393544248,-14.834688196772124,2000,0,0,0,2.991766351219093,1.8310740318052752,91.65
5,10000,1,smoke_nominal,0.0,0.9820760745382275,-29609.322170597068,-14.804661085298534,2000,0,0,0,2.9800415136139646,1.9145128980473034,92.775
6,12000,1,smoke_nominal,0.0,0.9785300662317232,-29735.062707077013,-14.867531353538507,2000,0,0,0,3.008936125616727,1.5912009173554047,90.885
7,14000,1,smoke_nominal,0.0,0.9749968746427355,-29731.48459681376,-14.86574229840688,2000,0,0,0,3.0088890318009733,1.698774292540682,91.77
8,16000,1,smoke_nominal,0.0,0.9714764534464302,-29828.023857615262,-14.914011928807632,2000,0,0,0,3.0325308152590034,1.3901336160214992,90.165
9,18000,1,smoke_nominal,0.0,0.9679687564854093,-29687.05418309669,-14.843527091548346,2000,0,0,0,2.999051967218157,1.6479050833257556,90.84
10,20000,1,smoke_nominal,0.0,0.964473737769107,-29708.837766287095,-14.854418883143548,2000,0,0,0,2.9957628827339686,1.714240952389591,90.165
11,22000,1,smoke_nominal,0.0,0.9609913514731857,-29733.757230483963,-14.866878615241982,2000,0,0,0,3.0098971663591048,1.6124788211535914,89.04
12,24000,1,smoke_nominal,0.0,0.9575215519389361,-29748.259685586578,-14.87412984279329,2000,0,0,0,3.007162415678651,1.6227460122480157,89.895
13,26000,1,smoke_nominal,0.0,0.9540642936726773,-29737.93502638629,-14.868967513193144,2000,0,0,0,3.0094248242748196,1.493992211586748,91.14
14,28000,1,smoke_nominal,0.0,0.9506195313451619,-29703.10591074404,-14.851552955372021,2000,0,0,0,3.0031226392287356,1.7356370756560846,90.315
15,30000,1,smoke_nominal,0.0,0.9471872197909801,-29778.57788709922,-14.88928894354961,2000,0,0,0,3.0213980430808087,1.6366442131153023,89.865
16,32000,2,smoke_dr_0.10,0.1,0.09940199556295311,-14479.763985589627,-7.239881992794813,2000,0,0,0,1.8449981538158815,9.639359679622741,140.685
17,34000,2,smoke_dr_0.10,0.1,0.09880796456264762,-27847.198446820214,-13.923599223410108,2000,0,0,0,2.7591995829896376,3.116710272015339,82.395
18,36000,2,smoke_dr_0.10,0.1,0.09821788059760798,-26789.736067783564,-13.394868033891782,2000,0,0,0,2.6453610241684564,3.7655290651984377,97.98
19,38000,2,smoke_dr_0.10,0.1,0.09763171744178306,-25339.14267644861,-12.669571338224305,2000,0,0,0,2.5446958496355183,4.592506269059651,105.69
20,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-23416.67349130992,-11.708336745654961,2000,0,0,0,2.3867111047735943,6.087111115741019,99.54
