time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,blend
0.0,0.0,0.0,3.1386263,0.0,100.0,1,0.0
0.005,-0.0058373,-0.2918654,3.1341762,-0.2225041,100.0,1,0.0
0.01,0.0058373,0.3648318,3.132693,-0.2410382,100.0,1,0.0
0.015,0.0116746,0.5654892,-3.1400043,0.3436231,100.0,1,0.0
0.02,0.0408612,1.883444,3.1341762,-0.1925362,100.0,1,0.0
0.025,0.0642104,2.5800447,-3.1368279,0.464662,100.0,1,0.0
0.03,0.0700477,2.2268989,-3.1368279,0.3484965,100.0,1,0.0
0.035,0.0875596,2.5457706,-3.1193571,1.1349141,100.0,1,0.0
0.04,0.1167462,3.3686549,-3.1145923,1.0894253,100.0,1,0.0
0.045,0.1225835,2.8183565,-3.0907683,2.0082678,100.0,1,0.0
0.05,0.1400954,2.9893636,-3.101886,0.9503161,100.0,1,0.0
0.055,0.1459327,2.5338881,-3.0764737,1.9833531,100.0,1,0.0
0.06,0.1751192,3.3597433,-3.0653557,2.0434117,100.0,1,0.0
0.065,0.1926312,3.3954033,-3.0447082,2.5649352,100.0,1,0.0
0.07,0.1809566,1.9628219,-3.036767,2.3207635,100.0,1,0.0
0.075,0.2101431,2.9314432,-3.0272376,2.2170403,100.0,1,0.0
0.08,0.2451669,3.9497752,-3.0129432,2.3774995,100.0,1,0.0
0.085,0.2451669,2.9623312,-2.989119,2.9743354,100.0,1,0.0
0.09,0.2626789,3.0973443,-2.9684715,3.2631278,100.0,1,0.0
0.095,0.2685162,2.6148743,-2.9621183,2.7650027,100.0,1,0.0
0.1,0.2743535,2.2530202,-2.9240002,3.9796581,100.0,1,0.0
0.105,0.2918654,2.5653619,-2.9128823,3.5406403,100.0,1,0.0
0.11,0.2918654,1.9240215,-2.8954113,3.5290341,100.0,1,0.0
0.115,0.3152146,2.6104774,-2.8668224,4.0762143,100.0,1,0.0
0.12,0.3327266,2.8334548,-2.8429985,4.2483596,100.0,1,0.0
0.125,0.3385639,2.4169571,-2.8239393,4.1392288,100.0,1,0.0
0.13,0.3619131,2.980179,-2.7969386,4.4544548,100.0,1,0.0
0.135,0.3735877,2.8188648,-2.8032917,3.0231842,100.0,1,0.0
0.14,0.3852623,2.6978793,-2.798527,2.5056281,100.0,1,0.0
0.145,0.4027743,2.899006,-2.7604086,3.785139,100.0,1,0.0
0.15,0.4144489,2.7579851,-2.7413494,3.7918133,100.0,1,0.0
0.155,0.4377981,3.2359499,-2.7207019,3.8762364,100.0,1,0.0
0.16,0.4553101,3.3025591,-2.6952896,4.1777935,100.0,1,0.0
0.165,0.4786593,3.6443805,-2.6698775,4.4039492,100.0,1,0.0
0.17,0.4961712,3.6088821,-2.6603477,3.7794532,100.0,1,0.0
0.17500000000000002,0.5195205,3.8741245,-2.6476416,3.469892,100.0,1,0.0
0.18,0.5195205,2.9055933,-2.6365237,3.1583156,100.0,1,0.0
0.185,0.5370324,3.0547902,-2.6063466,3.8775925,100.0,1,0.0
0.19,0.5545443,3.1666879,-2.5872876,3.8611416,100.0,1,0.0
0.195,0.5778935,3.5424771,-2.5936403,2.5782232,100.0,1,0.0
0.2,0.6012427,3.824319,-2.5856993,2.3307178,100.0,1,0.0
0.20500000000000002,0.624592,4.0357036,-2.5618751,2.939249,100.0,1,0.0
0.21,0.6479413,4.1942391,-2.5507574,2.7603216,100.0,1,0.0
0.215,0.6654531,4.0212745,-2.5475807,2.2290756,100.0,1,0.0
0.22,0.682965,3.891551,-2.5253448,2.7836003,100.0,1,0.0
0.225,0.700477,3.7942614,-2.5316979,1.7700432,100.0,1,0.0
0.23,0.7121516,3.4294252,-2.507874,2.5187311,100.0,1,0.0
0.23500000000000001,0.7238263,3.155801,-2.5174036,1.4125688,100.0,1,0.0
0.24,0.7413382,3.2424459,-2.4999327,1.9329683,100.0,1,0.0
0.245,0.7705247,3.8911619,-2.4919915,1.8467885,100.0,1,0.0
0.25,0.7880366,3.7939667,-2.4824619,1.8615711,100.0,1,0.0
0.255,0.8113859,4.0129394,-2.4856383,1.2373557,100.0,1,0.0
0.26,0.8347351,4.1771659,-2.488815,0.7691823,100.0,1,0.0
0.265,0.852247,4.0084695,-2.4697556,1.5298577,100.0,1,0.0
0.27,0.8814335,4.4656796,-2.4808735,0.5914966,100.0,1,0.0
0.275,0.8989455,4.2248549,-2.4792852,0.5230397,100.0,1,0.0
0.28,0.9222947,4.3361024,-2.4649908,1.106999,100.0,1,0.0
0.28500000000000003,0.9456439,4.4195413,-2.4697556,0.5920095,100.0,1,0.0
0.29,0.9748305,4.7739801,-2.4745204,0.2057674,100.0,1,0.0
0.295,0.9865051,4.1642169,-2.4792852,-0.0839142,-100.0,1,0.0
0.3,1.0215289,4.8743562,-2.4792852,-0.0629357,-100.0,1,0.0
0.305,1.0390409,4.5313653,-2.4792852,-0.0472017,-100.0,1,0.0
0.31,1.0390409,3.398524,-2.4999327,-1.0677776,-100.0,1,0.0
0.315,1.0390409,2.5488929,-2.5031094,-0.9596677,-100.0,1,0.0
0.32,1.06239,3.079128,-2.5110504,-1.1168011,-100.0,1,0.0
0.325,1.0974139,4.0605363,-2.5332863,-1.9493943,-100.0,1,0.0
0.33,1.1266005,4.5047326,-2.5539338,-2.4944219,-100.0,1,0.0
0.335,1.1382751,3.9622817,-2.5841109,-3.3796722,-100.0,1,0.0
