#{"t_start": 1784829398.6590037, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
346.957201,59,0.135246
456.614778,68,0.284875
793.524044,108,0.515112
295.15921,47,0.615539
468.83222,69,0.769411
588.898062,84,0.959769
252.800788,42,1.05599
362.765285,57,1.185959
350.081084,54,1.314729
686.07467,95,1.531186
541.952716,79,1.708879
469.088069,69,1.869573
503.537032,75,2.038831
503.14758,73,2.20189
286.130063,47,2.710675
296.368068,50,2.824101
480.641213,69,2.980376
337.96678,57,3.116603
253.344773,41,3.20809
617.450329,88,3.419787
522.665884,77,3.597157
426.288959,67,3.750083
703.064217,98,3.975635
398.66195,61,4.110496
417.516855,62,4.254152
944.26553,128,4.552488
333.577895,56,4.678462
468.130478,70,4.838264
424.798302,65,4.987168
1050.478196,140,5.700078
302.524657,48,5.811114
279.194729,46,5.913812
309.917609,48,6.023475
424.265547,63,6.169418
347.155955,55,6.29408
443.093281,67,6.447484
459.444816,68,6.601171
422.734539,65,6.75062
420.141435,64,6.898037
657.07703,93,7.107198
613.244226,87,7.306385
437.510825,66,7.454095
183.110555,34,7.532858
505.506771,74,7.701863
427.24034,65,8.245955
483.338479,70,8.407117
528.029513,79,8.587934
769.98098,106,8.828144
1003.406951,133,9.122191
506.670184,75,9.294316
456.369091,69,9.448488
846.56237,114,9.704779
963.480528,131,9.999058
270.488963,48,10.104317
402.767168,62,10.243733
650.640312,95,10.462551
421.213237,64,11.004011
643.474047,92,11.204146
530.441497,78,11.385544
625.607077,91,11.589357
523.251234,76,11.762831
444.19994,68,11.918152
732.461471,102,12.146544
931.127015,127,12.435894
281.41268,48,12.572866
597.762538,85,12.763339
368.189004,58,12.893168
669.587349,97,13.112319
510.339001,73,13.679845
788.487623,108,13.918753
831.278561,116,14.18014
496.680342,74,14.346954
1036.124217,139,14.655736
625.613917,92,14.869521
637.389204,90,15.070901
652.140221,94,15.298025
737.883084,102,15.52907
613.881544,88,15.723228
723.955724,102,15.954877
437.036765,70,16.52588
349.933612,58,16.663023
698.683699,98,16.884262
910.791723,125,17.163894
390.259397,62,17.304233
733.661067,102,17.528611
776.692601,108,17.76988
1231.892893,164,18.133607
888.682957,121,18.40686
2108.394105,270,19.408461
1302.196491,171,19.77993
1098.895288,146,20.102058
1026.500484,137,20.401326
1805.935393,233,20.91357
1692.105497,219,21.796301
1103.319672,147,22.12104
1026.211334,139,22.422964
564.81987,85,22.611494
1018.565555,135,22.915926
910.690692,122,23.18606
1656.614042,215,23.661953
982.208945,135,23.956273
1361.631588,181,24.753095
1590.903433,206,25.205229
1059.74531,145,25.525404
1695.081726,220,26.004191
1064.287689,142,26.32148
936.288916,127,26.595111
2036.465473,260,27.567308
810.317662,112,27.818321
1621.977079,212,28.2755
11828.78004,1455,31.818354
8190.042814,1011,34.43646
24700.383219,3001,42.070961
24717.378339,3001,49.764378
24724.10534,3001,57.462351
24728.847058,3001,65.234101
24736.694527,3001,73.018592
24732.041355,3001,87.493693
24738.490412,3001,95.255489
24740.817327,3001,103.020276
24737.698752,3001,110.77668
24732.101895,3001,118.547982
24748.306501,3001,126.300263
24747.927996,3001,134.035353
24748.86066,3001,141.840931
24723.51034,3001,149.1961
24737.520868,3001,156.968605
24734.171732,3001,164.720366
24743.039781,3001,179.272152
24715.372805,3001,186.944252
24740.318062,3001,194.60005
24738.812587,3001,202.275715
24746.343478,3001,209.945269
24707.461009,3001,217.610074
24735.588352,3001,225.261036
9831.857488,1252,228.355226
18760.828834,2343,234.151467
24718.018888,3001,241.810719
24733.243528,3001,249.50454
24693.17516,3001,263.753933
8443.67359,1088,266.543115
24720.283947,3001,274.305008
24592.418569,3001,282.011052
24658.283915,3001,289.793313
24739.604245,3001,297.528728
24582.609359,3001,305.310924
24748.191179,3001,313.155221
24743.786042,3001,320.989645
24746.654615,3001,328.812227
24748.037401,3001,336.611698
13056.180916,1735,340.83383
24739.200994,3001,355.374159
24737.019123,3001,363.189028
24753.267619,3001,370.961023
24732.72644,3001,378.78808
24702.568024,3001,386.710141
24600.357455,3001,394.557882
24733.731347,3001,402.369657
24688.254067,3001,410.224665
24626.257768,3001,418.010663
24725.340396,3001,425.814065
24733.141064,3001,440.272107
24723.754607,3001,447.611126
24713.531285,3001,455.36243
24691.624459,3001,463.09903
24471.582508,3001,470.827842
24725.736283,3001,478.570845
24698.441636,3001,486.259926
24661.408054,3001,493.985944
24748.346829,3001,501.754825
24738.173579,3001,509.472898
24723.066383,3001,523.771189
24721.904717,3001,531.535793
24739.53757,3001,539.287909
24705.902651,3001,547.071546
24719.380026,3001,554.954133
24749.931143,3001,562.751582
24623.851658,3001,570.166684
24748.777215,3001,577.989307
24737.343973,3001,585.887849
24754.66299,3001,593.685971
24706.69433,3001,601.56227
24706.15314,3001,615.991061
24745.346157,3001,623.782255
24744.177452,3001,631.467205
24740.486676,3001,639.070571
24730.581242,3001,646.711838
24744.869759,3001,654.391108
24735.343839,3001,662.074942
24737.043207,3001,669.818914
24717.765139,3001,677.611566
24710.617938,3001,684.937293
24690.464874,3001,699.170502
