#{"t_start": 1784711319.5903006, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
718.199374,101,3.82535
288.93902,50,4.25385
352.325017,53,4.680996
321.167329,53,5.10382
482.581739,74,5.70841
194.008555,34,5.999059
625.132545,87,6.805779
247.724221,44,7.19773
335.213422,53,7.658956
713.035546,99,8.559432
643.735432,89,9.34012
465.713724,69,9.93867
244.418786,44,10.331356
375.815998,56,10.831452
178.589102,31,11.128768
424.191839,66,11.788368
322.836703,52,14.850934
525.794266,78,15.537905
600.865656,87,16.301752
482.982945,70,16.964685
421.469375,63,17.531085
618.853092,89,18.330559
273.810049,48,18.749891
466.7328,69,19.364608
466.212824,69,21.780091
559.386925,82,22.498886
418.775496,63,23.05639
484.232179,70,23.688858
308.589479,50,24.142502
424.783119,63,24.693061
618.444457,89,25.477563
679.069282,94,28.694647
559.592008,81,29.476638
276.861478,47,29.904119
603.024187,87,30.66562
386.598019,60,31.190821
419.623002,65,31.752748
435.089964,66,32.352329
365.579633,57,32.863901
226.65554,40,33.223647
490.056956,75,33.949528
597.574185,89,34.723856
440.709304,70,35.348354
545.542176,82,36.071484
428.123472,65,36.647384
572.667476,83,39.792946
656.961868,93,42.89489
531.638551,77,43.574576
1054.745769,142,44.801874
694.469085,99,45.676898
354.21056,57,46.168414
370.102896,57,46.666276
651.386797,93,47.465513
837.509597,118,48.509683
766.80776,108,49.451129
584.929651,85,50.202689
738.057091,102,53.05124
915.890462,125,53.638295
1066.038503,142,54.242762
782.750211,110,54.694069
807.251819,115,55.172789
769.192699,106,56.907436
1272.979893,171,57.601181
746.854229,104,58.057917
730.624075,103,58.494234
937.807414,130,60.430304
1448.566555,193,61.212504
1354.345418,183,61.991298
1043.081774,147,62.609968
1163.24527,159,63.659532
726.480156,104,64.557177
1220.838312,166,68.467666
1519.469579,210,75.396437
975.812368,132,76.512716
1970.3725,259,78.729309
1290.1617,174,80.226495
3092.502092,408,86.057903
1977.855649,265,88.309656
4446.791267,590,111.354739
3184.218506,421,114.893806
3647.475741,484,119.008915
23659.402947,3001,239.810178
23636.538715,3001,422.881711
23076.20203,3001,597.879683
22848.253275,3001,766.621596
22895.155596,3001,910.359397
22947.151367,3001,1049.71698
22999.831363,3001,1194.990152
23075.179437,3001,1339.999213
23070.869432,3001,1487.932799
23024.585781,3001,1633.299154
23119.759237,3001,1722.100659
5271.570247,703,1775.345594
16532.537923,2164,1861.064344
19943.543405,2598,1975.879395
23154.436138,3001,2101.423585
18066.533895,2361,2167.431622
23100.911682,3001,2287.37159
23045.13318,3001,2358.407846
13943.301084,1838,2420.712425
22980.765598,3001,2566.948291
22752.825878,3001,2680.249587
12161.544508,1614,2760.774246
2349.693563,319,2766.923707
16657.676984,2175,2898.096548
22498.413776,3001,3019.531456
4776.393161,635,3022.798674
22623.993234,3001,3101.269493
22882.158518,3001,3199.91239
9714.48273,1313,3244.487906
12817.865426,1695,3287.499939
22131.387012,3001,3383.463925
4843.104001,639,3393.204838
14528.926717,1912,3481.784539
13578.695267,1790,3523.081187
4762.359452,630,3528.790031
15290.730028,2008,3575.654136
3508.452923,460,3621.527194
3185.734985,430,3625.608609
22613.703823,3001,3756.11532
3764.815782,497,3758.789634
22325.092135,3001,3854.06898
14699.479856,1936,3949.445297
15728.071242,2064,4074.139308
11213.3633,1498,4128.217724
