#{"t_start": 1784711319.5989792, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
467.104964,71,3.56536
291.510481,46,3.948371
493.720845,72,4.546483
781.485754,109,5.422998
495.560394,75,6.065551
176.497166,33,6.375292
402.351076,61,6.940146
230.127379,38,7.267084
305.323975,53,7.746797
469.087091,69,8.357683
319.707118,52,8.822304
589.908898,83,9.55176
355.928602,56,10.035814
224.776737,39,10.393734
208.678067,39,10.738354
198.991758,38,11.084713
826.028612,114,14.779932
444.052557,66,15.361125
376.660455,58,15.865553
572.798987,82,16.633202
290.352824,48,17.060835
461.929788,68,17.673508
522.321305,77,18.36582
286.731975,47,18.794504
499.239705,75,21.251972
511.689988,74,21.907187
592.128342,86,22.658767
370.468819,58,23.172589
238.155636,41,23.540138
403.05393,62,24.104964
319.697329,51,24.551906
386.562896,59,25.075846
381.175413,57,27.974767
444.663475,66,28.546153
377.421689,59,29.113692
696.939909,100,30.027313
828.364531,115,31.033163
721.375384,101,31.914689
274.516545,46,32.332984
383.65214,59,32.86852
522.474379,75,33.603851
541.260218,78,34.284984
434.752783,65,34.854451
367.121428,58,35.37046
310.969909,52,35.825095
327.58714,54,36.307577
381.24691,58,36.822141
568.584457,82,39.947067
716.865152,102,43.131527
587.845209,85,43.87664
569.006978,82,44.581855
1402.21437,186,46.222385
822.534223,114,47.201745
936.639805,127,48.31306
675.426777,98,49.16671
375.324521,58,49.690884
725.979424,103,50.587606
1357.153777,180,53.620425
473.350492,74,53.952911
1010.761003,137,54.509275
619.346537,90,54.880902
460.274113,70,55.174773
947.536421,129,56.99868
1351.572919,178,57.727412
733.415169,104,58.186395
1178.330804,158,60.242994
317.607641,53,60.460527
1613.984204,210,61.318145
793.07098,111,61.774292
626.872379,93,62.19329
1609.791201,212,63.259476
1130.089973,151,64.559852
977.20564,132,68.173295
1936.458422,269,75.613234
952.703957,132,76.725204
1104.916991,151,78.017585
1179.91002,160,79.400978
781.380207,111,80.351433
1201.884456,164,81.747884
3260.959889,440,87.843397
2774.725314,362,106.546572
3060.892283,404,112.358165
2788.368728,365,115.440846
2169.711599,288,117.917149
8610.841017,1119,166.041618
23639.920722,3001,326.689821
23233.616813,3001,504.35838
22604.462206,3001,680.376076
22987.07863,3001,835.54886
22914.407662,3001,971.784361
23072.586197,3001,1060.610805
22988.811151,3001,1205.773128
23114.160068,3001,1350.860835
23183.224121,3001,1498.891108
23136.298068,3001,1644.20251
15616.265893,2070,1771.170598
8858.630458,1180,1780.5603
5994.875252,786,1852.427088
4904.363262,636,1859.005703
23043.31143,3001,1977.566221
4050.216476,533,1984.707307
16528.475312,2171,2100.550784
22945.941546,3001,2227.913961
22619.482694,3001,2319.418438
5923.224419,778,2322.804657
14910.745307,1956,2359.667029
13370.25547,1764,2484.119216
23047.357579,3001,2568.810183
17739.221117,2314,2670.34335
22857.932043,3001,2831.74319
22679.788963,3001,2966.433115
22953.978229,3001,3058.931696
22933.395398,3001,3138.8193
3477.979047,454,3141.286813
4478.467158,600,3146.190815
22530.12304,3001,3249.176713
23052.019492,3001,3334.891568
12238.372897,1626,3387.813965
17241.195188,2257,3482.554618
8637.782902,1137,3490.486667
8120.191491,1109,3528.622854
6164.82914,827,3567.091614
22526.134354,3001,3675.09942
13850.033794,1829,3753.056991
23074.660954,3001,3841.744598
14910.616681,1963,3938.309974
21913.795265,3001,4075.20408
2828.822088,381,4079.6961
