#{"t_start": 1784711319.5423973, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
444.303884,69,3.600844
386.315779,58,4.085987
435.033173,66,4.632445
385.514144,59,5.111243
408.0454,62,5.610259
311.216967,54,6.074739
514.817794,75,6.77562
381.625506,60,7.303355
425.90862,62,7.859681
369.886315,58,8.374462
214.150813,37,8.708086
330.153457,50,9.149061
307.328485,49,9.580084
279.934965,47,9.983144
276.781418,45,10.388267
278.219148,47,10.811549
379.590571,59,11.355543
589.017672,83,14.757781
404.981049,63,15.314466
620.67503,90,16.110653
275.563345,44,16.521232
281.521874,48,16.963223
172.628691,32,17.250662
307.050146,50,17.701101
350.667328,54,18.188251
274.985357,47,18.604801
254.503295,45,19.013335
397.195688,58,21.326507
379.941256,59,21.845792
378.90599,60,22.377887
309.871821,51,22.818823
289.410886,47,23.237755
313.655857,50,23.681526
525.598297,82,24.419425
569.515315,81,25.140259
618.55762,87,28.299384
395.404473,62,28.847391
595.256966,85,29.65761
275.752308,49,30.101466
391.241697,59,30.612345
561.355995,82,31.32883
712.718227,100,32.212711
423.877683,63,32.782237
715.856709,100,33.751526
930.196427,127,34.852623
380.132881,62,35.405761
1063.346435,142,36.658437
551.784375,79,39.766693
372.895636,57,42.499558
444.072747,69,43.158681
493.610544,73,43.795765
669.97653,93,44.600356
643.115657,95,45.434709
613.442711,90,46.224725
559.765051,81,46.933697
706.810711,100,47.791872
663.453355,92,48.610514
663.103654,96,49.441116
851.78996,120,50.495591
482.346446,73,53.097908
853.296621,119,53.658319
935.942314,126,54.206585
593.344153,86,54.553395
416.822275,67,54.825235
753.084149,108,55.28193
614.281314,88,56.937977
807.231594,111,57.378641
925.32425,129,57.923797
832.221778,119,58.447373
448.229547,71,60.109702
1524.474941,203,60.951504
1825.671531,239,61.96129
1177.885007,159,62.639263
1460.62444,200,64.018296
1047.290108,143,65.26578
1054.781604,143,68.962886
3300.077368,438,77.837377
1358.568407,184,79.41906
1133.809072,153,80.73167
2492.731782,339,85.969147
2040.999166,276,88.309865
2732.347798,363,107.02153
3834.815835,509,113.711367
6052.188906,788,122.785958
23573.055584,3001,246.031616
23165.916121,3001,424.521657
23008.114019,3001,599.514353
22988.649622,3001,768.027408
22915.069952,3001,911.741677
22942.591078,3001,1051.115656
23104.58921,3001,1196.384866
23005.275628,3001,1341.407624
23103.906619,3001,1489.346893
17583.442813,2300,1572.635972
22957.336043,3001,1714.921818
23211.410304,3001,1857.073261
23112.347936,3001,1975.887295
21846.794411,2843,2100.064528
22810.853425,3001,2227.449749
19218.759026,2503,2287.309418
6161.683953,815,2320.577691
17670.565822,2313,2358.946932
5002.470599,661,2407.280564
23188.377813,3001,2553.937934
13236.412243,1749,2630.056994
16677.793696,2178,2678.678883
22835.114566,3001,2838.114696
23037.872654,3001,2969.617488
8026.897114,1077,3018.552986
22768.52735,3001,3095.673434
22644.349819,3001,3193.199794
14124.093152,1858,3242.788579
17041.101221,2226,3288.949818
22756.492124,3001,3386.202698
22876.963916,3001,3485.808253
6735.588211,918,3522.151406
22838.330491,3001,3577.765756
5332.217518,702,3625.768342
11236.403922,1517,3681.410018
22937.938584,3001,3799.159038
12644.242972,1674,3850.965966
3825.624201,502,3856.45684
14356.294374,1888,3951.211033
10264.150905,1380,4034.51809
22928.844569,3001,4137.024549
