#{"t_start": 1784711319.505041, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
577.649948,81,3.740668
392.521664,59,4.231422
555.978064,80,4.887333
350.441456,55,5.33411
273.021995,47,5.715579
456.926949,69,6.320489
327.273873,51,6.799826
299.319893,47,7.217209
405.646636,61,7.750931
391.849636,59,8.284191
872.753515,117,9.325428
286.551215,49,9.757882
237.028244,42,10.11593
355.38306,55,10.617464
1033.666156,140,11.947185
367.595201,57,15.05351
579.379643,81,15.76472
247.177344,42,16.135152
207.483513,36,16.463926
397.321145,61,17.035198
470.615867,67,17.640201
263.859309,46,18.04216
423.219442,65,18.630375
499.522974,73,19.28092
309.790881,50,21.527311
437.617868,68,22.132019
673.847447,94,22.951408
469.311367,71,23.588388
508.362159,77,24.28597
292.988546,47,24.697181
315.989117,51,25.144533
432.487708,64,28.107441
1163.65165,154,29.519115
344.377492,54,30.012489
562.827074,80,30.710106
1269.253246,168,32.185874
700.609204,99,33.080094
454.045103,68,33.758502
284.753592,46,34.156003
692.608462,97,35.007283
577.501293,84,35.746028
548.693217,78,36.440866
470.163071,68,37.042119
1198.661715,160,43.139746
611.957354,86,43.896327
1197.604164,161,45.301982
673.400924,94,46.12165
486.626589,73,46.757959
970.636643,132,47.906319
581.27444,84,48.645372
817.518026,111,49.615882
467.479845,69,50.227016
467.629177,73,52.979556
595.958194,86,53.380552
751.857577,107,53.870953
1069.231374,147,54.481985
920.951028,126,54.998007
578.131844,83,55.353085
615.380725,91,57.01462
626.476235,91,57.377949
1360.096023,180,58.150864
415.869432,65,58.430599
1736.083159,228,60.749863
1520.050491,204,61.590987
692.186948,99,62.020119
913.441005,130,62.573732
807.249029,115,63.121443
1242.706739,165,64.537985
833.202069,118,65.566643
1408.451685,187,74.779142
1108.725712,152,76.067983
1073.194168,148,77.337315
1427.987923,188,78.935053
1977.12443,269,81.252294
1049.408472,146,84.864539
4993.166974,656,106.051273
2237.502205,300,108.57479
6743.003694,878,118.438386
5026.97219,660,162.693662
23994.337266,3001,322.729155
23338.823497,3001,500.349059
22566.309275,3001,607.095357
22931.411659,3001,774.147976
22839.608213,3001,917.918771
23070.386704,3001,1057.235716
23088.9093,3001,1202.46365
23038.683236,3001,1345.00396
23101.518592,3001,1492.995192
23134.590345,3001,1638.305321
23103.825924,3001,1774.708372
21181.123167,2833,1902.42535
23107.072948,3001,2035.598544
20641.107377,2692,2109.484315
5791.397514,782,2157.090094
22742.387304,3001,2280.806141
22911.033793,3001,2352.786895
22946.930684,3001,2484.494037
22977.906446,3001,2569.165218
22867.180133,3001,2682.957963
22740.283359,3001,2841.517655
22605.474129,3001,2976.095409
13733.12694,1812,3026.019875
17303.320261,2263,3099.115156
22719.770268,3001,3197.105512
22762.546785,3001,3285.181571
9261.307001,1250,3293.449918
22984.99039,3001,3394.857132
22685.662307,3001,3490.39736
12174.753314,1619,3531.617644
23155.266168,3001,3628.792411
22747.032227,3001,3759.172938
4580.05096,596,3797.130614
10421.045615,1402,3806.511985
10858.817068,1453,3863.523204
10517.69132,1431,3949.538718
5104.943425,665,4027.704755
22711.204918,3001,4131.150932
3948.376591,528,4134.732775
