#{"t_start": 1784711319.4872918, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
579.731497,82,3.770771
411.29866,63,4.301151
323.811836,51,4.711222
300.670256,48,5.098839
362.196164,58,5.562817
692.664597,95,6.395487
471.488667,69,7.03629
604.200232,86,7.79371
399.668421,60,8.329914
356.954492,54,8.818424
548.773428,79,9.510729
560.700963,80,10.21053
231.088392,41,10.57945
349.553815,54,11.061424
413.951131,64,11.668364
1479.458657,194,16.027809
568.305192,82,16.795135
426.689605,65,17.377994
455.055294,68,17.981213
285.217203,48,18.419035
332.428973,52,18.876353
422.893173,66,19.462052
342.059341,55,21.752156
293.187843,48,22.190224
493.624378,74,22.825591
522.245658,75,23.495386
365.09627,58,24.015752
356.289976,55,24.510087
271.317539,46,24.91576
443.404877,66,25.495142
414.071544,62,28.4391
909.462974,122,29.573911
254.827723,44,29.973795
702.896682,99,30.846441
726.678391,101,31.723994
465.4848,68,32.332152
293.56062,48,32.764348
618.898557,91,33.650525
351.156728,55,34.129315
388.425777,63,34.676529
313.77478,51,35.130938
437.957055,67,35.719777
1007.882249,134,36.911405
633.759174,89,42.296537
666.774367,98,43.251426
791.245158,109,44.19844
1250.838303,165,45.63957
531.229231,76,46.308822
602.278409,90,47.085386
1048.592048,141,48.310746
511.695375,74,48.960271
477.584187,72,49.594954
356.569352,57,50.103935
980.173212,133,53.194394
941.159574,129,53.79121
728.221413,106,54.251576
922.288014,127,54.765866
866.536137,119,55.256277
344.51311,54,55.494725
801.008266,117,57.258805
658.444909,93,57.639491
794.570646,109,58.109271
855.272482,116,58.604471
728.388011,103,60.434047
1343.17834,178,61.139084
1525.09828,203,61.99919
1298.076814,172,62.731666
1005.12669,138,63.620304
839.385593,117,64.6285
1029.620352,144,68.349413
987.989243,136,74.648253
1529.075328,205,76.393112
1874.727764,249,78.517917
1562.667589,208,80.305167
1896.585899,255,84.853326
2627.915054,350,87.80513
1810.860025,240,89.827519
3117.329595,415,111.410117
4348.618331,568,116.18794
23777.809239,3001,236.046717
23464.451552,3001,419.610404
22849.622432,3001,594.606942
22881.597905,3001,763.824566
22936.255075,3001,907.611776
23001.447962,3001,1046.929809
23097.530942,3001,1192.235303
23067.605196,3001,1279.943378
17302.070519,2266,1420.265898
23120.746741,3001,1568.116381
22813.94,2967,1710.126319
23059.892213,3001,1851.175916
22969.748379,3001,1968.240565
23129.851677,3001,2094.175047
22885.021145,3001,2168.121921
23164.054368,3001,2287.767747
22774.417003,3001,2358.810372
23109.984796,3001,2496.968312
17891.681504,2335,2629.055249
17528.886953,2294,2678.729216
23098.018896,3001,2838.165843
23119.201302,3001,2969.668979
6261.108286,842,3015.419426
22743.584757,3001,3066.41671
22720.1151,3001,3147.018013
22630.188062,3001,3250.119399
5272.439553,700,3285.704426
22839.131273,3001,3380.179216
22398.11387,3001,3482.401898
12286.265149,1633,3522.809466
10395.947336,1398,3566.688813
22766.076327,3001,3631.946655
22475.13151,3001,3760.549505
22925.972421,3001,3857.624829
22580.518097,3001,4033.616769
14996.795331,1972,4085.012692
