episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.9925707073761377,-29751.689614479095,-14.875844807239547,2000,0,0,0,3.0117497234056345,1.6381427126587316,89.445
2,4000,1,smoke_nominal,0.0,0.9851966643908048,-29676.390074933064,-14.838195037466532,2000,0,0,0,2.9997656902493945,1.725079092212067,91.725
3,6000,1,smoke_nominal,0.0,0.977877460167393,-29772.448154986057,-14.88622407749303,2000,0,0,0,3.0155929511424597,1.5644642488399476,90.33
4,8000,1,smoke_nominal,0.0,0.9706126868848716,-29773.82630432739,-14.886913152163695,2000,0,0,0,3.0178499896765523,1.4743536269164028,90.705
5,10000,1,smoke_nominal,0.0,0.9634019397550645,-29635.7701090987,-14.81788505454935,2000,0,0,0,2.984567916326324,1.8191725760670534,91.005
6,12000,1,smoke_nominal,0.0,0.9562448170000966,-29598.51595894243,-14.799257979471214,2000,0,0,0,2.9748171336042253,1.9144787083007655,89.925
7,14000,1,smoke_nominal,0.0,0.9491409198300048,-29718.912843522026,-14.859456421761013,2000,0,0,0,3.007636674443141,1.7368365029591208,90.75
8,16000,1,smoke_nominal,0.0,0.9420898524205202,-29687.6142880881,-14.843807144044051,2000,0,0,0,2.9956310799044523,1.7273338973613317,90.03
9,18000,1,smoke_nominal,0.0,0.9350912218910113,-29822.668052446115,-14.911334026223058,2000,0,0,0,3.033135798097855,1.425829782243843,89.31
10,20000,1,smoke_nominal,0.0,0.9281446382825935,-29596.547707241818,-14.798273853620909,2000,0,0,0,2.9759024677241586,1.93593810732781,90.405
11,22000,1,smoke_nominal,0.0,0.9212497145364009,-29744.75605850509,-14.872378029252545,2000,0,0,0,3.009232689683485,1.5264049268799067,90.045
12,24000,1,smoke_nominal,0.0,0.9144060664720198,-29728.50854147659,-14.864254270738295,2000,0,0,0,3.007926885544377,1.722317011176375,91.02
13,26000,1,smoke_nominal,0.0,0.9076133127660823,-29708.94776748102,-14.854473883740509,2000,0,0,0,2.9990048296949405,1.7241169922545623,89.685
14,28000,1,smoke_nominal,0.0,0.9008710749310187,-29590.14278854045,-14.795071394270224,2000,0,0,0,2.9662519594344325,1.8698830606671781,90.375
15,30000,1,smoke_nominal,0.0,0.8941789772939697,-29760.90630448179,-14.880453152240895,2000,0,0,0,3.0170170457799195,1.5290210428714464,89.175
16,30953,2,smoke_dr_0.10,0.1,0.09971455362403543,-13938.873173244836,-14.6263097305822,953,0,0,0,2.920649463519458,1.4446176900106373,116.72612801678909
17,32953,2,smoke_dr_0.10,0.1,0.09911844583364814,-28105.463956074957,-14.052731978037478,2000,0,0,0,2.838488959227064,2.5257109227175225,114.045
18,34953,2,smoke_dr_0.10,0.1,0.09852629887774542,-27995.823198837857,-13.997911599418929,2000,0,0,0,2.7579900319229,2.8831923926398817,97.395
19,36953,2,smoke_dr_0.10,0.1,0.09793808643858729,-21857.07189595027,-10.928535947975135,2000,0,0,0,2.2964804815102537,6.536954043725537,115.86
20,38953,2,smoke_dr_0.10,0.1,0.09735378237330185,-20113.203735204454,-10.056601867602227,2000,0,0,0,2.1770350819165554,7.461726513436942,112.41
21,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-10296.018384506493,-9.83382844747516,1047,0,0,0,2.1561504122757964,7.79643315394806,105.50143266475645
